smile,docking_scores,QED,mw,logp,SAS,label
N=C(N)c1ccc2c(c1)=CC(c1cccc(C3(O)CCCCC3)n1)N=2,-8.399999618530273,0.5884199138062884,334.4230000000002,1.6723699999999997,0.6218086077519382,1
O=C(O)P(=O)(O)O,-5.300000190734863,0.42409517227108345,126.00399999999998,-0.1579000000000001,0.711024718270669,0
C=C(CCCO)CC[C@H](O)CCC,-4.599999904632568,0.5707640358703407,186.29499999999996,2.2563000000000004,0.6817273882368518,0
COc1cc(N)c(C(=O)O)cc1OC,-5.5,0.7057434556591722,197.19,0.9842,0.8250089476677924,0
NC1=NC(=O)C2=NC(=O)N([C@H]3C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O3)C2=N1,-9.199999809265137,0.18710902816190667,521.1650000000001,-2.064399999999999,0.5067842046665625,1
Cc1cn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2c1C(=O)CC(C)(C)C2,-8.0,0.7162163881798013,409.5300000000003,3.7551200000000025,0.7148584725371171,1
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,-6.400000095367432,0.6985586908851104,364.44500000000005,3.4251000000000005,0.771749221998016,0
O=C1C[C@H](c2ccccc2)CC(=O)[C@H]1Sc1ccccc1[N+](=O)[O-],-7.0,0.480450680352708,341.38800000000003,3.7713000000000028,0.7422162218634417,1
COc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)n2CC(=O)O,-7.599999904632568,0.5896478486833219,456.3980000000001,2.8720000000000008,0.7607988054639361,1
O=C(O)c1ccc(C(=O)O)o1,-5.800000190734863,0.6566366524935952,156.093,0.6759999999999999,0.7953220883861922,0
O=C(NC/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,-7.400000095367432,0.1130273354357455,566.5460000000002,1.0532000000000001,0.5827688687507233,1
O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1,-9.0,0.4004976978117076,498.96700000000027,4.726700000000004,0.7527120634421568,1
Nc1ncc(-c2cccc(O)c2)nc1-c1ccc(C(=O)O)cc1,-8.100000381469727,0.6861212657508683,307.309,2.7966000000000006,0.7902925552469954,1
N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C(c1ccccc1)c1ccccc1,-8.399999618530273,0.4954971812495101,496.4380000000001,4.760000000000004,0.7004852443865222,1
Nc1nc2cc(O)ccc2[nH]1,-5.300000190734863,0.5194193651444975,149.15299999999996,0.8506999999999998,0.7659482045836766,0
O=C(c1ccc(Oc2ncccc2C2CCOCC2)cc1)c1nc2ccccc2[nH]1,-8.0,0.48434281382729716,399.45000000000005,4.875200000000004,0.7555734956025855,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,-7.0,0.3524104766503097,384.41800000000006,-1.4370999999999983,0.6012143779235909,1
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,-8.399999618530273,0.2518207356575117,491.1830000000001,-0.5998000000000002,0.5637304577841721,1
COC(=O)c1cncc(-c2cc3c(o2)CC=NC3=O)c1,-6.400000095367432,0.7781884374040966,270.24399999999997,1.8953,0.691670606695674,0
Cc1nn(C)c2sc(C(=O)O)cc12,-5.5,0.7539312364946645,196.231,1.64142,0.7627085964276888,0
Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,-6.400000095367432,0.6323216792380669,213.19299999999998,-1.3107000000000002,0.6315023165869957,0
COc1cccc2ncnc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c12,-6.400000095367432,0.6367236982409268,305.334,0.1528999999999997,0.6413308994129624,0
O=[N+]([O-])c1ccc(O)c(O)c1,-5.900000095367432,0.3597463929416527,155.10899999999998,1.0059999999999998,0.8071658019140437,0
Cn1nc(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)nc1C1(c2ccccc2)CC1,-9.399999618530273,0.5114771142563713,401.4340000000002,1.2188,0.6873597460474479,1
Cc1c(-c2ccc(-c3ccccc3)cc2)nc2ccc(F)cc2c1C(=O)O,-8.199999809265137,0.5104586860340635,357.3840000000001,5.714520000000005,0.805056234985029,1
