0,1,2,3,4
Cn1nc(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)nc1C1c2ccccc2CC1,Cn1nc(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)nc1C1c2ccccc2CC1,Cn1nc(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)nc1C1(c2ccccc2)CC1,C1Nc1n(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)n1C1c1ccccc1CC1,C1Nc1nc(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)nc1C1c2ccccc2CC1
C1CCC(C1)CCCC(C1)CCC(C1)CC,C1CCCCC1OC1CCCCC1OC1,CC1CCC(C)C1CCC1C1CCOCC1,C1CCC(C1)CCC(C1)CCC(C1)CCC(C1)CC,C1CCC(C(C1)O)C(C)C(O)C
C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@H]1CC(F)=C(F)[C@@]24,CC1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@]24C,C1=CC(F)=C(F)C1[C@H]2[C@]3(C(=S)C1)[C@]14S[C@H]1CC(F)=C(F)[C@]24,C1=CC(F)C2(C(F)(C3=C(F)S[C@H]1[C@]3(C1(C(C(C(C1)S)[C@H]2)C)C)C)C)C(F)C2(C(F)C3=C(F)S[C@@H]1[C@@]3(C1(C(C(C(C1,C1=CC(F)C(F)C1[C@H]2[C@]3(C(=S)C1)[C@]14S[C@]1CC(F)=C(F)C2[C@]43
CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@@H]12[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@H]2(O)[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O
CC1=CC(=C(F)F)C(F)C1[C@H]2[C@]3(C(=S)C1)C4[C@@]1(C)C(C(F)C(=C(F)F)C3)S[C@@H]1CC(F)=C(F)C4,CC(=O)S[C@H]1[C@]2(C(=S)C1)[C@]34S[C@H]2CC(=O)S[C@]34,C1=CC(F)C(F)C1[C@H]2[C@]3(C(=S)C1)[C@]14S[C@]1CC(F)=C(F)C2C3,C1=CC(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24,C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24C
C1Ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1cncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,CC1=NC=NC2=NC=1[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1CC1CN1C(C(=O)N1)C1C(C(=O)N1)C1C(C(=O)N1)C1C(C(=O)N1)C1C(C(=O)N1)C1C(C(=O)N1)C1C(C(=O)N1)C1C(C(=O,C1CC1Nc1ncnc2c1ncn2[C@H]1CC([H])(O)C([H])(CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1
C1=O[P@@](=O)(O)O[P@@](=O)(O)OCC1O[C@@H]1c2c(NC3CC3)cnc2n1c1c(NC2CC2)cnc12CC1O,C1CC1O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OCC1O[C@@H]1c2c(NC3CC3)nccn12CC1O,C1OC(=O)O[P@@](=O)(O)OCC1O[C@@H]1c2c(NC3CC3)c(NC4CC4)n1c2C1CC1O,C1OCC1O[P](=O)(O)O[P](=O)(O)OCC1O[C@H](n2cnc3c(NC4CC4)ncnc32)CC1O,O=P(O)(O)O[P@](=O)(O)O[P@](=O)(O)OCC1O[C@H](n2cnc3c(NC4CC4)ncnc32)CC1O
CC(=O)N1C(=O)N(C2=C(C(=O)N(C3=C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O),C1=NC(=O)C2=NC(=O)N(C3C[C@H](O)C[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O3)C2=N1,CC(=O)N1C(=O)N(C2=NC(=O)N(C3C(C(C(O)C(C(C(O)C3OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)C)C)C)C2=N1)C,CC(=O)N1C(=O)N(C2=NC(=O)N(C3CC(C(O)C(C(C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)C)C)C)C2=N1)C,C1=NC(=O)C2=NC(=O)N(C3CC(C(C(C(C(C3CO)O)O)O)O)P(=O)(O)O[P@](=O)(O)O[P@](=O)(O)O)C2=N1
C1=NC(=O)C2=NC(=O)N(C3CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC(=O)n1nc2n(C3CC(C)C(O)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)c(=O)nc-2n(C)c1=O,CC(=O)n1nc2n(C3CC(C)C(O)C(C)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)c(=O)nc-2n(C)c1=O,C1=NC(=O)C2=NC(=O)N(C3CC(C(C(C(C(C(C3CO)O)O)O)O)O)COP(=O)(O)OP(=O)(O)O)C2=N1,CC(=O)N1C(=O)N(C2=NC(=O)N(C3CC(C(C(C(O3)(C(C(C(O)C(C(C(C(O)C(C(C(C(O)C(C(C(C(O)C(C(C(C(O)C(C(C(C(O)C(C(C(C(O)C(C(C(C(O)C(C(C(C(O
CC(=O)n1nc2n(C3CC(C)C(O)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)c(=O)nc-2n(C)c1=O,CC(=O)n1nc2n(C3CC(C)C(O)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)c(=O)nc-2n(C)c1=O,CC(=O)N1c2n(C3CC(C)C(O)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)c(=O)Nc2=Oc1=O,C1CC(=O)N1c2N(C3CC(C)C(O)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)C(=O)Nc2c1=O,CC(=O)n1nc2n(C3CC(C)C(O)C(C)C(O)C(C(=O)OP(=O)(O)O[P@](=O)(O)OP(=O)(O)O)C3)c(=O)nc-2n(C)c1=O
