0,1,2,3,4
C1CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C1CCC(=O)C2CC[C@H]1CC[C@H]1C(C)C(=O)CC[C@H]12,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C1CCC(=O)C2CCC(C(C)C(=O)C(C)C)CC2C1,C1CCC(=O)C2CCC(C(C)C(=O)C)C2CC1
CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O
C1CCC(=O)C2CCC(C)C(=O)CC1C2,C1CCC(=O)C1CC1CC1CC1CC(=O)CC1C,C1CCC(=O)C2CC[C@H]1CC[C@H]1[C@H]2CC2(C)C(=O)CC1C2C,C1CCC(=O)C2CCC(C)C(=O)CC1CC2,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C1CCC(=O)C2CC(C)C(=O)CC1CC2,C1CCC(=O)C2CCC1CC2CC1(C)C(=O)CC1CC2CCC1C2,C1CCC(=O)C2CCC(C(C)C(=O)C1)C2,C1CCC(=O)C2CCC(C(C)C(=O)C1)C2C,C1CCC(=O)C2CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C1CCC(=O)C2CCC(C(C)C(=O)C(C)C)C1CCC2,C1CCC(=O)C2CCC(C)C(=O)CC1CC2,C1CCC(=O)C[C@H]1CC[C@H]1[C@H]2CC[C@H]2C(=O)CC[C@H]12C,C1CCC2(C(=O)C3CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
C1CCC(=O)C2CC[C@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,C[C@]1CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C1CCC(=O)C1CCC1CC1CCC1C(=O)CC1CCC1C,C1CCC(=O)C2CC[C@H]1CC[C@H]1C[C@H]2C(=O)CC1CC[C@H]12C,C1CCC(=O)C2CCC(C)C(=O)CC1CC2
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C[C@H]1CC(=O)C[C@@H]1CC[C@@H]1CC[C@]2(C)C(=O)CC[C@@H]12,C1CCC(=O)C2CCC(C)C(=O)CC1C2,C1CCC(=O)C2CC[C@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,C1CCC(=O)C2CCC(C)C(=O)C1CC2
C1CC[C@H]2C3CC[C@H](C4CC[C@H](CCC4=O)C)CC[C@@H]3[C@H]2CCC1=O,C1CCC2CC[C@H]3C4CC[C@H](CCCC4=O)CC[C@@H]3[C@H]1CCC2=O,C1CC[C@H]2CC[C@H](C3CC[C@H](C4CC[C@H](C(C)C)C(=O)C4)C(C)C)C(=O)C3C2C1,C1[C@H]2CC[C@H]3C4CC[C@H](C5CC[C@H](C4=O)CC3)C[C@H]2CCC5=O,C[C@]12CC[C@H]3C4CC[C@H](CCCC4=O)CC[C@@H]3[C@H]1CCC2=O
C1CCC1OC2CCC3C1CCC4=C3C(C(C(C(C4)C2)C)C)C,C1CCOC1CC[C@H]2CCCC1CC[C@H]1C3CC[C@H](CCCC3=O)CC[C@H]21,C1CCC2CCC1C3C(C(C(C(C3)C)C)C)C(=O)C2C,O=C1CC[C@H]2CCCC1CC[C@H]1C3CC[C@H](CCCC3=O)CC[C@H]2C1,C1CC[C@H]2CCCC1CC[C@H]1C3CC[C@H](CCCC3=O)CC[C@H]21
C1CCOC(=O)C2CC[C@H]1CC(C(C(C(C(C1CC3)C3)C)C)C)C(C(C(C(C(C1CC2)C2)C)C)C)C,C1CCOC1[C@H]2CCCCC1CC[C@H]1C3CC[C@H](CCCC3=O)CC[C@H]21,C1CCC2CC[C@H]1CC[C@H]2C1CC[C@H](C3CC[C@H](C(C)C)C(C)C3)C(C)C1,C1CC[C@H]2CCCC1CC[C@H]1C3CC[C@H](CCCC3=O)CC[C@H]21,C1CCC2CCC1CC(=O)C3CCC(CC(C3)C2)CC1C(=O)C1CCC2CC3CC(C(C3)C2)CCC1
