Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
CC(C)(C)c1ccc(-n2c(=O)c(=NOC(=O)c3ccccc3)c2=O)cc1,-8.6,0.5349287317534873,350.374,2.0435,2.3988641048482755,0.7601135895151725,0
C[C@@H]1C[C@H](C(=O)O)C=C[C@@H]1OP(=O)(O)O[C@H]1OC(=O)[C@H](O)[C@H]1O,-8.5,0.28536454228784813,352.232,-0.6099000000000006,5.003569036173271,0.4996430963826729,1
CCN(CC)C(=O)c1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)n2C,-7.3,0.5802562821224232,481.49600000000015,3.7978000000000023,2.4728643816124674,0.7527135618387533,0
Cc1ccn([C@H]2[C@H](O)[C@@H](O)O[C@@H]2COP(=O)(O)O)c(=O)n1,-7.6,0.47425754963424177,322.21,-1.7197800000000003,4.144785604457865,0.5855214395542135,0
CCN(CC)C(=O)c1ccc(Oc2cc(C3CCOCC3)ccn2)cc1,-7.9,0.7780749801843482,354.4500000000001,4.249900000000004,2.319606104848276,0.7680393895151724,0
C[C@H]1OC(=C(CO)C(=O)O)C(C(=O)O)=C[C@H](OP(=O)(O)O)[C@@H]1O,-7.8,0.25083648850979506,354.204,-1.4141000000000006,4.671296371135888,0.5328703628864112,1
Cc1cc(=O)n(C2CC2)c(-c2cc3c([nH]2)C(=O)NC3)n1,-7.8,0.8579735778104836,270.29200000000003,1.12512,3.2633396964903385,0.6736660303509662,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccc(F)cc2)c(=O)[nH]c1=O,-7.5,0.6795191209094571,382.43500000000006,3.5642000000000014,2.3517713226568198,0.7648228677343181,0
CCN(C(=O)c1ccc2ccnc(N3CCN(C)CC3)c2n1)c1ccc(S(=O)(=O)c2ccc(F)cc2F)cc1,-3.0,0.3328121308241538,551.6190000000003,4.1593000000000035,2.7693520976836847,0.7230647902316315,0
Cc1c(O)c(O)c(O)c(Cl)c1C(=O)OC1CCCCC1,-7.6,0.5762593962000073,300.7380000000001,3.2547200000000016,2.6589773338529756,0.7341022666147025,0
