Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
Nc1ccccc1Nc1ccccc1,-6.0,0.7039159820290822,184.24200000000002,3.0124000000000013,0.8566568194795664,repairer
Nc1ccccc1N,-5.099999904632568,0.4839273658917496,108.144,0.851,0.8276504257097667,repairer
C1CNCNC1,-3.700000047683716,0.416103485436807,86.13799999999999,-0.4732000000000003,0.6743861759406147,repairer
CC1CC2CC3CCNCCC(C2)C(C3)C(C)C1C,-4.5,0.6856927429540167,263.469,4.330500000000004,0.43495931257686893,repairer
C1CC2CCCC2C1,-5.0,0.4493363057408926,110.2,2.5866000000000007,0.799900320814662,repairer
NC1C2CCCC1CC2,-5.099999904632568,0.5216667537805307,125.215,1.5238,0.6020956920533012,repairer
C1CNCC2CCC(CN1)C2,-5.400000095367432,0.5335812128767429,154.25699999999998,0.5954999999999995,0.5360005565727564,repairer
Nc1cccc2ccccc12,-6.800000190734863,0.5629544406745023,143.189,2.4220000000000006,0.8521320817548922,repairer
c1ccc2c(c1)CCN2,-5.699999809265137,0.5472625753439292,119.16699999999999,1.6545999999999996,0.8083346351748801,repairer
C1=CCC2=C(C=C1)CC=NC=C2,-5.900000095367432,0.5124007660826241,157.21599999999998,2.787300000000001,0.5805581515515239,repairer
C1CC2CCCC(C1)C2,-5.099999904632568,0.46544453535537955,124.227,2.976700000000002,0.6834465640085681,repairer
C1CC2C3CCC2CC1CNC3,-6.099999904632568,0.5789064099942526,165.28,2.0321,0.5220072272738572,repairer
CN1CCCC2CCCC1SC2C(=O)O,-5.400000095367432,0.746616035865787,229.34500000000003,2.0246,0.5311931309745526,repairer
O=C1CCCC1c1ccc(-c2ccc(F)cc2)cc1,15.300000190734863,0.7792218787552706,254.304,4.3293000000000035,0.7716182810730949,repairer
CC1C2CC3CCCC3C1C2,-6.0,0.4975615070188353,150.265,3.0786000000000016,0.54085747527905,repairer
C1=CN=CCC2C=CC=CC2=C1,-6.300000190734863,0.5122826693513363,157.21599999999998,2.643200000000001,0.5695286136903572,repairer
C1CC2CCC3CC(C1)C3C2,-6.099999904632568,0.4971054845760671,150.265,3.2227000000000023,0.5710178200115184,repairer
CC1CC2CCCCC(C2)C(C)C1C,-6.400000095367432,0.5325848295560625,194.362,4.494900000000004,0.564263204037784,repairer
