0,1,2,3,4
CC(=O)N1C(=O)N(C2=C(C(=O)N(C3CC(C(C(O3)(COP(=O)(O)OP(=O)(O)O)O)COP(=O)(O)OP(=O)(O)O)C)C)C)C1=N2,C1=NC(=O)C2=NC(=O)N(C3C(C(O)C(C(C(C(C(C(C3O)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O)O)C2=N1)C)C)C,C1=NC(=O)C2=NC(=O)N(C3CC(C(C(C(O)C)C)COP(=O)(O)OP(=O)(O)O)C3)C2=N1,C1=NC(=O)C2=NC(=O)N(C3C(C(C(O)C4(C(C(O)C5(C(C(O)C(C(C(O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NC(=O)C2=NC(=O)N(C3C(C(C(O3)C)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)C2=N1
CC(=O)N1C(=O)N(C2=NC(=O)N(C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)C2=N1)C)C,C1=NC(=O)C2=NC(=O)N(C(C(C(O)C(C(C(O)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C)C)C)C2=N1,C1=NC(=O)C2=NC(=O)N(C3C(C(C(O)C(C(C(O)C(C(=O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3)O)O)C)O)C2=N1,C1=NC(=O)C2=NC(=O)N(C3C(C(C(O)C(C(C(O)C(C(C(C(O)C(C(C(C(C(O)C(C(C(C(C(O)C(C(C(C(C(O)C(C(C(C(C(O)C(C(C(C(C(O)C(C(C(C(C(O)C(C(C(C(C,CC(=O)N1C(=O)N(C2CC(C(C(C(C(C2O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)C)C1=NC(=O)N
CC(=O)Nc1ncnc2c1ncn2C[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1CC1Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1cncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O)O1,CC(=O)N1C=NC2=CC(=NC2=NC1)C[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1NC1NC2NCN2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1
C1CC1Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1CC1C1NC1C2=CC=CC2N1C1C(=O)N(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1CC1Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1cncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1cncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1
C1Ncncnc2c1ncn2[C@H]1CC(=O)C[C@H](O)C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,C1Ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1CC1Nc1ncnc2c1ncn2C[C@@H]1C[C@@H](O)[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O1,C1NC2C(NC1)NC2C1N(C(C(C(C(C1O)C(O)COP(=O)(O)OP(=O)(O)O)C)C)O)C1,C1CC1Nc1ncnc2c1ncn2C1[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C1cncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C1cncnc2c1ncn2[C@H]1O[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,C1CC1Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C1Ncnc1c2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
CC(=O)N1C(=O)N(C2=NC(=O)N3C[C@H](O)C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CO3)C2=N1,CC(=O)N1C(=O)N(C2=NC(=O)N(C3CC(C(C(O)C3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)C2=N1)C,CC(=O)N1C(=O)N(C2=C(N(C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)CO)C)C)C)C2=N1,C1Ncncn2c1ncn2[C@@H]1OC[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C1=NC(=O)C2=NC(=O)N(C3CC(C(C(C(C(C3)O)O)O)OP(=O)(O)OP(=O)(O)O)O)C2=N1
C1NC(=O)Nc2c(Nc1N)ncn2[C@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]1O,C1CC1Nc1ncnc2c1ncn2[C@H]1OC(C(=O)OP(=O)(O)O)[C@H](COP(=O)(O)O)O[C@H]1O,C1NC2=CC(=O)N(C1)C2N1C=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC2=NC1=NC,C1NCNCC1[C@H]1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)[C@H]1O,C1NC2CC1N(C2)C1NCC1[C@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]1O
C1Nc2cc1c(N)c2c1nc2c(N)C1O[C@H](C(=O)OP(=O)(O)OP(=O)(O)O)[C@@H]1O[C@H](C(=O)OP(=O)(O)OP(=O)(O)O)O1,C1NCNc1c2c1ncn2[C@H]1OC(CO[P@](=O)(O)O[P@@](=O)(O)O)[C@H]1O,CC1=NC(N=C1)N2C(N=CN2)[C@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C1CC1Nc1ncnc2c1ncn2[C@@H]1OC(=O)[C@H](CO[P@](=O)(O)O)[P@@](=O)(O)O[P@](=O)(O)O[C@@H]1O,C1cnc2c(Nc1cnc1)ncn2[C@@H]1OC[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
C1CC1NC1NC2CC1NCN2[C@H]1CC[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1Ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)O)O1P(=O)(O)O,C1cncn1c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1NC1C2N(C(=O)N2C(=O)N1C(=O)N1C(=O)N2C(=O)N1C(=O)N2C(=O)N1C(=O)N2C(=O)N1C(=O)N2C(=O)N1C(=O)N2C,C1NC2CC1NCN2C[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1
