0,1,2,3,4
NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1,CC1=CC(=O)C2=CC=CC=C2C1O,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1
Nc1ccc(cc2)ccccc12,Nc1ccc(ccc1)C2CCCCC2,Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,C1Ncnc1C2Ncnc2C[C@H](O)[C@@H](O)C(=O)O,C1cncnc1c2cnc2C[C@H](O)[C@H](O)C(=O)O
C1NC(N)C1Nc2c1ncnc2C[C@H](O)[C@H](O)C(=O)O,C1NC2C(=O)N(C(=O)O)C(C(=O)O)C2C1,C1=NC=NC2=C1N=CN2C[C@@H](O)[C@@H](O)C(=O)O,C1Ncnc2c1ncn2C[C@H](O)[C@H](O)C(=O)O,C1NC1NC2C1NCN2C[C@@H](O)[C@@H](O)C(=O)O
C1C2CCNC2C(=O)N1C(=O)O,O=C(O)C1C2CCNC2C(=O)N1C(=O)O,C1C2CCN(C2C(=O)N1C(=O)O)C(=O)O,O=C(O)C1C2CCNC2C(=O)N1C(=O)O,C1CC(=O)N(C2CC1CC2)C(=O)O
CC1=CC(=O)C2=CC(=O)C(C(=O)C1)C2,C=C(O[C@H]1CC(C(=O)O)=C[C@H](OP(=O)(O)O)[C@H]1O)C(=O)O,C1=CC(=O)N(C2C(C(C(C(O2)C(=O)O)O)C(=O)O)C(=O)O)C(=O)N1,C1=CC(=O)O[C@H]1CC(=O)O[C@H](C1=CC(=O)O[C@H]1C(=O)O)OP(=O)(O)O,C1=CC=CN(C2C(C(C(O)C(O)COP(=O)(O)O)C2)C1)C(=O)[nH]1
C1NC(=O)N(C1)C(C(=O)O)C(=O)O,C1cncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,C1=NC=NC2=C1Nc3c(N(C(C(=O)O)C(=O)O)C3)C4=NC=NC4,C1Nc2c(N(C1)C(C(C(=O)O)(C(=O)O)C(C(=O)O)C(C(=O)O))c2N,C1=NC=NC2=C1Nc3c(N(C(C(=O)O)(C)C(=O)O)C3)N2
C1NC2=CC=CC2=C1N,C1=NC=NC2=C1C(=O)C=C2N,C1Nc2cc(O)ccc2N1,Nc1nc2cc(O)ccc2c1N,Nc1nc2cc(O)ccc2[nH]1
C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1
C1Ncnc1c2cnc2C[C@@H](O)[C@@H](O)C(=O)O,C1NC2=CC(=O)N(C(C(C(=O)O)C(=O)O)C2)N1,C1=NC=NC2=C1Nc2c3c(N(C(C(=O)O)C(=O)O)C)nc3C(=O)O,C1Ncnc1c2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,C1cncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O
O=C(O)C(C(=O)O)C1CC2=CC(=O)N1CC2,O=C(O)C(C(=O)O)C1CC2=CC(=O)N1NCN2,O=C(O)C(C(=O)O)C1CC2=CC(=O)N1CCN2,C1=NC(=C2=C(C=CC=2)C=NC1=1)N,C1=CC2=CC(=O)N1NC2C(=O)OCC(=O)O
