Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
C[C@H](CS[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,19.1,0.5477443809225245,355.37600000000003,-0.5609000000000008,4.129545024800937,0.5870454975199063,0
C[C@@H]1[C@H](O)[C@@H](NCc2ccc(Oc3ccccc3)cc2)CC[C@H]1O,11.9,0.7896379127200223,327.4240000000001,3.088800000000002,3.202385920361629,0.6797614079638371,0
C[C@H]1[C@@H](OC(=O)C=C(O)C(=O)O)CC(C(=O)O)=C[C@H]1OP(=O)(O)O,-3.5,0.18341433939281476,366.215,-0.0466000000000002,4.338939193967693,0.5661060806032306,0
CCCCc1ccc(O)c(O)c1,-5.3,0.676913082807547,166.21999999999997,2.4404000000000012,1.73673037259665,0.826326962740335,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccc(F)cc2)c(=O)[nH]c1=O,12.2,0.6795191209094571,382.43500000000006,3.5642000000000014,2.3517713226568198,0.7648228677343181,0
CCc1ccc(O)c2cc(=O)[nH]cc12,-4.9,0.7182092510345256,189.21399999999997,1.7960999999999996,2.6068119466388833,0.7393188053361117,0
CC1=CC(=O)C2=C(C1)N(C)C(=O)C2=O,-5.2,0.4057338624981264,191.18599999999998,0.20069999999999988,3.35838827799983,0.664161172200017,0
CC1=Nc2ccccc2C1=O,-5.0,0.5484213900725726,145.16099999999994,1.9753,2.198786936793507,0.7801213063206494,0
Cc1cccc(C)c1CN(C)CC1=c2ccccc2=NC1,0.9,0.8371158225471472,278.399,2.21934,2.773409774278324,0.7226590225721676,0
CC(C)(C)OCCOCCO,-3.7,0.6079182546496237,162.22899999999998,0.8103999999999998,2.3231149251566467,0.7676885074843354,0
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.7,0.24325846760776557,342.297,-5.397199999999993,4.105691931950866,0.5894308068049134,0
Cc1nccc2ccccc12,-5.3,0.5519055037199659,143.18899999999996,2.5432200000000007,1.6865921632203058,0.8313407836779694,0
CCN(C(=O)C(=O)O)c1ccc(CN)cc1,12.1,0.7327085050935352,222.24399999999997,0.5828000000000001,2.1545656488724827,0.7845434351127517,0
C=C(CCCO)CCC[C@@H](O)CC,-4.6,0.5707640358703407,186.295,2.2563000000000004,3.165062381367745,0.6834937618632255,0
O=C(CP(=O)(O)O)c1ccccc1,-5.5,0.564394472353799,200.13,1.047,2.200157552206628,0.7799842447793373,0
COc1ccc(C(=O)C/C(C)=N/[C@@H](Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C(=O)O)cc1,45.1,0.16327406107503326,540.6160000000003,6.009720000000007,3.1141575908060144,0.6885842409193985,0
CC[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,1.9,0.6949982619769639,337.4230000000001,3.08,3.310947187998666,0.6689052812001334,0
CC(C)(C)OP(=O)(O)O,-4.4,0.5502507890160124,154.102,0.8941999999999999,2.8814609742585233,0.7118539025741477,0
C[C@H]1CCc2ccccc2CC1(O)O,-5.9,0.48275168513336947,192.25799999999995,1.4922999999999997,2.9838416447771774,0.7016158355222822,0
Cc1cccc(C)c1CN(C)Cc1cnc2ccccc2n1,-2.8,0.730231030917579,291.398,3.8786400000000034,2.1565695110329095,0.784343048896709,0
C[S@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,17.2,0.29781111034277896,400.4610000000001,-1.5392999999999983,4.744548196036557,0.5255451803963443,0
