0	0.00347342	15	1
1	0.550824	249	2
2	0.522349	1	3
3	0.769918	285	2
4	0.754557	0	2
5	0.276087	48	1
6	0.187522	1	1
7	0.983607	1	2
8	0.272494	17	2
9	0.0974427	2	4
10	0.158856	761	4
11	0.392255	91	0
12	0.445472	1	4
13	0.925024	0	2
14	0.160781	6	1
15	0.019913	7	0
16	0.342806	90	0
17	0.169996	0	2
18	0.80782	1	0
19	0.762962	94	1
20	0.31541	134	3
21	0.112489	1	3
22	0.340666	402	4
23	0.0124573	44	0
24	0.208331	17	4
25	0.14113	4	3
26	0.573297	6	3
27	0.411497	24	2
28	0.19924	6	2
29	0.613202	1	1
30	0.0102076	196	2
31	0.0632833	1	0
32	0.157061	19	0
33	0.356757	3	1
34	0.930737	23	4
35	0.198893	282	3
36	0.168681	1	2
37	0.767433	130	2
38	0.796611	0	3
39	0.463524	1	2
40	0.577784	12	0
41	0.0926931	334	3
42	0.396598	8	0
43	0.60366	1	1
44	0.157579	1	1
45	0.00861725	2	2
46	0.866905	100	1
47	0.519766	19	2
48	0.0384059	5	4
49	0.544012	3	3
50	0.69414	232	3
51	0.971876	1	1
52	0.268421	0	4
53	0.344834	4	1
54	0.656466	140	2
55	0.302422	53	4
56	0.359303	176	3
57	0.331986	1	2
58	0.0770917	152	2
59	0.387131	5	4
60	0.396423	7	4
61	0.932761	1	1
62	0.949874	4	3
63	0.150498	94	0
64	0.234444	3	2
65	0.892571	105	2
66	0.147149	101	3
67	0.187563	1	2
68	0.880817	246	0
69	0.294492	1	2
70	0.251899	15	2
71	0.224118	55	0
72	0.865515	8	4
73	0.518768	1	4
74	0.125576	1	3
75	0.407804	0	1
76	0.865246	7	4
77	0.244383	55	1
78	0.445827	1	2
79	0.705513	150	2
80	0.419651	1	4
81	0.803936	154	3
82	0.428793	1	2
83	0.821673	930	0
84	0.723735	1	0
85	0.534846	0	3
86	0.0201973	122	1
87	0.763161	19	3
88	0.985699	1	0
89	0.695543	0	4
90	0.0265949	1	2
91	0.0792931	0	2
92	0.462854	2	0
93	0.451647	0	0
94	0.777209	36	4
95	0.805511	1	3
96	0.746623	2	4
97	0.545964	178	3
98	0.169979	4	4
99	0.70705	103	1
100	0.72469	1	1
101	0.700271	3	2
102	0.570493	48	3
103	0.51124	1	0
104	0.785808	657	0
105	0.493975	1	1
106	0.00996359	170	3
107	0.181497	223	4
108	0.127189	9	0
109	0.596285	236	3
110	0.368011	0	4
111	0.1826	1	4
112	0.363454	0	2
113	0.537262	14	4
114	0.731812	3	1
115	0.960367	2	0
116	0.253225	21	1
117	0.0961882	0	1
118	0.543002	21	2
119	0.635999	23	1
120	0.0476882	396	3
121	0.690704	1	2
122	0.393022	0	0
123	0.250487	3	2
124	0.0744538	2	3
125	0.487845	1	4
126	0.67092	141	3
127	0.836663	1	4
128	0.711901	1	3
129	0.213034	1	3
130	0.932913	15	1
131	0.364374	4	1
132	0.41237	2	1
133	0.518474	8	3
134	0.796897	314	4
135	0.887509	219	2
136	0.414182	91	2
137	0.639446	244	1
138	0.0451884	185	2
139	0.596517	6	1
140	0.280507	16	3
141	0.695868	1	4
142	0.947982	1	0
143	0.969748	30	3
144	0.168605	1	4
145	0.540805	1	0
146	0.728604	175	1
147	0.408745	638	0
148	0.26818	7	3
149	0.097247	254	3
150	0.881929	1	0
151	0.553599	19	2
152	0.0102342	4	0
153	0.921724	1	4
154	0.1775	0	3
155	0.998419	10	4
156	0.333848	1	3
157	0.159124	0	1
158	0.736679	463	2
159	0.425262	1	3
160	0.0438602	13	1
161	0.384073	0	3
162	0.344289	3	3
163	0.406113	15	3
164	0.120526	1	3
165	0.475584	1	0
166	0.0105991	1	0
167	0.246327	295	1
168	0.436081	1	0
169	0.926866	0	3
170	0.311492	1	2
171	0.377642	96	3
172	0.337817	1	4
173	0.790532	0	4
174	0.540966	1	0
175	0.0523016	248	0
176	0.130037	0	1
177	0.468609	3	0
178	0.818745	216	2
179	0.158282	1	2
180	0.297566	0	3
181	0.853282	4	3
182	0.405485	110	2
183	0.398105	1	2
184	0.40633	29	1
185	0.942137	4	0
186	0.256454	192	0
187	0.357223	52	0
188	0.33434	0	1
189	0.199102	1	0
190	0.10193	0	0
191	0.393825	1	0
192	0.360928	854	4
193	0.353872	2	1
194	0.332158	1	4
195	0.406927	367	3
196	0.519639	4	4
197	0.755525	2	0
198	0.932606	0	4
199	0.78337	47	3
200	0.908061	175	0
201	0.672515	4	3
202	0.560353	347	0
203	0.409877	301	3
204	0.143762	1	3
205	0.607493	1	4
206	0.613583	189	4
207	0.679729	114	3
208	0.952025	1	4
209	0.847271	33	3
