0	0.00347342	15	1	7.08881
1	0.550824	249	2	120.131
2	0.522349	1	3	1.29227
3	0.769918	285	2	144.775
4	0.754557	0	2	0.754557
5	0.276087	48	1	22.238
6	0.187522	1	1	1.17113
7	0.983607	1	2	1.96721
8	0.272494	17	2	7.20704
9	0.0974427	2	4	1.17254
10	0.158856	761	4	371.606
11	0.392255	91	0	48.6421
12	0.445472	1	4	1.3705
13	0.925024	0	2	0.925024
14	0.160781	6	1	1.77864
15	0.019913	7	0	2.41284
16	0.342806	90	0	43.9111
17	0.169996	0	2	0.169996
18	0.80782	1	0	1.57078
19	0.762962	94	1	46.7875
20	0.31541	134	3	70.1101
21	0.112489	1	3	0.453155
22	0.340666	402	4	201.559
23	0.0124573	44	0	20.9477
24	0.208331	17	4	9.35227
25	0.14113	4	3	1.30913
26	0.573297	6	3	4.03707
27	0.411497	24	2	12.9152
28	0.19924	6	2	3.314
29	0.613202	1	1	0.62341
30	0.0102076	196	2	97.2921
31	0.0632833	1	0	0.220344
32	0.157061	19	0	9.66425
33	0.356757	3	1	1.70248
34	0.930737	23	4	11.0369
35	0.198893	282	3	141.7
36	0.168681	1	2	0.936114
37	0.767433	130	2	66.1302
38	0.796611	0	3	0.796611
39	0.463524	1	2	0.62238
40	0.577784	12	0	6.5777
41	0.0926931	334	3	176.508
42	0.396598	8	0	4.17049
43	0.60366	1	1	0.761239
44	0.157579	1	1	0.315159
45	0.00861725	2	2	0.952614
46	0.866905	100	1	47.2061
47	0.519766	19	2	11.272
48	0.0384059	5	4	1.50524
49	0.544012	3	3	1.49099
50	0.69414	232	3	120.384
51	0.971876	1	1	1.2403
52	0.268421	0	4	0.268421
53	0.344834	4	1	3.22641
54	0.656466	140	2	72.6959
55	0.302422	53	4	27.9088
56	0.359303	176	3	81.4474
57	0.331986	1	2	0.409077
58	0.0770917	152	2	75.2246
59	0.387131	5	4	2.53345
60	0.396423	7	4	2.85596
61	0.932761	1	1	1.00985
62	0.949874	4	3	3.00263
63	0.150498	94	0	37.9262
64	0.234444	3	2	1.30335
65	0.892571	105	2	53.925
66	0.147149	101	3	47.8547
67	0.187563	1	2	1.06838
68	0.880817	246	0	122.262
69	0.294492	1	2	0.453348
70	0.251899	15	2	6.86915
71	0.224118	55	0	27.0213
72	0.865515	8	4	6.4173
73	0.518768	1	4	1.5152
74	0.125576	1	3	0.533379
75	0.407804	0	1	0.407804
76	0.865246	7	4	3.24228
77	0.244383	55	1	25.7876
78	0.445827	1	2	1.15134
79	0.705513	150	2	71.8938
80	0.419651	1	4	1.22359
81	0.803936	154	3	75.6281
82	0.428793	1	2	1.25047
83	0.821673	930	0	465.98
84	0.723735	1	0	0.881314
85	0.534846	0	3	0.534846
86	0.0201973	122	1	56.5788
87	0.763161	19	3	9.98923
88	0.985699	1	0	1.68124
89	0.695543	0	4	0.695543
90	0.0265949	1	2	0.105888
91	0.0792931	0	2	0.0792931
92	0.462854	2	0	1.69171
93	0.451647	0	0	0.451647
94	0.777209	36	4	19.1472
95	0.805511	1	3	0.882603
96	0.746623	2	4	2.27619
97	0.545964	178	3	90.7164
98	0.169979	4	4	1.798
99	0.70705	103	1	52.7937
100	0.72469	1	1	1.59021
101	0.700271	3	2	1.83628
102	0.570493	48	3	25.9259
103	0.51124	1	0	1.29705
104	0.785808	657	0	343.431
105	0.493975	1	1	0.503938
106	0.00996359	170	3	84.7923
107	0.181497	223	4	111.107
108	0.127189	9	0	3.63738
109	0.596285	236	3	114.371
110	0.368011	0	4	0.368011
111	0.1826	1	4	0.365201
112	0.363454	0	2	0.363454
113	0.537262	14	4	9.1008
114	0.731812	3	1	1.98723
115	0.960367	2	0	2.46374
116	0.253225	21	1	11.5684
117	0.0961882	0	1	0.0961882
118	0.543002	21	2	11.3635
119	0.635999	23	1	12.9727
120	0.0476882	396	3	183.381
121	0.690704	1	2	1.08373
122	0.393022	0	0	0.393022
123	0.250487	3	2	1.38649
124	0.0744538	2	3	1.22974
125	0.487845	1	4	1.15877
126	0.67092	141	3	70.7764
127	0.836663	1	4	1.17733
128	0.711901	1	3	1.26272
129	0.213034	1	3	1.14595
130	0.932913	15	1	7.11488
131	0.364374	4	1	2.6093
132	0.41237	2	1	1.44301
133	0.518474	8	3	4.30435
134	0.796897	314	4	159.655
135	0.887509	219	2	111.393
136	0.414182	91	2	43.4355
137	0.639446	244	1	115.301
138	0.0451884	185	2	90.6216
139	0.596517	6	1	2.13755
140	0.280507	16	3	8.78172
141	0.695868	1	4	0.854724
142	0.947982	1	0	1.91773
143	0.969748	30	3	13.8961
144	0.168605	1	4	1.05611
145	0.540805	1	0	1.26941
146	0.728604	175	1	81.8947
147	0.408745	638	0	322.218
148	0.26818	7	3	4.04197
149	0.097247	254	3	129.433
150	0.881929	1	0	1.43553
151	0.553599	19	2	9.38601
152	0.0102342	4	0	1.20258
153	0.921724	1	4	1.09922
154	0.1775	0	3	0.1775
155	0.998419	10	4	6.27599
156	0.333848	1	3	0.492972
157	0.159124	0	1	0.159124
158	0.736679	463	2	225.554
159	0.425262	1	3	0.469122
160	0.0438602	13	1	6.83433
161	0.384073	0	3	0.384073
162	0.344289	3	3	1.23103
163	0.406113	15	3	7.34375
164	0.120526	1	3	1.09027
165	0.475584	1	0	1.44533
166	0.0105991	1	0	0.256926
167	0.246327	295	1	150.093
168	0.436081	1	0	1.36295
169	0.926866	0	3	0.926866
170	0.311492	1	2	0.689134
171	0.377642	96	3	44.3069
172	0.337817	1	4	1.12835
173	0.790532	0	4	0.790532
174	0.540966	1	0	1.3315
175	0.0523016	248	0	121.078
176	0.130037	0	1	0.130037
177	0.468609	3	0	2.98163
178	0.818745	216	2	108.318
179	0.158282	1	2	0.455848
180	0.297566	0	3	0.297566
181	0.853282	4	3	2.11027
182	0.405485	110	2	50.59
183	0.398105	1	2	0.804435
184	0.40633	29	1	15.0337
185	0.942137	4	0	3.18961
186	0.256454	192	0	98.6909
187	0.357223	52	0	24.984
188	0.33434	0	1	0.33434
189	0.199102	1	0	0.301033
190	0.10193	0	0	0.10193
191	0.393825	1	0	0.754753
192	0.360928	854	4	416.825
193	0.353872	2	1	1.08482
194	0.332158	1	4	0.739085
195	0.406927	367	3	182.165
196	0.519639	4	4	1.88027
197	0.755525	2	0	1.95655
198	0.932606	0	4	0.932606
199	0.78337	47	3	27.6692
200	0.908061	175	0	90.913
201	0.672515	4	3	2.30019
202	0.560353	347	0	173.586
203	0.409877	301	3	145.584
204	0.143762	1	3	0.751255
205	0.607493	1	4	1.21499
206	0.613583	189	4	91.4835
207	0.679729	114	3	57.255
208	0.952025	1	4	1.7993
209	0.847271	33	3	15.7748
210	0.181397	1	0	0.775007
211	0.59361	172	3	79.7761
212	0.422902	4	3	1.31312
213	0.693585	0	0	0.693585
214	0.665678	1	1	1.46778
215	0.8021	100	1	53.127
216	0.720059	1	1	1.63993
217	0.919866	2	2	2.19696
218	0.292292	1	0	1.04899
219	0.756695	74	1	38.6387
220	0.122095	3	1	0.816446
221	0.628057	1	3	1.61938
222	0.991326	591	2	287.568
223	0.493068	8	3	3.94851
224	0.839664	0	1	0.839664
225	0.892714	117	3	56.5278
226	0.485816	1	0	1.37853
227	0.146411	0	1	0.146411
228	0.752877	1	0	1.57455
229	0.506411	1	2	1.31035
230	0.342402	0	1	0.342402
231	0.142599	6	1	3.90861
232	0.777433	6	3	4.63133
233	0.354418	95	3	54.2409
234	0.30708	1	1	0.878115
235	0.571035	0	1	0.571035
236	0.665714	6	1	2.38994
237	0.709097	6	2	3.18417
238	0.515042	3	1	2.31475
239	0.0946412	1	1	0.301785
240	0.207144	644	0	334.932
241	0.595961	1	1	1.41763
242	0.0377464	88	4	44.9827
243	0.836176	2	2	1.7966
244	0.858302	1	4	1.69295
245	0.834647	0	2	0.834647
246	0.324509	1	2	0.334716
247	0.184029	2	0	0.526915
248	0.0253621	34	2	16.2389
249	0.205166	1	4	0.230529
250	0.16349	1	3	0.744333
251	0.698782	174	1	83.5734
252	0.0897836	287	3	142.231
253	0.665523	9	0	5.03223
254	0.406399	93	0	48.9473
255	0.782217	58	0	28.3404
256	0.680329	130	0	66.0969
257	0.959209	0	4	0.959209
258	0.638758	0	2	0.638758
