0,1,2,3,4
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,C1CCC(C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,C1CCC(C(C(=C(C(=C(C(=O)C(F)(F)F)C(F)(F)F))C1)C2=CC=CC=C2)C3=CC=CC=C3(C(C(=O)O)C)C)C
COCc1cccc(c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,CC(=O)c1ccc(NCC2=NCc3cccc(Cc4cnc(C)c4)c3C2)c(OC)c1,CC(=O)C1=CC=CC=C1C2=CC=CC=C2C3=CC=CC=C3Nc4ccc(cc4)Nc5c(cccc5)C(=O)N6CC7=CC=CC=C7C(=C6)C2,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1
COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COc1ccc(NC2=NCc3cccc(-c4cnn(C)c4)c3C2)c(OC)c1,C1=CC(=O)C2=CC=CC=C2N3C=CC(=C3C4=CC=CC=C4)C5=C(N(C6=C(C=CC(=C6)C)C)C)C=CC(=C5)O)C1,C1=CC=CC=C1Nc2ccc(cc2)N3C(=NC4=CC=CC4)C5=C3C=CC5OC6=CC=CC=C6C
CC(=O)C1CC2=C(C=CC(=C2)C(F)(F)F)C1=NC1=CC=CC2=C1C(=O)N2C1=CC=CC2=C1C(=O)N2C1=CC=CC2=C1C(=O)N2,COc1cn(C(C(F)(F)F)c2ccccc2)n(c1)nc1c(ccc1n(C(C)ccccc1)c1ccccc1)c1ccccc1=O,C1=CC=CC2=CC=CC3=C2C(=C1)C(=O)N3C4=C(C=CC(=C4)C(F)(F)F)C5=C(C=CC(=C5)C6=NC=CC(=C6)C7=C(C=CC(=C7)C8=CC=CC=C8,COc1cn(-c2cccc(C(F)(F)F)c2)nc(-c2ccnn2-c2ccccc2)c1=O,CC1=CC=CC2=CC=CC3=CC=CC4=CC=CC5=C1C(=O)C6=C(C=CC(=C6C(=O)C7=C(C=CC(=C7C(=O)C8=CC=CC9=C1C(=C(C(=C9C(=O)C5=C4)C
COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1
COc1ccc(NC2=NCc3cccc(-c4cnn(C)c4)c3C2)c(OC)c1,COC1=CC=CC2=C(C=CC3=CC(=O)N(C)C4=CC(=O)N(C)C3=C2)C=CC1=C4,C1CCOC1c1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,C1=CC=CC=C1C2=NC=CC3=C2Nc4c(ccc4)N5C=CC(=C5)C6=CC=CC=C6C7=C(N(C)C(=C(C(=C7)C)C)C)N(C)C(=C3)C(=O)C(=O)O
Nc1ccccc1Nc2ccccc2,C1Nc2ccccc2C1,Nc1nccc2ccccc12,Nc1nccc2ccccc12,Nc1nccc2ccccc12
C1c2c(ccc2c1)c3ccc(cc3)C4CCCO4c1ccc(cc1)n2c3c(ccc3c2)c4ccc(cc4)n1c2c(ccc2c1)c(=O)c1ccc(cc1)C2CCCO2,C1c2c(C3CCCO3)ccc2c1c4c(ccc4)nc5c1c(ccc1c5)Nc6c1ccc(cc1)c2ccccc2C(=O)C3CCCO3,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,C1c2c(C(C(=O)N1)c3ccc(cc3)C2)C(C(COc4ccccc4)C)c5ccccc5c2,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C
Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C
c1ccc2c(c1)CCN2,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,C1c2c(ccc2c3c(ccc3n2)c4ccc(cc4)C5CCCO5)n(c1C(=O))c2ccc(cc2)c3ccc(cc3)n2,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C
C1c2c(c(n1)c3c(ccc3n2)C4CCCO4)C5C(C(C(C(C5)C)C)C)C(=O)C2c1cc(cc1n2)N,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,C1c2c(ccc2n1)c3c(ccc3C4CCCO4)C(=O)c5c(ccc5C6CCCO6)nc2c(ccc2n1)C(=O)C
C1CC1CC(c2c3nc4c(c2=NC3)=C(C2CCCO2)C=C4)C(C(=O)C2N=C3C=C(N)C=C32)C(C)C1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,C1c2c(ccc2c1)C1c2c(ccc2c1)C(=O)C1c2c(ccc2c1)c1c(cccc1)C1CCCO1
C1=CC2=C(C(=O)C1(C1=C(C(=C(C(=O)C1(C1=C(C(=C(C(=O)C1(C1=C(C(=C(C(=O)C1(C1=C(C(=C(C(=O)C1(C1=C(C(=O)C1(C1=C(C(=O)C1(C1,C1=CC=CC2=C1C(=O)C1=CC=CC2=C1C1=CC=CC2=C1C(=O)C1=C(C=CC=1)C1=C(C=CC=1)C1=CC=CC2=C1C(=O)C1=C(C=CC=1)C1=C(C=,C1=CC2=C(C(=O)C1=CC1=C2C2=C(C(=C(C2=CC=C2C1=CC=CC2=C(C(=O)C1=CC=C2)C2=C(C(=O)C1=CC=C2)C2=C(C(=O)C1=CC=C2)C2=C(C,C1=CC2=C(C(=O)C1(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(C(=O)C1(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(C(=O)C1(C1=CC=CC=C1)C1=C(C(=,C1=CC2=C(C(=O)C3=C(C(C(C(C(C3C(=O)C(=C(C2=C1)C4=C(C(C(C(C4C(=O)C(=C(C1=C2)C3=C(C(C(C(C3C(=O)C(=C(C2=C1)C4=C(C(C(C(C4C
C1=CC2=C(C(=O)C1=CC=CC2=C2C2=CC=CC2=C1)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=,C1=CC=CC2=C1C(=O)C1=C(C=C(C=C1)C1=CC=CC=C1)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C,C1=C2C(=O)C1(C2=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C1=C(C,C1=CC2=C(C(=O)C1)C1=C(C(=C(C2=CC=CC2=C1)C2=C(C=CC=C2)C1=CC=CC=C1)C2=C(C=CC=C2)C1=C(C=CC=C1)C2=CC=CC=C2)C1=C(C=CC,C1=C(C(=O)C2=C(C(=C(C(=C2C2=C(C(=C(C(=C2C2=C(C(=C(C(=C2C2=C(C(=C(C(=C2C2=C(C(=C(C(=C2C2=C(C(=C(C(=C2C2=C(C(=C(C(=C2C2=C
