Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
Cc1ccccc1OC1C=CC2=C1C(=NC1=CC=CC1)N2c1ccc(Nc2ccccc2)cc1,2.5,0.44251752236375325,443.5500000000001,7.0724200000000055,0.6326333506116878,repairer
COc1cccc2cc3c4ccc2ccc1=Cc(cc(=O)n3C)n(C)c(=O)c4,-9.399999618530273,0.5159234126433548,372.42400000000015,2.5089000000000006,0.5546389274485872,repairer
Cn1c(-c2ccc3nccnc3c2)c(-c2cccc(C3CCCO3)c2)c(=O)n1C,-9.0,0.5365120115925849,386.4550000000002,3.8525000000000027,0.6807580908658316,repairer
Nc1ccccc1Nc1ccccc1,-6.0,0.7039159820290822,184.24200000000002,3.0124000000000013,0.8566568194795664,repairer
c1ccc2c(c1)CCN2,-4.699999809265137,0.5472625753439292,119.16699999999999,1.6545999999999996,0.8083346351748801,repairer
O=C(C1=C2C(=CC2C2=C3CC=C3C=C2)C=C1)C1C=C2C=CC(c3ccccc3C3CCCO3)=C21,-10.0,0.5152165926839901,440.54200000000026,6.605900000000005,0.5005560823620978,repairer
O=C(C1=C2C(=CC2C2=C3CC=C3C=C2)C=C1)C1C=C2C=CC(c3ccccc3C3CCCO3)=C2C1,-10.5,0.47896371257025266,454.5690000000003,6.996000000000006,0.49392152983305343,repairer
C1=CC(C2C=C3C=C(C4=C5C=CC(c6ccccc6C6CCCO6)=C5C=C4)C=C32)=C2CC=C12,15.100000381469727,0.4909939830004966,424.5430000000003,7.347000000000006,0.5298916937577454,repairer
O=C(C1=C2C(=CC2C2=C3CC=C3C=C2)C=C1)C1C=C2C=CC(C3C=CC=CC3C3CCCO3)=C2C1,-9.100000381469727,0.4704546635986351,456.58500000000026,6.5247000000000055,0.4317913199993083,repairer
O=C1C2=CC(C3=C4CC=C4C=C3)C2=CC1C1=C2C=CC(c3ccccc3C3CCCO3)=C2C1,38.5,0.5516056336235144,428.5310000000003,6.439800000000005,0.5040638684034748,repairer
C1=CC(C2C=C3C=C(C4=C5C=CC(c6ccccc6C6CCCO6)C5=C4)C=C32)=C2CC=C12,-4.900000095367432,0.5149019539369923,412.5320000000003,7.0472000000000055,0.5044727788842269,repairer
C1=CCC(N=C2C3=C(C=CC3Oc3ccccc3-c3ccccc3)N2c2ccccc2Nc2ccc(Nc3ccccc3)cc2-c2ccccc2)=C1,-3.4000000953674316,0.1520536905022771,672.8320000000001,11.841599999999985,0.611030895131773,repairer
C1=CCC(N=C2C3=C(C=CC3OC3CCC3)N2c2ccccc2Nc2ccccc2-c2ccccc2Nc2ccccc2)=C1,-8.0,0.20894484246112288,574.7280000000002,9.664699999999996,0.6082135667501202,repairer
O=C(O)c1ccc(C2=CC=C(c3ccccc3-c3ccc(Nc4ccc(F)cc4)cc3)C2)cc1,-4.300000190734863,0.31691301268732514,447.5090000000001,7.805200000000005,0.7659557369115445,repairer
O=C(O)C(F)C1=CC=c2c(-c3ccc(Nc4ccccc4)cc3)cccc2=CC1,-6.699999809265137,0.6839791161962255,385.4380000000001,4.411000000000003,0.673467596360337,repairer
O=c1ccc2cc3c(c1c1c4c(cc21)C(c1ccccc1C1CCCO1)=CC=4)C(C1=C2CC=C2C=C1)C=3,-8.300000190734863,0.36571417532982003,476.57500000000033,5.942500000000005,0.46884832171356444,repairer
CC1=C(C2=C(c3ccc4c(c3)C(=O)C3=C(C=CC=CC3C3CCCO3)C=C3C=CC=CC3C=C4)CC(c3ccccc3)=CC=C2)CC(c2ccccc2)=CC=C1,17.399999618530273,0.2616592027607123,726.9600000000003,12.939599999999976,0.45206415243701875,repairer
O=C1C2=CC(C3=C4CC=C4C=C3)C2=CC1C=C1C=CC2C(C=CC(c3ccccc3)C3CCO3)=C12,-10.0,0.49606944434861144,454.56900000000024,6.415900000000006,0.44634929437743204,repairer
C=Cc1ccccc2c(C3=CC(=CC4=C5C(C=O)=CC(C=O)=CC5c5ccccc5C=C4)C(C4=CC=CC4=O)=C3)c(c3c4cc(C=O)c1c=3c4)=C2,3.799999952316284,0.25644582653851966,656.7370000000001,7.027100000000007,0.30361419289025476,repairer
CC(C)N1CC(c2ccccc2C2CC3=C2N(C2C=CC=CC2)C(=O)N(C(C)C)C3)C=CC1=O,-8.600000381469727,0.5983172597740241,457.6180000000002,5.349100000000006,0.5309537765738266,repairer
CC1=CC(=O)N(C2=CC(=O)N2C=CC2=CC2=CC(=O)N2CC=C(C(F)(F)F)C=CN3C(=O)C=C32)C1=CC(=O)n1ccc(C(F)(F)F)c1,-1.7999999523162842,0.3457085428945296,655.5110000000002,4.411400000000004,0.5064768714268416,repairer
Cc1ccccc1C1=C(c2ccccc2C)C(c2ccccc2)CCCCC(C(=O)C(C(F)(F)F)C(F)(F)F)=C1c1ccccc1-c1ccccc1C,5.900000095367432,0.15291270070266372,722.8130000000002,13.311159999999974,0.5874258555252487,repairer
CC(c1cccc(/C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C2CC2)c1)c1ccc(CO)c(CO)c1,-8.199999809265137,0.30658368864593005,500.4790000000002,6.028300000000008,0.6230851442396059,repairer
O=C1C=CN(C(=O)c2ccccc2-c2ccccc2-c2ccccc2)C1=CC=CC=C1C(=O)N1C=CC(=O)c1ccccc1,-3.5999999046325684,0.1275912366166313,574.6360000000003,7.122000000000007,0.6643573405185094,repairer
CC(=O)Oc1cccc2cc3c4ccc2ccc1=Cc(cc(=O)n3C)n(C)c(=O)c4,-8.600000381469727,0.46034788949110084,400.4340000000002,2.425600000000001,0.5463100884894139,repairer
CC(=O)c1ccccc1-c1ccccc1-c1ccccc1C(=O)N1CC(=O)N(c2ccccc2-c2ccccc2)C1,-5.400000095367432,0.21347953955612647,536.6310000000002,7.336700000000008,0.7506369772796777,repairer
CC(=O)c1ccccc1-c1ccccc1-c1ccccc1C(=O)N1C(=O)C(=O)N1C,-8.899999618530273,0.382492506468725,398.4180000000002,3.5790000000000033,0.752101607715192,repairer
CC(C)C1C(=O)N(C(=O)c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)N1C(=O)c1ccccc1,-4.300000190734863,0.20317039439280807,550.6580000000002,7.752000000000009,0.694856399660835,repairer
CC(=O)c1ccccc1-c1ccccc1C1=CC(=O)N(C)C(=O)C2=CC(=O)N(C)C=C1C2,-9.0,0.5551440263216749,426.4720000000002,3.6106000000000025,0.6192909605866033,repairer
CC1C(=O)c2ccccc2C(=O)N1C(=O)c1ccc(NC(=O)c2ccccc2-c2ccccc2-c2ccccc2)c(C=O)c1,58.599998474121094,0.17356453099937502,578.6240000000003,6.952800000000007,0.6865860581518483,repairer
Cn1c(-c2ccccc2-c2ccccc2-c2ccccc2)c2ccc(=O)n-2c(=O)c2ccccc2c1=O,-7.400000095367432,0.3352395346202205,482.5390000000002,5.488400000000006,0.7588742379607478,repairer
O=C(c1ccccc1)C1C(=O)N(C(=O)c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)NC1c1ccccc1,-2.5,0.11383795520932465,598.7020000000002,8.415000000000004,0.6610753311527093,repairer
CC(=O)c1ccccc1-c1ccccc1-c1ccccc1C(=O)n1c(=O)c2c(c(=O)n1C)C2,-7.900000095367432,0.40286363144654774,436.46700000000027,3.676300000000003,0.7229944562542328,repairer
O=C1C=CC(c2ccccc2-c2ccccc2-c2ccccc2)N1C(=O)C1CCCC1,-7.599999904632568,0.48459754828088136,407.51300000000026,6.176900000000005,0.7165779362418228,repairer
Cc1ccc(=O)n(C)c1C(=O)n1c(-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)c(C)ccc1=O,-3.5,0.21835485167154123,562.6690000000003,7.520340000000008,0.7265163499871541,repairer
CN1CC(c2ccc3nccnc3c2)=C(c2cccc(C3CCCO3)c2)C1=O,-9.300000190734863,0.7014341101826851,371.4400000000002,3.8641000000000023,0.6822468746519291,repairer
O=C1CC(c2ccccc2-c2ccccc2-c2ccccc2)=C2C=CC(=O)N2C(=O)c2ccccc21,-9.300000190734863,0.32087124297708114,467.52400000000017,6.556900000000006,0.7378952341086148,repairer
O=C(C1=CC=CC1)C1COCCC1C1C=CC=C1C1C=CC=C1C1=C2CN=C2C=C1,-8.699999809265137,0.6801915611732162,395.5020000000001,4.640300000000004,0.47798684504542877,repairer
O=C(C1=C(N2CCC2c2ccccc2C2=C3CN=C3C=C2)N1c1ccccc1C(=O)N1Cc2ccccc21)c1ccccc1,-8.199999809265137,0.22517745471667405,572.6680000000003,6.944000000000006,0.6209518721839701,repairer
O=C1NC2=C(C3C4=CC=C5C=CC4=CC(c4ccccc4-c4ccccc4C(=O)N4C(=O)c6ccccc64)=C3NC5=O)C=C3C=CC1=CC=C3C2,-1.2000000476837158,0.29161399679996225,661.7170000000001,7.110500000000006,0.4229365220558905,repairer
O=c1c(-c2cccc(C3CCCO3)c2)c(-c2ccc3nccnc3c2)n2n1CCC2,-9.399999618530273,0.5193475919547001,398.4660000000001,4.182200000000003,0.669499160852914,repairer
Cn1c(=O)c(-c2cccc(C3CCCO3)c2)c(-c2ccc3nccnc3c2)n1CC1CC1,-8.800000190734863,0.46305016658881964,426.52000000000015,4.725500000000004,0.6637421539042025,repairer
CC1CC(C2=C3C(=NN3C(=O)C3C(C4=C5CN=C5C=C4)CC(C)C(C)C(C)C3C)C=C2)C(C)C(C)C1C,-4.099999904632568,0.3829062476029531,499.7430000000003,7.074300000000009,0.40891290223912835,repairer
CN1C(=O)C2=CC=C(Nc3ccccc3)C2=C1Nc1ccc(C2=C3CC=C3C=C2)cc1,-9.899999618530273,0.7052887035640397,403.4850000000002,5.371600000000004,0.6629562399525243,repairer
CN1C(=O)C(c2cccc(C3CCCO3)c2)=C(c2ccc3nccnc3c2)C1N1Cc2ccccc21,-10.199999809265137,0.4064257846988513,474.56400000000014,5.210400000000005,0.6281916799096121,repairer
CN1C(=O)C(c2cccc(C3CCCO3)c2)=C(c2ccc3nccnc3c2)C1N1Cc2ccccc2C1,-8.100000381469727,0.3949549561354522,488.5910000000002,5.206000000000005,0.6247762052021111,repairer
CC(=O)c1cccc2c1-c1ccc(cc1-c1ccc(C)cc1N(C)C)C(=O)N(C(=O)c1ccccc1)C2=O,-7.0,0.25148253656839287,502.5700000000002,6.034020000000007,0.6234697570317828,repairer
CC1C(c2ccc3nccnc3c2)=C(c2cccc(C3CCCO3)c2)C(=O)N1C,-9.100000381469727,0.6762423857816386,385.4670000000002,4.252600000000004,0.6442313341174627,repairer
C1=CCC2=C(CCNCc3ccccc3)N=C2C=C1,-6.099999904632568,0.7958471855626007,250.34500000000003,3.3911000000000016,0.7103685469430948,repairer
c1ccc(CNCCC2=c3ccccc3=N2)cc1,-5.800000190734863,0.7836402152881656,236.31800000000004,1.6079,0.7663392266315776,repairer
Cc1ccc2c(c1)C=CC=CC(C1=CC=Cc3cc(N)ccc3C1)CN2,-9.5,0.6836302808309459,340.47000000000014,5.3842200000000044,0.588042570473001,repairer
CC1=CC2=C(C(=O)O)C(C(=O)O)N(c3ccccc3C3=CC=CC=C4C=CC=CC=C3N(c3ccccc3)C(C(=O)O)C4C(=O)O)C1=CC=CC=C2,4.5,0.2419368780120632,694.7400000000004,6.847300000000007,0.3663770009126786,repairer
CC1C(=O)C(c2ccc(C3=C4CC=C4C=C3)cc2)C(C)C(C)C(C)C1C,-7.0,0.5837741298374471,346.51400000000007,6.186900000000006,0.5471052070516598,repairer
