0,1,2,3,4
C1=NO[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C,C1=Oc2c(Nc3ccc(cc3)C(C(=O)Nc4ccc(cc4)C(C(=O)Nc5c1ccc(cc5)C(C(=O)Nc6c1ccc(cc6)C(C(=O)Nc7c1ccc(cc7)C(C(=O)Nc8c1ccc(cc,C1=NC(=O)C(C(N(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O(NC/C=C/C1Oc1c2c(NCCO)c3c(NCCO)cnc23[C@H](O)[C@H]1O)c1cc(cc2ccc(F)cc2)c1c1ccc(O)c1O,C1=NC(C(C(C(=O)N2C(C(C(C(=O)N3C(C(C(C(=O)N4C(C(C(C(=O)N5C(C(C(C(=O)N6C(C(C(C(=O)N7C(C(C(C(=O)N8C(C(C(C(=O)N9C(C(C(C(=
C1=NC(C(C1=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O[N]C/C=C/C1O[C]2[C]3[C]4[C]5[C]6[N]C[C]7[C]8[C]9[C]10[C]11[C]12[C]13[C]14[C]15[C]16[C]17[C]18[C]19[C]20[C]21[C]22[C],C1=NC(C(C(C(C(C1=O)Nc2ccccc2)C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6C7=C8N(C(C(C(N(C(C(C8)C)C)C)C)C)C,C1=NO[C@H]([C@@H]1O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O),O=C(NC/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O
C1=Oc2ccc(cc2)Nc3ccc(cc3)C(=O)N4C(=O)N(C5CC(=O)N5)c6ccc(cc6)C(=O)N7C(=O)N(C8CC(=O)N8)c9ccc(cc9)C(=O)N1C(=O)Nc1,CC(=O)NCC/C=C/C1O[C@H](O)C2C3=C(NCCO)C(=O)N(C3=C2)[C@H]1OC1c1cc(ccc1O)C2=CC=CC(F)=C2C1=CC=CC(=O)O1,C1=O[NH]C[C@]12[C@H]1O[C@]2[C@H]3[C@H]2Nc4c(NCCO)c5c4Nc6c(NCCO)c7c5Nc(NCCO)c3c(NCCO)c8c7Nc(NCCO)c6O[C@H,C1=NOCC1CN1C=CC2=C(C(=O)N(C(C(C(C(C(C(C1O)O)O)O)O)O)C2=O)C3=NC4=C(N)N=CC(=O)N4C(=O)N3)C5=CC=CC=C5F)C6=CC,C1=NC(C(C(=O)N1C(=C/C1O[C@H](C2=C(NCCO)N=CC3=C2N=CC(NCCO)=C3)C(O)C1O)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1
C1=O[NCC/C=C/C1[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=O[NH]C[C@]12[C@H]1[C@H]1O[C@]12[C@H]1[C@H]1O[C@H]1[C@H]1O[C@]12[C@H]1[C@H]1O[C@H]1[C@H]1O[C@]12[C,C1=NO[C@H]([C@H]1O[C@H]2c3c(NCCO)n([C@H]3c4c(NCCO)n([C@H]4c5c(NCCO)n([C@H]5c6c(NCCO)n([C@H]6c7c(NCCO)n([,C1=NO[C@]2(C(C(C3=O)C(C(NC1=O)C(C(C4=C(C(C(C(C5=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O[NH]C/C=C/C1[C@H]1O[C@@H]2C3=C(NCCO)C4=C(NCCO)C(NCCO)C3=C2[C@H](O)[C@@H]1O)C1=CC=CC=C1C1=CC=CC=C1C1=CO1
C1=NC(C(C(C(=O)N1)C2=C/C[C@H]1O[C@@H](N2C3=C4C=CC(=C(C=C4)C(C(C(C3)O)O)F)C1=O)C1=CC=C(C=C2)C(O)=C1)C1=CC=C(C,C1=NO[C@H](C(C(=O)NCC1=CC=CC1=O)C1OC2=C(C(NC1=O)C3=C(C(NC3=O)C4=C(C(NC4=O)C5=C(C(NC5=O)C6=C(C(NC6=O)C7=C(C,C1=NC(C(C(C(=O)N1)C2=C/C=C/C3=C4C(N(C)C5=C6C(N(C)C(=O)N5C(=O)N4C(=O)N3)C(=O)N2)C(=O)N6)C(=O)N4C(=O)N3),C1=NO[C@H]([C@H]2O[C@@H]([C@H]3Nc4cnc(NCCO)n3c2)O[C@H]([C@H]1O)c1cc(ccc1O)c2ccc(cc2)F)c1ccccc1O,C1=Oc2c3c(NCCO)ncnc3c2Nc1c3ccc(cc3)c4ccc(cc4)C5Oc6c7c(NC(=O)N7)c8ccc(cc8)C9Oc1c2c(O)c3c(O)C4C(C(C(C(C4)C)C)
C1=Oc2cc(Nc3c(N(Cc4ccccc4)C(=C)C)nc3N)ccc2C(C(=O)O)C1(C(=O)O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)O,CC(=O)NCC/C=C/C1O[C@H](O)[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H]1O[C@H,C1=O[NH]C/C=C/C1O[C]1C2C3C(NCCO)N(C4C5C(NCCO)N(C6C7C(NCCO)N(C8C9C(NCCO)N(C10C11C(NCCO)N(C12C13C(NCCO)N(C14C15,C1=NC(C(C(C1=O)C(=O)Nc2ccc(cc2)C(F)C3=CC=CC=C3)C4=C(N(C(C4=O)C(=O)Nc5ccc(cc5)C6=CC=CC=C6)C7=C(N(C(C7=O)C(=O)Nc,C1=O[NH]C/C=C/C1[C@H]1O[C@@H](n2cnc3c(NCCO)nnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O
C1=NC(=O)Nc2ccc(cc2)C(=O)Nc3ccc(cc3)C(=O)Nc4ccc(cc4)C(=O)Nc5ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc8ccc(cc8),C1=NO[C@@H](NCC1=CC=CC2=C(C(=O)N3C=CC(=O)N(C(C(C3)O)C4=C5C(=O)N(C(C(C(C5=C4)O)C)C)C6=C7C(=O)N(C(C(C(C7=C6)O)C,C1=NC/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1Oc1ccc(cc1)c2ccc(cc2)Fc1ccc(cc1)OC1=O,C1=NC(C(C(C(C1=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NO[C]([C@H]1[C@H]([C@H]1O[C@H]([C@H]1O[C@H]([C@H]1O[C@H]1)C1=O)[C@H]1O[C@H]1C1=O)[C@H]1O[C@
C1=NO[C@H]([C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NO[C@H](O[C@@H]1O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)N1[C@H](O[C@H]1O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O,C1=O[NH]C/C=C/C1[C@H]1O[C@@H]2C3=C(NCCO)Nc4c(NCCO)Nc3n2[C@H]1O[C@H]1Oc1cc(cc(c1C)C(F)C(F))C1OC1O,C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
C1CC(=O)NCC/C=C/C1OC1C2C(NCCO)N3C(=O)N(C(C(=O)N3)C4=C(C=C(C=C4)C)C5=C(C=C(C=C5)C)C)C1OC(C(C(=O)N1)C6=C(C=C(C=C6),C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NO[C@@H]([C@H]1O[C@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=O[NH]C/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=Oc2c(ccc2Nc3c(Nc4ccc(cc4)O)nc1C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)
C1=NC(=O)N(C(C(C(C1=O)C2=CC(=O)N3C(C(C(C3)O)O)C4=C(C(=O)N(C(C(C(C4)O)O)O)C5=C(C(=O)N(C(C(C(C5)O)O)O)C6=C(C(=,C1=O[NH]C/C=C/C1[C@H]1O[C@@H](n2cnc3c(NCCO)nccn32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=O[NH]C/C=C/[CH]1O[C]2C3=C(NCCO)C4=C(NCCO)C4=C3C2[C]1O[C]1C2=C(C=C(C=C2)C3=C(C=C(C=C3)C4=C(C=C(C=C4)C5=C(C=C(C=C5,C1=NC(C(C(=O)N1)C(=O)N2C3C=CC(=O)N(C(C(=O)N3)C(=O)N2)C4=C(C=C(C=C4)C5=C(C(=O)N(C(C(=O)N5)C(=O)N2)C(=O)N3,C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
