"model","theta_atlas","se","num_items","time_sec"
"cloudyu/google-gemma-7b-it-dpo-v1",-0.547308434627807,0.109436744241175,30,1.27473521232605
"Mihaiii/Metis-0.4",0.499540042391349,0.0545683221480691,30,1.22533631324768
"juhwanlee/gemma-7B-alpaca-case-1-3",-2.08818031422382,0.0947911950931804,30,1.21061706542969
"MaziyarPanahi/UNA-34Beagles-32K-bf16-v1-GPTQ",-2.40275991413134,0.0963885044378867,30,1.21210384368896
"YouKnwMe/Mistral-7b-instruct-v0.2-private-edw2",0.749999312368129,0.0475464471749729,30,1.21475982666016
"RatanRohith/NeuralMathChat-7B-V0.2",0.741922366347134,0.0489440707805413,30,1.20847344398499
"222gate/Blurdus-7b-v0.1",1.19674420534048,0.041158606280401,30,1.21370792388916
"teilomillet/MiniMerlin-3B",-0.908819928866618,0.120593613166087,30,1.23216533660889
"mlabonne/Gemmalpaca-2B",-1.01686175307202,0.113126424779992,30,1.2059211730957
"wang7776/Llama-2-7b-chat-hf-30-attention-sparsity",-0.264504394805985,0.0902513318796512,30,1.20226216316223
"JCX-kcuf/Llama-2-7b-chat-hf-gpt-3.5-80k-base_lora",-0.18272562133334,0.0885418480223316,30,1.19884324073792
"johnsnowlabs/PhigRange-2.7B-slerp",-2.50053184537097,0.10290145770194,30,1.20984530448914
"macadeliccc/laser-dolphin-mixtral-2x7b-dpo",0.501325206605635,0.0548620305332894,30,1.23183917999268
"MaziyarPanahi/TheTop-5x7B-Instruct-S5-v0.1",1.00045324812549,0.0406891094711047,30,1.20511269569397
"yeontaek/llama-2-13B-ensemble-v1",-0.0833229290401545,0.0843400552314596,30,1.20188570022583
"jeiku/Eros_Prodigadigm_7B",0.749993299899592,0.0470323935010971,30,1.20044946670532
"occultml/CatMarcoro14-7B-slerp",0.750022481229875,0.0469957714098887,30,1.20141887664795
"pharaouk/fusedyi",-0.22904196697599,0.0897031364562348,30,1.22399377822876
"berkeley-nest/Starling-LM-7B-alpha",-0.241328183153351,0.0899658259180187,30,1.19270443916321
"Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3",0.488548391207337,0.0582507924229193,30,1.20397448539734
"ammarali32/multi_verse_model",1.80474525549517,0.0670885584497329,30,1.20907139778137
"KnutJaegersberg/Deacon-20B",0.252668632526577,0.0717620409550599,30,1.21379613876343
"perlthoughts/openchat-3.5-1210-32k",-0.30836892154793,0.0919356962175717,30,1.20542931556702
"vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B",0.499754306481614,0.0539719854240759,30,1.22105026245117
"uukuguy/speechless-code-mistral-7b-v2.0",-0.153248459543957,0.0876746214370145,30,1.20558905601501
"jeiku/Elly_7B",0.258770924385768,0.0717924632403943,30,1.21123242378235
"Charlie911/MultiLoRA-llama2-mmlu",-1.05844463870592,0.113653289249753,30,1.20462918281555
"allknowingroger/Llama3merge5",-0.321568565408901,0.093482227668207,30,1.20356297492981
"hyunjae/polyglot-ko-3.8b-total",-1.86991457566648,0.103517796317982,30,1.20521092414856
"mobiuslabsgmbh/aanaphi2-v0.1",-0.0218699296466876,0.0835408205225828,30,1.21895360946655
"stabilityai/stablelm-zephyr-3b",-0.301520127443649,0.0914539428920989,30,1.20164728164673
"Josephgflowers/tinyllama-730M-test",-1.83650183164109,0.106170350261667,30,1.20271277427673
"msy127/mnsim-dpo-peftmerged-2-eos",-0.441500756763839,0.0986643563759281,30,1.20906376838684
"SLAM-group/NewHope",-0.0476334251038821,0.0840264819237941,30,1.21443438529968
"cloudyu/Mixtral_7Bx4_MOE_24B",0.505899325443899,0.0541691898033509,30,1.2133960723877
"allknowingroger/FrankenLimmy-10B-passthrough",1.50000149419721,0.0346649540797975,30,1.24052882194519
"ChaoticNeutrals/This_is_fine_7B",0.99866639013114,0.040073011808542,30,1.20527839660645
"gmonsoon/Delta-4B-notso-base",0.00287867693179433,0.081097034204675,30,1.21950101852417
"Devio/test-9k-fn",-1.39714427276009,0.122536198212778,30,1.22191023826599
"FINGU-AI/Qwen-Orpo-v1",-1.66181222677689,0.123832583626123,30,1.2181715965271
"Jayant9928/orpo_med_v3",-0.491553382631867,0.103749456560619,30,1.21593356132507
"Walmart-the-bag/Influxient-4x13B",-0.0259199902259355,0.082041301610497,30,1.21342086791992
"jambroz/sixtyoneeighty-7b-dpo",0.999322936657553,0.0402332329811273,30,1.23604226112366
"sovitrath/phi-openllm-lb-test",-0.735961535727499,0.120692030984677,30,1.21730160713196
"Undi95/Llama-3-LewdPlay-8B-evo",-0.0542313616931284,0.0870943858100131,30,1.21387028694153
"HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v2",0.749985643750877,0.047812387660704,30,1.20733523368835
"perlthoughts/openchat-3.5-1210-32k-8x7b-MoE",-0.227997924334336,0.0897794075610975,30,1.21850299835205
"cstr/Spaetzle-v44-7b",0.499605347327535,0.0542328335865515,30,1.22011685371399
"hexinran09/xr_dat_test_part2",-0.482057273124205,0.10257666300695,30,1.20935916900635
"ajibawa-2023/Code-290k-6.7B-Instruct",-1.40428672350233,0.119897354934031,30,1.2081151008606
"deepnight-research/lil-c3po",0.882355375858204,0.0427751158618367,30,1.22887587547302
"Deathsquad10/TinyLlama-1.1B-Remix-V.2",-1.33881953755073,0.117799872111328,30,1.20451641082764
"h2oai/h2o-danube2-1.8b-base",-1.04122278118494,0.113274870242767,30,1.259446144104
"axxd/wizardllama-7b",-1.00667960109169,0.113956689371524,30,1.21912050247192
"uukuguy/Orca-2-7b-f16",-2.45989673142749,0.100504833177458,30,1.20874357223511
"ajibawa-2023/Scarlett-Llama-3-8B-v1.0",0.252446151074848,0.0714213037845871,30,1.20877075195312
"MaziyarPanahi/M7Yamshadowexperiment28_Strangemerges_30Experiment26",1.94892469143234,0.100408507816816,30,1.23349380493164
"yunconglong/DARE_TIES_13B",1.7499055252608,0.0556522034454528,30,1.1972029209137
"Orenguteng/Lexi-Llama-3-8B-Uncensored",-0.249536515479996,0.0903298835186376,30,1.20058012008667
"maywell/PiVoT-10.7B-Mistral-v0.2",0.49841500547794,0.0546614846885975,30,1.19947409629822
"Suprit/Zhongjing-LLaMA-base",-0.00601677998089449,0.0808947051054944,30,1.22134113311768
"wandb/mistral-7b-zephyr-dpo",0.499372799251135,0.054896782072128,30,1.20439505577087
"Ppoyaa/LuminRP-7B",0.754614697266917,0.0478169750409357,30,1.22940969467163
"01-ai/Yi-1.5-34B-32K",-0.138362033242842,0.0867467310135801,30,1.19589734077454
"Ba2han/HermesStar-OrcaWind-Synth-11B",-0.213388782567115,0.0894394899207499,30,1.2069206237793
"abhinand/gemma-2b-it-tamil-v0.1-alpha",-0.782561077949769,0.120384272839019,30,1.20671367645264
"ABX-AI/Infinite-Laymons-9B",0.499967732388878,0.0553132271541598,30,1.19182372093201
"Nexusflow/Starling-LM-7B-beta",0.367003139070567,0.0644698517061113,30,1.19306206703186
"DreadPoor/Harpy-7B-Model_Stock",1.25000000525798,0.0431738197419045,30,1.20366764068604
"NovoCode/Tiger-DPO",-0.645582037996536,0.118253170757726,30,1.22394800186157
"vanillaOVO/merge_7B_state_1",1.23827301779571,0.0432571331983632,30,1.21913290023804
"davzoku/frankencria-llama2-12.5b-v1.3-m.2",-0.232828101804256,0.0902744036641786,30,1.19799852371216
"cloudyu/Qwen-72Bx2-MoE-120B",-2.40220449765225,0.0961889406427763,30,1.18626403808594
"JaeyeonKang/CCK_Asura_v1.1.0",0.510036185529915,0.0544839397444567,30,1.18966913223267
"codellama/CodeLlama-34b-hf",-1.21886863022323,0.113741115931622,30,1.18814897537231
"AbacusResearch/haLLAwa2",-0.408986174952075,0.0966916047891919,30,1.18999266624451
"icefog72/IceCappuccinoRP-7b",-0.399102747887017,0.0972202680931614,30,1.2065966129303
"Mihaiii/Pallas-0.5-LASER-exp2-0.1",0.202477499580593,0.0751029284628698,30,1.19757866859436
"TeeZee/Buttocks-7B-v1.0",-0.7464191389153,0.123353027333484,30,1.20026135444641
"freecs/ThetaWave-7B",0.783251555281239,0.0480237273023879,30,1.18739056587219
"LeroyDyer/Mixtral_AI_SwahiliTron_7b",0.493924900960708,0.0543213112928949,30,1.18819856643677
"maywell/PiVoT-SUS-RP",-0.0145070330602788,0.0821866850300454,30,1.18501830101013
"Gille/StrangeMerges_36-7B-slerp",1.52425063386241,0.0351104852144344,30,1.19879031181335
"openagi-project/OpenAGI-7B-v0.2",1.00000041156319,0.0401135169531022,30,1.18590760231018
"lodrick-the-lafted/Winged-Lagomorph-2x13B",-0.570729713965196,0.109658085227329,30,1.18173503875732
"BarryFutureman/NeuralTurdusVariant1-7B",1.24999998085488,0.0430556473639284,30,1.19102668762207
"xaviviro/FLOR-1.3B-xat",-1.45429580064767,0.125797818405039,30,1.20358419418335
"vaiv/gem-14b-instruct",-0.595396908457593,0.114210985153032,30,1.20375347137451
"llmixer/BigWeave-v15-103b",0.74929763786461,0.0478650545601772,30,1.18706607818604
"Locutusque/Hercules-4.0-Yi-34B",-0.0966325275924374,0.085830027192506,30,1.18790745735168
"nxn1231/yi6",-1.35617810606383,0.117131316702219,30,1.1891975402832
"itsliupeng/openllama-7b-base",-1.18746428868998,0.112694069654292,30,1.18488454818726
"kodonho/Solar-M-SakuraSolar-Mixed",-0.452538359196627,0.0992783830152218,30,1.18843722343445
"tcapelle/gemma-7b-zephyr-sft",-0.548244572166685,0.108188859674723,30,1.20288109779358
"AwanLLM/Meta-Llama-3-8B-Instruct-Dolfin-v0.1",-0.0241490949210124,0.0828392021954659,30,1.19473814964294
"wang7776/Mistral-7B-Instruct-v0.2-sparsity-30-v0.1",0.993427862692404,0.0396155454021369,30,1.19136333465576
"ChavyvAkvar/llama-3-lumimaid-habib-v7",0.00433259571947296,0.0806011085839449,30,1.20033931732178
"uukuguy/speechless-code-mistral-7b-v1.0",-0.165218365873454,0.0888338574586753,30,1.1941089630127
"cloudyu/Mixtral_13Bx2_MOE_22B",0.00364005646786138,0.0807601597590209,30,1.2093563079834
"NoIdeaLand/test-3k-mx",-1.54465850187838,0.124519746388027,30,1.182461977005
"abideen/NexoNimbus-MoE-2x7B",0.143210564122544,0.074520546316338,30,1.18947410583496
"MaziyarPanahi/Llama-3-8B-Instruct-v0.3",0.0231630367841081,0.0799567378553667,30,1.18877291679382
"uukuguy/speechless-mistral-7B-v0.2-mixed-1",-0.261263817388301,0.0905838636345935,30,1.18586730957031
