0,1,2,3,4
O=C(NOC1CCOC(C(F)(F)F)C2=CC=CC2)C1,C1=NOc1c2ccccc2C(F)(F)F,C1=NOc1c2ccccc2C(F)F(F)F,C1=Oc(Nc1c2ccccc2c3ccccc3C(F)(F)F)C(=O)C,O=C(NOC1C2=CC=CC2(C(F)F)F)C1
C1=Oc1c2ccccc2c1c1ccccc1C(F)(F)F,C1=NOc1c1ccccc1C(F)F(F)F,C1=NOCC1c1ccccc1C(F)F(F)F,C1=NOc1c1ccccc1C(F)(F)F,C1=NOCC1c1ccccc1C(C(F)(F)F)C(F)F
C1=NOc1c1ccccc1C(F)(F)F,O=C(NOC1C2=CC=CC=C2C(F)(F)F)C1,C1=Oc2c(Nc1ccccc1)c3ccccc3C(F)(F)Fc2,O=C(NOC1CCOC(C(F)(F)F)C2=CC=CC2)C1,C1=Oc1c2ccccc2c1c3c(ccc3C(F)F)C(F)F
C1=NOc1c1ccccc1C(F)(F)F,C1=COc(cc1N)c1ccc(cc1)C(F)(F)F,O=C(NOC1CCOC(C2=CC=CC=C2)C(F)F)C1,C1=NOc1c1ccccc1C(F)(F)F,O=C(NOC1CCOC(C2=CC=CC=C2C(F)F)C(F)F)C1
C1=NOc1c2ccccc2C(F)(F)F,C1=Oc2ccccc2N(C1)c3ccc(cc3)C(F)(F)F,C1=Oc2ccccc2N(C1)c1ccccc1C(F)(F)F,O=C(NOC1C=CC=CC1C(F)(F)F)C1C=CC=CC1,C1=NOc1c2ccccc2C(C(F)(F)F)C(=O)C1
C1=CC=CC=CC1CNCCC1=C2C=CC=CC2=N1,C1=CC=CC=C1CNCCC1=C2CC=CC=C2NC1,C1CCCCC1CNCCC1=C2CCccc2N1,C1CCCCC1CNCCC1=C2C3=CC=CC3=C2N1,C1=CC=CC=CC1CNCCC1=C2C=CC=CC2=N1
C1CC1C(C(C(C(=O)N1C(=O)O)C(=O)O)C(=O)N2C=CC(=O)N2C(=O)O)C(=O)N3C=CC(=O)N3C(=O)O)C(=O)O,C1CC1C(=O)N[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C,C1CC1CC1C(C(C(NC(=O)C(C(=N\OC)c2csc(N)n2)C(=O)O)C(=O)O)C(=O)O)N,C1CC1C(C(C(=O)N1C(=O)O)C(=O)O)C(=O)N1C(=O)OCC1C(=O)O,C1CC1C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
C(F)C(F)C1C=NC2C=CC=CC2C(C(F)(F)F)C1,C(F)C(c1ccccc1C1C=NOc1)C(F)(F)F,C(F)C(F)C1CCC1C(C1=NO)C(F)F,C(F)C(F)C1CC(=N)C1CCC1C(F)(F)F,C(F)(F)C1(C(C(F)C(C(F)C1=NC1=CC=CC1)C(F)(F)F)C(F)C1=CC=CC1)C(F)(F)F
Nc1ccc(N)cc2cc1C2,Nc1ccc(cc2)ccccc12,C1NCCNCC2CC2C1,Nc1ccc(cc2)cc1c2,Nc1nccc2ccccc12
C1=CC=CC2=C(C(=O)N2)CC1C3=CC=CC=C3N,C1=CC=CC=CC1C(N)C1=CC=CC2=NC=CC12,C1=CC=CC2=C1C(C(C(C(C(C2=NC3=CC=CC=C3)C)C)C)C)N,C1=CC=CC=CC1CNCCC1=C2CC=CC=CC2=N1,C1=CC=CC=CC1CNCCC1=C2CC=CC=CC2=NC1
C1c2ccccc2c1N,Nc1ccc(cc2c1cccc2),Nc1nccc2ccccc12,Nc1ccc(cc2)ccccc12,Nc1ccc(cc2ccccc12)
C1=CC=CC=C1CNC1=CC=CC2=C1N=CC=C2,C1CCCCC1CNCCC1=C2CCccc2N1,C1=CC=CC=CC1CNCCC1=C2C=CC=CC2=N1,C1=CC=CC=CC1CNCCC1=C2C=CC=CC2=N1,C1=CC=CC2=C1C=CC(=O)N2CCC1=C2C=CC=CC2=NC1
C1c2ccccc2Nc1,Nc1ccc(cc2)cc1c2,Nc1ccc(N)cc2ccccc12,C1CCC2C1CCC2,C1CCC2CC1CC2
O=C1c2c(N)ccccc2CCc3ccccc3C1=O,C1=COc2c3c(ccc3c2c1)C(C)c4cccc4O,O=C1c2c[nH]c(cc2)C(C)c3ccccc3C1O,O=C1c2ccccc2c3c(N)cc(C)cc3O1,O=C1c2c(Nc3ccccc3)ccc2c1O
C1=CC(=O)Nc2c1cccc2c1ccc(cc1)O,C1=CC(=O)C2=C(C=CC(=C2)C(=O)C1)C1=CC=CC=C1N,C1=NOc1c2ccccc2C(F)(F)F,C1CC1Cc1cc(N)c2c(c1)oc(=O)c1ccccc12,C1CCc2cc(N)cc2c1c1c(cccc1)Oc1ccccc1=O
C1=COc2c(cccc2N)c1CCc3ccccc3C=CO,O=C1c2ccccc2[nH]c1c(ccc1)C(=O)C,C1=Oc2c3c(cc2n1)Cc4ccccc4C3,O=C1c2ccccc2c(cc1O)Nc3ccccc3C4CCCC4,O=C1c2c(cccc2Nc1C(C)C)C(=O)C
