0,1,2,3,4
C1=NO[C@H]([C@H]1O[C@H]2C3=NC=NC4=C3N(C(C(C(C(C4)O)O)O)O)C2=O)C5=C(C(C(C(C5)O)O)O)C6=C(C(C(C(C6)O)O)O),C1=Oc2c3c(Nc4ccccc4)nc(Nc1ccc(cc1)C(F)C(F))nc3C(C(C(=O)O)c1ccc(cc1)C(=O)O)c2c1ccc(cc1)C(=O)O,C1=NC(C(C(C(C1=O)C2=CC=CC=C2)C3=CC(=O)N(C(C(C3=O)C4=C(C(=O)N5C6=C(C(=O)N(C(C(C6=C5)C7=C(C(=O)N(C(C(C7=O)C8=C(C(=,C1=O(NC/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=NC(C(C(C1=O)C(C(C(=O)N1C=CC1=O)C1OC(C(C1=O)N(C(C1=O)C(C(C1=O)N(C(C1=O)C(C(C1=O)N1C=CC1=O)C1OC(C(C1=O
C1=C(C2=C(C3=C(C4=C(C5=C(C6=C(C7=C(C8=C(C9=C(C1O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=CC(F)C(F)C1[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24,C1=C(F)C(F)(C2=C(F)S[C@H]3C(C(=S)C1)C4[C@@H]1CC(F)=C(F)C[C@@]43)C2,C1=CC(F)=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24,CC1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24C
C1=O[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C3)C(O)C(O)C(O)C2)C2=C(C3=CC(O)C(O)C(O)C3)C(O)C(O)C(O)C2),C1=C(O)C(O)C(O)C(O)C1=O.C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O[C@H]1[C@H](O[C@H]2=C(N)O[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)C2=C(C3=CC(O)C(O)C(O)C(O)C,C1CC1
C1=O[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C,O=C1[C@@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C,C1=CO[C@H]1[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C(O)C2C2=NC3=C2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C
C1C(C(=O)O)C(C(=O)O)C(C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O,C1=O[C@H]1O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=CO[C@H]1[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2C2=NC3=C(N)C(O)C(O)C(O)C3C2,C1=O[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3
C1=C(O)C(O)C(O)C(O)C1=O[C@H]1[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2[C@H]2C(=O)N1C,C1=O[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H]1[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2C2=NC3=C2N1C(O)C(O)C(O)C(O)C3C2=,C1=COc2cc(cc(c2O)O)C1(C(=O)Nc1ccc(cc1)N)C(=O)N1C(=O)C(=O)C1(C(=O)O)N1C(=O)C(=O)C1(C(=O)O)N1C(=O)C(=O)C,C1=O[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C
C1=NC(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N,C1=O[C@H]1[C@@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O),C1=NC(C(C(C1=O)C1(C(C(C(=O)N1)C1(C(C(C(=O)N1)C1(C(C(C(=O)N1)C1(C(C(C(=O)N1)C1(C(C(C(=O)N1)C1(C(C(C(=O)N1)C1(C,C1C(C(=O)O)C(=O)O[C@H]2C(=O)N(C1=O)C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C3=C(C4=CC(O)C(O)C(O)C(O)C4),C1=O[C@H]1[C@@H]1[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C
C1=O[C@H]([C@H]2[C@H](C=NO[C@H]2[C@H]2[C@H](C=C(C3=CC(C(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)C(O)C(O)C(O)C2),C1CC1,C1=O[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C,C1=O[C@@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H]1O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3
C1=O[C@@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C,C1CC1C(=O)O[C@H]2C(=O)N(C(=O)N2C2=C(C3=CC(C(C(C(C(C3)O)O)O)O)C3)C(O)C(O)C(O)C3)C2)C2=NC3=C(N2)N(C1=O),C1=O[C@@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C@H]([C,C1=O[C@@H]1[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3
C1=NC/C=C/C1c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1cnc2c(NCCO)n(c2n1)C1Oc2ccccc2C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)N,C1=CC=C(C(=O)NCC/C=C/C1[C@H](O)[C@H](O)[C@H](O)[C@H]1O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@H]1C1=NC=NC=C1)C1=NC,C1CC1,C1=NC[C@H]1C(=O)N[C@H]1C(=O)O[C@H](C1=NC(=O)N[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C@H]1C(=O)O[C@H],C1=O[NH]C/C=C/C1O[C]1c2c[nH]3c(NCCO)c[nH]3c2c(NCCO)3c2c[nH]3c(NCCO)c[nH]3c3C1=Oc1c(ccc(c1O)C2=CC=CC=C2)
C1=Oc2ccccc2N(C3C=CC=C3)C4=CC(=O)N4C5=C6C(=O)N7C(=O)N(C(C(=O)N7)C)C6C(=O)N5C(=O)N1C8=C9C(=O)N10C(=O),C1=NC(C(C(C(=O)N(C(C=C(C(=O)N(C(C(C(=O)N1)C)O)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=,C1=Oc2ccccc2N3C(C(C(C(C3)O)C(=O)Nc4ccc(cc4)C(=O)Nc5ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc8ccc(cc8)C(=O)N,C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NC(C(C1=O)C(C1OC(C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C(C1O)C
