"Model_Name","Theta_WLE","SE"
"Sao10K/Ana-v1-m7",1.11773422427782,0.591928074344558
"AbacusResearch/Jallabi-34B",-0.372846301929121,0.480188337820952
"rwitz/experiment26-SPIN-iter-0",1.11773422427782,0.591928074344558
"NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS",-1.5497305824794,0.512807744806151
"beberik/rawr",-0.372846301929121,0.480188337820952
"Yuma42/KangalKhan-Beta-Ruby-7B",0.154025335417748,0.40016679019773
"shyamieee/J4RVIZ-v5.0",1.11773422427782,0.591928074344558
"jeiku/Average_Normie_l3_v1_8B",-1.13909625607989,0.556934221205229
"abacusai/Smaugv0.1",0.154025335417748,0.40016679019773
"Changgil/K2S3-Mistral-7b-v1.42",-1.07111112621129,0.461554194301355
"FelixChao/Capricorn-7B",1.11773422427782,0.591928074344558
"BFauber/lora_llama2-7b_10e5",-1.07111112621129,0.461554194301355
"Undi95/Llama-3-Unholy-8B",-1.51667808005975,0.458947193746997
"yam-peleg/Experiment19-7B",1.11773422427782,0.591928074344558
"Mihaiii/Bucharest-0.1",-0.372846301929121,0.480188337820952
"maywell/kiqu-70b",-0.372846301929121,0.480188337820952
"NLUHOPOE/Mistral-7B-random-100000",-1.07111112621129,0.461554194301355
"MaziyarPanahi/Llama-3-8B-Instruct-v0.8",0.132140203097866,0.637079421201802
"AA051615/A0304",-1.07111112621129,0.461554194301355
"Eric111/Mayo",0.154025335417748,0.40016679019773
"udkai/Garrulus",1.11773422427782,0.591928074344558
"Cesco2004/TW3CESCO.V3",1.11773422427782,0.591928074344558
"Jaume/openchat-3.5-0106-mod-gpt5",-0.372846301929121,0.480188337820952
"ResplendentAI/Luna-2x7B-MoE",1.11773422427782,0.591928074344558
"gmonsoon/OpenMia-Indo-Mistral-7b-v3-refined",-0.372846301929121,0.480188337820952
"HuggingFaceH4/mistral-7b-grok",-0.372846301929121,0.480188337820952
"Praneeth/StarMix-7B-slerp",0.154025335417748,0.40016679019773
"ddyuudd/mistral_dmbr03_32_sig",-0.372846301929121,0.480188337820952
"alvarobartt/mistral-7b-orpo-alignment-handbook",-0.372846301929121,0.480188337820952
"allknowingroger/MistralMerge-7B-stock",-1.44766439704637,0.819549002491504
"kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v1",1.11773422427782,0.591928074344558
"lightblue/suzume-llama-3-8B-multilingual",-1.07111112621129,0.461554194301355
"saucam/Skyro-4X8B",-1.13909625607989,0.556934221205229
"Azazelle/Yuna-7b-Merge",1.11773422427782,0.591928074344558
"mvpmaster/Einstein-4D-MoE-2x7b-test",0.154025335417748,0.40016679019773
"one-man-army/UNA-34Beagles-32K-bf16-v1",0.154025335417748,0.40016679019773
"openagi-project/OpenAGI-7B-v0.1",0.154025335417748,0.40016679019773
"Locutusque/llama-3-neural-chat-v1-8b",-0.372846301929121,0.480188337820952
"ZhangShenao/0.0_ablation_sample1_4iters_bs256_iter_1",-0.372846301929121,0.480188337820952
"tyson0420/stack_llama-clang",-1.07111112621129,0.461554194301355
"cloudyu/Mixtral_7Bx6_MoE_35B",0.154025335417748,0.40016679019773
"localfultonextractor/Erosumika-7B",0.154025335417748,0.40016679019773
"abhishek/autotrain-mixtral-8x7b-orpo-v1",-0.372846301929121,0.480188337820952
"leveldevai/MarcDareBeagle-7B",1.11773422427782,0.591928074344558
"yunconglong/Truthful_DPO_TomGrc_FusionNet_7Bx2_MoE_13B",1.11773422427782,0.591928074344558
"juhwanlee/gemma-7B-alpaca-case-1-2",-0.372846301929121,0.480188337820952
"macadeliccc/polyglot-math-4x7b",-0.372846301929121,0.480188337820952
"DrNicefellow/ChatAllInOne-Yi-34B-200K-V1",-0.372846301929121,0.480188337820952
"AIDC-ai-business/Marcoroni-7B-v2",0.154025335417748,0.40016679019773
"Danielbrdz/Barcenas-Llama3-8b-ORPO",0.132140203097866,0.637079421201802
"oobabooga/CodeBooga-34B-v0.1",-1.51667808005975,0.458947193746997
"rizla/rizla-17",1.11773422427782,0.591928074344558
"Cartinoe5930/iDUS-8layers",-0.372846301929121,0.480188337820952
"MaziyarPanahi/Mistral-7B-Instruct-Aya-101",-0.372846301929121,0.480188337820952
"vihangd/smartsolmix-4x10.7b-v1",-0.372846301929121,0.480188337820952
"AwanLLM/Llama-3-8B-Cumulus-v0.1",-1.07111112621129,0.461554194301355
"Test157t/Eris-Floramix-7b",1.11773422427782,0.591928074344558
"yam-peleg/gemma-7b-experiment",-0.372846301929121,0.480188337820952
"decem/Dionysus-Mistral-m3-v6",-0.372846301929121,0.480188337820952
"microsoft/WizardLM-2-7B",-1.13909625607989,0.556934221205229
"luffycodes/vicuna-class-shishya-ac-hal-7b-ep3",-1.51667808005975,0.458947193746997
"bongchoi/test-llama-2-7b",-1.07111112621129,0.461554194301355
"ChaoticNeutrals/InfinityNexus_9B",1.11773422427782,0.591928074344558
"allknowingroger/Lamma3merge3-15B-MoE",-0.372846301929121,0.480188337820952
"Delcos/Starling-LM-11B-alpha",0.132140203097866,0.637079421201802
"01-ai/Yi-1.5-9B-32K",-0.372846301929121,0.480188337820952
"mistralai/Mixtral-8x7B-v0.1",-0.372846301929121,0.480188337820952
"paulml/OGNO-7B",1.11773422427782,0.591928074344558
"0ai/0ai-7B-v4",-0.115272293320681,0.769178412982601
"abacusai/bigstral-12b-32k",1.11773422427782,0.591928074344558
"Open-Orca/Mixtral-SlimOrca-8x7B",-0.372846301929121,0.480188337820952
"cstr/Spaetzle-v44-7b",-0.372846301929121,0.480188337820952
"alnrg2arg/blockchainlabs_7B_merged_test2_4_prune",-2.34289102806413,0.725542378682927
"flemmingmiguel/MarcMistral-7B",1.11773422427782,0.591928074344558
"KnutJaegersberg/Deita-20b",-0.372846301929121,0.480188337820952
"cloudyu/mistral_18B_v0.1",-0.372846301929121,0.480188337820952
"allknowingroger/Synthiallamaguanco-7B-slerp",-1.51667808005975,0.458947193746997
"cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO",1.11773422427782,0.591928074344558
"davidkim205/Rhea-72b-v0.3",1.11773422427782,0.591928074344558
"ChavyvAkvar/llama-3-lumimaid-habib-v3",-1.13909625607989,0.556934221205229
"922-CA/Llama-3-natsuki-ddlc-8b-v1",-1.13909625607989,0.556934221205229
"LeroyDyer/Mistral_AI_v2",0.154025335417748,0.40016679019773
"AA051610/C0322-reft",-0.372846301929121,0.480188337820952
"moreh/MoMo-72B-LoRA-V1.4",-0.372846301929121,0.480188337820952
"Tijmen2/cosmosage_v2",-0.372846301929121,0.480188337820952
"allknowingroger/TripleMerge2-7B-Ties",1.11773422427782,0.591928074344558
"kuotient/Seagull-Llama-3-8B-orpo-v0.3",-1.13909625607989,0.556934221205229
"qnguyen3/Master-Yi-9B",-0.372846301929121,0.480188337820952
"Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-3000total-bf16",-1.51667808005975,0.458947193746997
"shanchen/llama3-8B-slerp-biomed-chat-chinese",-1.07111112621129,0.461554194301355
