"Model_Name","Theta_WLE","SE"
"gradientai/Llama-3-70B-Instruct-Gradient-524k",-0.0434396873965265,0.13400781833573
"Weyaxi/Astralis-4x34B",-0.296966837658277,0.123061242965488
"BarraHome/zephyr-dpo-v2",0.0104694939925025,0.155713828085311
"jeiku/Lunar_10.7B",0.138412458986996,0.146048906031938
"kyujinpy/SOLAR-Platypus-10.7B-v1",0.289558946392037,0.180765818763327
"Mihaiii/Pallas-0.5-frankenmerge",-0.763648502646817,0.233568669063078
"chansung/gpt4-alpaca-lora-13b-decapoda-1024",-0.567552309078697,0.184867471795354
"qualis2006/llama-2-7b-int4-python-code-18k",-1.26729260408252,0.169507984944413
"vicgalleorg/test1",0.0490641374088208,0.142063402140501
"Charlie911/vicuna-7b-v1.5-lora-mixed-datasets",-1.3243630808963,0.163257602338043
"abhinand/tamil-llama-7b-base-v0.1",-1.35442380672872,0.179043489407041
"jpechg/Sour-Marcoro-12.5B",-0.182156886082557,0.131665272203144
"azarafrooz/mistral-7b-selfplay-v0",-0.758025312584411,0.18777477066872
"flammenai/Mahou-1.2-mistral-7B",0.720565814832447,0.17250392813605
"TheBloke/guanaco-7B-HF",-1.18511467880821,0.161808564676652
"LTC-AI-Labs/L2-7b-Base-WVG-Uncensored",-1.22061874635281,0.170392523998078
"nextai-team/Moe-4x7b-reason-code-qa",-0.0603232248680092,0.172090124075113
"Steelskull/Umbra-v3-MoE-4x11b",0.453707225523797,0.21397398206014
"johnsnowlabs/JSL-MedLlama-3-8B-v2.0",-1.12199921339244,0.204317200879
"hamxea/StableBeluga-7B-activity-fine-tuned-v2",-1.12786691777459,0.198453443744494
"TheBloke/Llama-2-13B-GPTQ",-0.744594908421364,0.128652502513282
"Nitral-AI/Eris_PrimeV4-Vision-7B",0.999860640962298,0.140861855433861
"arlineka/Brunhilde-13b-v1",-0.57867826235625,0.114100017070157
"Zardos/Kant-Test-0.1-Mistral-7B",0.295978814611576,0.15374267967522
"airesearch/typhoon-7b-WangchanX-sft-Demo",-0.413223837659252,0.192484065302024
"paulilioaica/Collin-7B-dare",-0.194305923266025,0.136238347500285
"ledjo/Gabriel-8x7B-Instruct-v0.1",-0.279221268307345,0.139608515418482
"wenge-research/yayi-13b-llama2",-1.36628666960081,0.161456933487944
"amazingvince/Not-WizardLM-2-7B",-0.255299141536982,0.147727881017961
"APMIC/caigun-lora-model-34B-v3",-0.323850153595556,0.141935058319759
"luqmanxyz/LelaStarling-7B",0.741630773236421,0.162034418355336
"Weyaxi/MetaMath-neural-chat-7b-v3-2-Slerp",0.481484141634776,0.172801911852906
"jondurbin/airoboros-l2-70b-gpt4-1.4.1",-0.0783975902195229,0.129646322821169
"migtissera/SynthIA-7B-v1.5",0.245519104049199,0.140937364454132
"bababababooey/mergekit-slerp-mntqhzv",-0.0430259695774397,0.122695803917072
"ichigoberry/pandafish-7b",0.690058193073421,0.15184645004193
"Locutusque/OpenCerebrum-2.0-7B",0.246249993135094,0.13667676417511
"automerger/Experiment27Pastiche-7B",1.78718441579444,0.205886454317081
"AmberYifan/test-spin-lora-iter2",0.122174594378454,0.160814772944197
"Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp",-0.299430706507864,0.131292112070805
"Xenon1/Xenon-4",0.0674799368722923,0.13300636829757
"flammenai/Mahou-1.1-mistral-7B",0.874300933103181,0.152197435752758
"localfultonextractor/Erosumika-7B",-0.00853933461306025,0.101630154883667
"OpenBuddy/openbuddy-qwen1.5-32b-v21.2-32k",-0.464441209601437,0.135152711066513
"pandego/my-first-blend",0.116329724329718,0.156946064183706
"saucam/aqua-smaug-0.3-8B",-0.465590740690842,0.113780711524374
"zhengr/MixTAO-7Bx2-MoE-Instruct-v1.0",1.77788967059826,0.182807913096288
"garage-bAInd/Platypus-30B",-0.188035880894886,0.124497636888502
"Korabbit/Llama-2-7b-chat-hf-afr-100step-v2",-1.43630362520908,0.158282356546776
"Changgil/K2S3-Llama2-13b-v1.0",-0.833793826210663,0.170457328572382
"CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down",-0.757078235175376,0.128915098464317
"cookinai/OrcaHermes-Mistral-70B-miqu",0.305262763841698,0.202761065567086
"meraGPT/mera-mix-4x7B",2.26631830667517,0.407726811158933
"Weyaxi/neural-chat-7b-v3-1-OpenHermes-2.5-7B",0.481265273928049,0.221052090794841
"sethuiyer/Diana-7B",0.601029121371943,0.145564591916117
"chanwit/flux-base-optimized",0.223009949643728,0.16335257388511
"Sao10K/Stheno-L2-13B",-0.685352824448546,0.139591570217821
"gradientputri/MegaMix-S1-13B",-0.723686497950888,0.130042135759184
"abdulrahman-nuzha/finetuned-llama2-chat-5000-v1.0-squad",-1.51557868440402,0.166736619834015
"huggingface/llama-7b",-1.26196031641718,0.159273845344929
"shuvom/yuj-v1",-1.45751474842151,0.15746145190972
"eachadea/vicuna-7b-1.1",-1.23099751173613,0.145121779038458
"PulsarAI/Neural-una-cybertron-7b",0.644719494562414,0.225671193831426
"dhanushreddy29/BrokenKeyboardMerge",-0.252109394435089,0.103116310605382
"VitalContribution/Evangelion-7B",0.813893323253592,0.166170050344989
"dfurman/Mixtral-8x7B-peft-v0.1",-0.30531300640999,0.132008756882699
"vihangd/smartyplats-3b-v2",-1.58555600615978,0.160913522670245
"G-reen/EXPERIMENT-DPO-m7b2-1-merged",0.0453291621707273,0.133356334124559
"Vasanth/Beast-Soul-new",1.73495679982828,0.152775833489824
"automerger/PasticheInex12-7B",1.73150105936275,0.166122917450735
"andysalerno/openchat-nectar-0.1",0.607885874994778,0.185567566726903
"jsfs11/West-Dare-7B",1.58239617632504,0.116904127891374
"MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.3",-0.200024335251797,0.095569952079221
