"Model_Name","Theta_WLE","SE"
"Sao10K/Ana-v1-m7",0.477115360815109,0.1523344173306
"AbacusResearch/Jallabi-34B",-0.7581181966682,0.167629362944909
"rwitz/experiment26-SPIN-iter-0",1.18653310622406,0.221758335543271
"NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS",-1.37725154933953,0.197067731152765
"beberik/rawr",-0.0808048497731998,0.150833357920242
"Yuma42/KangalKhan-Beta-Ruby-7B",0.331278800281748,0.165989432356873
"shyamieee/J4RVIZ-v5.0",1.94585750737294,0.452186386175437
"jeiku/Average_Normie_l3_v1_8B",-0.712781427208935,0.136324032778323
"abacusai/Smaugv0.1",-0.338398211460558,0.156031647403313
"Changgil/K2S3-Mistral-7b-v1.42",-0.207500319857661,0.148756602335412
"FelixChao/Capricorn-7B",1.01042540020461,0.200237255053469
"BFauber/lora_llama2-7b_10e5",-1.88674326435699,0.212872696152771
"Undi95/Llama-3-Unholy-8B",-1.47665360188449,0.190709422661282
"yam-peleg/Experiment19-7B",2.05947893347289,0.498443769899879
"Mihaiii/Bucharest-0.1",-0.104636327199884,0.152341261401982
"maywell/kiqu-70b",-0.14843586747197,0.176789636602243
"NLUHOPOE/Mistral-7B-random-100000",-1.54389438028879,0.229907779348097
"MaziyarPanahi/Llama-3-8B-Instruct-v0.8",0.00843751244812795,0.202608277089318
"AA051615/A0304",-0.565323264389903,0.154477389816229
"Eric111/Mayo",0.544300806378833,0.177078117999532
"udkai/Garrulus",1.10609452130911,0.19192078121603
"Cesco2004/TW3CESCO.V3",1.94585750737294,0.452186386175437
"Jaume/openchat-3.5-0106-mod-gpt5",-0.396269023454035,0.153692148121748
"ResplendentAI/Luna-2x7B-MoE",1.14749451431053,0.180905866975734
"gmonsoon/OpenMia-Indo-Mistral-7b-v3-refined",-0.14802700355044,0.159917357526274
"HuggingFaceH4/mistral-7b-grok",-0.573164434378514,0.139583050885276
"Praneeth/StarMix-7B-slerp",0.171821196245273,0.161448780537742
"ddyuudd/mistral_dmbr03_32_sig",-0.430247670635652,0.141345360496213
"alvarobartt/mistral-7b-orpo-alignment-handbook",-0.032662638409325,0.151728076309256
"allknowingroger/MistralMerge-7B-stock",-1.42688232207522,0.190847687748295
"kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v1",0.564159406404017,0.164568004021516
"lightblue/suzume-llama-3-8B-multilingual",-1.60057658332041,0.203046660833829
"saucam/Skyro-4X8B",-0.849783236627178,0.139566009344063
"Azazelle/Yuna-7b-Merge",0.763784085428575,0.160475601479147
"mvpmaster/Einstein-4D-MoE-2x7b-test",0.568667195377781,0.160744312329794
"one-man-army/UNA-34Beagles-32K-bf16-v1",-0.0384774321067763,0.214833733130817
"openagi-project/OpenAGI-7B-v0.1",0.518737713529083,0.164109172942973
"Locutusque/llama-3-neural-chat-v1-8b",-0.644734973253956,0.164420822683538
"ZhangShenao/0.0_ablation_sample1_4iters_bs256_iter_1",-0.293040903958433,0.151137918284566
"tyson0420/stack_llama-clang",-2.01119625866762,0.230295131526314
"cloudyu/Mixtral_7Bx6_MoE_35B",0.59869084755281,0.167514272932492
"localfultonextractor/Erosumika-7B",0.183226561562589,0.165321472854134
"abhishek/autotrain-mixtral-8x7b-orpo-v1",0.0608276749809184,0.195008476545572
"leveldevai/MarcDareBeagle-7B",1.29744422365232,0.236202860061069
"yunconglong/Truthful_DPO_TomGrc_FusionNet_7Bx2_MoE_13B",1.29744422365232,0.236202860061069
"juhwanlee/gemma-7B-alpaca-case-1-2",-1.2472828311705,0.211003474273458
"macadeliccc/polyglot-math-4x7b",0.283142633745971,0.170681828122587
"DrNicefellow/ChatAllInOne-Yi-34B-200K-V1",-0.568386350590711,0.137220017668193
"AIDC-ai-business/Marcoroni-7B-v2",0.614734641970449,0.15087426353927
"Danielbrdz/Barcenas-Llama3-8b-ORPO",-0.239079756011997,0.194962201030178
"oobabooga/CodeBooga-34B-v0.1",-1.64344886837814,0.220131250580847
"rizla/rizla-17",1.93234991039041,0.447249391918095
"Cartinoe5930/iDUS-8layers",-0.709446837010481,0.153715458142071
"MaziyarPanahi/Mistral-7B-Instruct-Aya-101",-0.254531366758116,0.170682780823823
"vihangd/smartsolmix-4x10.7b-v1",-0.249792138864895,0.153649502171319
"AwanLLM/Llama-3-8B-Cumulus-v0.1",-1.87385214322185,0.266391006120112
"Test157t/Eris-Floramix-7b",1.04098999113407,0.166067583740775
"yam-peleg/gemma-7b-experiment",-0.731630262738757,0.160415001652768
"decem/Dionysus-Mistral-m3-v6",0.242503374993946,0.21270179263651
"microsoft/WizardLM-2-7B",-0.189504964850267,0.228986244438892
"luffycodes/vicuna-class-shishya-ac-hal-7b-ep3",-1.95878140950634,0.214316307136001
"bongchoi/test-llama-2-7b",-1.90194395398159,0.209143495679826
"ChaoticNeutrals/InfinityNexus_9B",0.379632250703294,0.173558381174328
"allknowingroger/Lamma3merge3-15B-MoE",-0.63977694696347,0.143137339285383
"Delcos/Starling-LM-11B-alpha",0.410795180682964,0.180592672373064
"01-ai/Yi-1.5-9B-32K",-1.06370877037733,0.18958778578832
"mistralai/Mixtral-8x7B-v0.1",-0.113404875367974,0.159113562915747
"paulml/OGNO-7B",1.50763329889142,0.290587132171262
"0ai/0ai-7B-v4",-1.34200499189649,0.187340716874643
"abacusai/bigstral-12b-32k",-0.376510714677992,0.184453987179179
"Open-Orca/Mixtral-SlimOrca-8x7B",-0.33164372457345,0.150744325401672
"cstr/Spaetzle-v44-7b",-0.220071820390061,0.182877256236807
"alnrg2arg/blockchainlabs_7B_merged_test2_4_prune",-1.49749524561447,0.208221955555986
"flemmingmiguel/MarcMistral-7B",0.752839544806939,0.155819422406363
"KnutJaegersberg/Deita-20b",-1.11388287718008,0.224194103184024
"cloudyu/mistral_18B_v0.1",-1.18179573886874,0.251134565932075
"allknowingroger/Synthiallamaguanco-7B-slerp",-1.47094929007292,0.20354129756641
"cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO",-0.633652871847544,0.17028387885823
"davidkim205/Rhea-72b-v0.3",0.477855614730713,0.237748537075622
"ChavyvAkvar/llama-3-lumimaid-habib-v3",-1.30759671489836,0.2003093365533
"922-CA/Llama-3-natsuki-ddlc-8b-v1",-0.933404179144745,0.174972347552591
"LeroyDyer/Mistral_AI_v2",0.182600498787131,0.154117351178458
"AA051610/C0322-reft",-0.899020249165643,0.154358070523751
"moreh/MoMo-72B-LoRA-V1.4",-0.298355115770752,0.155025236428087
"Tijmen2/cosmosage_v2",-0.907537803611944,0.199723068478861
"allknowingroger/TripleMerge2-7B-Ties",1.5267004467982,0.290054586896199
"kuotient/Seagull-Llama-3-8B-orpo-v0.3",-0.833093481424175,0.158559204580577
"qnguyen3/Master-Yi-9B",-1.12822789324318,0.199923819887643
"Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-3000total-bf16",-1.51459645792608,0.1910512535767
"shanchen/llama3-8B-slerp-biomed-chat-chinese",-1.15986709779613,0.204647267518959
"core-3/kuno-royale-7B",0.821715145320173,0.17282045829269
"flammenai/Mahou-1.0-llama3-8B",-0.307373153371887,0.161521084168948
"v1olet/v1olet_merged_dpo_7B",0.983144449886499,0.192624744986577
"Syed-Hasan-8503/Llama-3-8B-NOLA",-0.715695067834043,0.169403372738866
"LeroyDyer/Mixtral_Instruct",0.182600498787131,0.154117351178458
"migtissera/Synthia-7B-v3.0",-0.0790784023543224,0.15414902789705
"allknowingroger/PercivalMelodias-7B-slerp",1.94585750737294,0.452186386175437
"uukuguy/SynthIA-7B-v1.3-dare-0.85",-0.158328606985996,0.147738563573993
"BlueNipples/SnowLotus-v2-10.7B",-0.24008044628194,0.154467792091969
"Cesco2004/TW3CESCO.V1",2.05947893347289,0.498443769899879
"ChuckMcSneed/PMaxxxer-v1-70b",-0.1207928990927,0.159645025430432
"GritLM/GritLM-8x7B",-0.113404875367974,0.159113562915747
"ManniX-ITA/Starling-LM-7B-beta-LaserRMT-v1",-0.434022118297882,0.148010284331484
"ConvexAI/Luminex-72B-v0.1",-0.140921115866282,0.182959740461813
"jondurbin/bagel-34b-v0.5",-0.82074934962394,0.144203559323878
"AA051615/A0221",-0.329122886535163,0.156085593333071
"ericpolewski/AIRIC-The-Intern",-1.08935576451166,0.20974416111052
"abacusai/MM-Orc-Vic-bagel-34b-c1000",-0.656921074965672,0.167816132087897
"kyujinpy/PlatYi-34B-Llama-Q-FastChat",-0.583980017121969,0.142395060552327
"Weyaxi/Einstein-openchat-7B",-0.137009514781042,0.165825047179239
"FPHam/Sydney_Overthinker_13b_HF",-0.90137278251001,0.162774591429781
"Replete-AI/Mistral-11b-v0.1",-0.0708808799702342,0.21744546911006
"amu/zen_moe",-0.0384129745443276,0.164224370358529
"vicgalle/SystemHermes-2-7B",0.132168886974543,0.165250804086139
"ConvexAI/Solutus-3x7B",1.27844846488636,0.194235022420982
"Alsebay/new-turn-2",0.118838720145129,0.163253777376706
"chatty123/mistral_rank16_invert",-0.899953753321839,0.181785849616794
"Yuma42/KangalKhan-Alpha-RawRubyroid-7B-Fixed",0.231832363310095,0.153916717879182
"LeroyDyer/Mixtral_AI_Cyber_3.1_SFT",-0.702896674994911,0.182456302770532
"AIJUUD/juud-Mistral-7B",0.0966356543079756,0.162430357404707
"ibivibiv/megamarcoroni-120b",0.0859162138041502,0.160605035647133
"allknowingroger/NeuralWestSeverus-7B-slerp",1.01042540020461,0.200237255053469
"bartowski/internlm2-chat-20b-llama",-1.14125080056795,0.20333346214218
"lodrick-the-lafted/Grafted-Hermetic-Platypus-B-2x7B",-0.191588778160591,0.191144164230678
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.23",1.29972629331457,0.238573306339265
"Muhammad2003/TriMistral-7B-DARETIES",0.427704050542392,0.16853487363496
"shanchen/llama3-8B-slerp-med-chinese",-1.31556891230833,0.208876909540319
"mlabonne/OrpoLlama-3-8B",-0.825332000668437,0.186161380381961
"DopeorNope/SOLARC-MOE-10.7Bx6",0.564159406404017,0.164568004021516
"paulml/NeuralOmniBeagleMBX-v3-7B",1.29744422365232,0.236202860061069
"YeungNLP/firefly-gemma-7b",-1.51947372973659,0.227633542885341
"MaziyarPanahi/M7Yamshadowexperiment28_Experiment26T3q",1.94585750737294,0.452186386175437
"ZoidBB/unraveled-7b-a1",-0.352924073048033,0.146022688963631
"umd-zhou-lab/recycled-wizardlm-7b-v2.0",-1.52201425931049,0.23468126705743
"JCX-kcuf/Mistral-7B-v0.1-gpt-4-20k",-0.158328606985996,0.147738563573993
"NousResearch/Nous-Hermes-2-SOLAR-10.7B",-0.0107526793491296,0.166226876965847
"Korabbit/Llama-2-7b-chat-hf-afr-200step-flan",-2.14017072797592,0.234703815178886
"rombodawg/Open_Gpt4_8x7B_v0.2",-0.139346900330371,0.18640014344756
"jambroz/FNCARLplus-7b",0.881987978608281,0.16376680265249
"shyamieee/JARVIS-v1.0",-0.440086705683732,0.158523960570698
"scb10x/llama-3-typhoon-v1.5-8b-instruct",-1.41238589129876,0.176047019065681
"CausalLM/35b-beta2ep",-0.899020249165643,0.154358070523751
"nextai-team/Moe-4x7b-reason-code-qa",0.0814190561179479,0.173843668693009
"rishiraj/CatPPT",0.351968623910939,0.172369320719099
"mindy-labs/mindy-7b-v2",0.572432306066422,0.162357141800136
"migtissera/Tess-34B-v1.5b",-0.579328601069328,0.170803590918507
