0,1,2,3,4
O[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C1OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)C1OC[C@H]1O[C@H](O)[C@H](O)[C@H]1O,O[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,OC1[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@H](O)[C@H]1O
CN(C)c1ccc(c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,C1=CC=CC=C1Nc2ccc(cc2)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)C#C1=CC=CC=C1Nc1ccc(cc1)C(C)Nc1ccc(cc1)Nc1ccc(cc1)C(C)Nc1ccc(cc1),CN(C)c1ccc(cc1)c2c(N)nc2c3ccc(cc3)Nc2ccccc2C#Cc2ccc(N3CCOCC3)nc2,CN(C)c1ccc(c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1
COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1
C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1,C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1,COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1,C1CCC(=O)C1c1ccccc1C(=O)C1CCN(C)C2=C(C)N(C)C(C)C2C1C(=O)C1CCN(C)C2=C(C)N(C)C(C)C2C1C(=O)C1CCOCC1,C1=CC=CC=C1C1=CC=CC=C1C1=CC(=O)C2=C(C=CC(=O)N2)N(C(C)C3=C(C=CC(=O)N3)N)C4=CC=CC=C4OC5=CC=CC=C5C1(C)C
CC(=O)N[C@H]1CCc2ccc(Oc3cnc4c(n3)=C(C(=O)N[C@H](C)C3CC3)CN=4)cc21,C1c2c(cc1SC(C(F)C(F)C2)S)C(N)N=C(N)N,C1csc2ccccc2FSC1c2c(N)N=CN3C(N)N3C2,C1c2c(cc1Sc2c(cc3c(F)c(F)cc3)S)C(N)N=C(N)N,CC(=O)N[C@H]1CCc2ccc(Oc3cnc4c(n3)=C(C(=O)N[C@H](C)C3CC3)CN=4)cc21
CC(=O)N1C(=O)N(C2=NC(=O)N(C3C(C(C(C(O3)C)COP(=O)(O)OP(=O)(O)O)COP(=O)(O)O)C)C)C2=N1,C1=NC(=O)C2=NC(=O)N(C3CC4CC(C(O)C(O)C(O)C(O)C4)C3)C2=N1,C1=NC(=O)C2=NC(=O)N(C3C(C(C(C(O3)C)O)P(=O)(O)O)P(=O)(O)O)C2=N1,CC(=O)N1=C(C(=O)N2=C(C(=O)N3[C@H]4[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O4)O3)C2=N1)C,OC1C(O)C(O)C(O)C(O)C1O.C1OC(O)C(O)C(O)C(O)C1O
C1OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1CO,O[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,C1OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1OCO,C1OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)O[C@H](O)[C@H](O)[C@H]1O,C1OC2OC3OC4OC5OC1OC6C(O)(O)C7C(O)(O)C(O)C(O)C7OC5OC6OC(O)C(O)C4OC(O)C3OC2O
C1CCC(=O)C1=C2C3=CC=CC3=C2N[C@@H]4CC5=CC(=O)C6=C(C=C(C=C6)O)C(C=C5)C4=O,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1
C1CO[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,C1OC(O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,C1OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@H](O)[C@H](O)[C@H]1O,C1OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,C1OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
C1CCC(=O)C1CCC1=CC=CC=C1N[C@H]1CC2=CC=CC=C2OC3=CC=CC=C3C(=O)C4CCC(=O)O4,CN[C@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3)cccc2s1)C1CCCCC1,CN[C@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3)cccc2s1)C1CCCCC1,C1CCC(=O)c1ccc(cc1)N[C@H](c1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O,CC1=C(CCO[P@](=O)(O)OP(=O)(O)O)S[C@H]([C@@H](O)/C=C/c2cccnc2)N1Cc1cnc(C)nc1N
