"Model_Name","Theta_ATLAS","Theta_WLE","SE","Num_Items","Time_Taken_Sec"
"dzakwan/dzakwan-MoE-4x7b-Beta",1.75819000815512,2.14084810465619,0.164886616323101,30,2.25426149368286
"CultriX/SevereNeuralBeagleTrix-7B",1.34297481677398,1.49582658267963,0.149167566879143,30,1.85446691513062
"mahiatlinux/MasherAI-v6.1-7B-checkpoint6",-0.292778841933744,-0.373664230727437,0.107061713484262,30,0.472891569137573
"Qwen/Qwen1.5-MoE-A2.7B",-1.01222255209651,-1.15324893089895,0.0888929413699011,30,2.49516844749451
"bongchoi/MoMo-70B-LoRA-V1.1",-0.294500269444501,-0.111116082930179,0.106667778735757,30,2.07290315628052
"liminerity/Blur-7b-v1.22",-0.592031761899333,-0.67465778699042,0.0968795019301218,30,0.742793798446655
"Mr-Bhaskar/fbt-mistral-7b",-0.51413052676547,-0.59078313684654,0.0964047991272024,30,0.650004863739014
"Kquant03/Ryu-4x7B-MoE-bf16",0.583265026135548,-0.52945055650444,0.11829589970291,30,0.714778184890747
"Eurdem/Defne_llama3_2x8B",-0.80642895780666,-0.390761106795752,0.0892981207378592,30,1.55602765083313
"nbeerbower/llama-3-wissenschaft-8B-v2",0.0605002863310157,-0.19340122232791,0.117918966906814,30,0.628262519836426
"openaccess-ai-collective/DPOpenHermes-11B",-0.0137811327374643,-0.114706004004938,0.113093427628547,30,1.69038343429565
"jisukim8873/falcon-7B-case-6",-1.07400800918062,-1.25130996319917,0.0874731340872,30,0.749481916427612
"elinas/chronos-mistral-7b",-1.26404297192332,-1.34417101896044,0.0843010061622047,30,2.18022418022156
"silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e2",0.0276383974392188,-0.0185628781881461,0.115068519079378,30,0.660639524459839
"BarraHome/zephyr-dpo-v2",-0.300500695395005,-0.579939385107501,0.104977766715398,30,0.87665843963623
"FelixChao/Scorpio-7B",1.43000751394113,1.49905658336728,0.150124063159859,30,0.761683464050293
"euclaise/Ferret_7B",-0.526639741902693,-0.818645890664376,0.0960881202763717,30,2.55025768280029
"NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v2",-0.437928519956872,-0.652153808773548,0.100329864972642,30,0.674365520477295
"h2m/mhm-8x7B-FrankenMoE-v1.0",0.919926707383984,1.0974834477436,0.123232852108303,30,2.04893159866333
"mistral-community/Mistral-7B-v0.2",-0.445403114872136,-0.501104137056604,0.100299341409787,30,1.6995062828064
"MaziyarPanahi/Calme-7B-Instruct-v0.9",2.72085916158693,3.1207394052372,0.199546440593934,60,1.08419847488403
"DiscoResearch/DiscoLM-70b",-0.330474199215097,-0.289925660196841,0.105367942818384,30,0.716272830963135
"wenge-research/yayi-70b-llama2",-0.529301582220128,-0.619556694604383,0.0972918034494787,30,2.28488874435425
"fhai50032/xLakeChat",-0.296959754620252,-0.543399059402338,0.105799132671124,30,0.637734413146973
"MaziyarPanahi/TheTop-5x7B-Instruct-S5-v0.1",1.3438038671665,1.59711361237299,0.149375257189791,30,1.89217758178711
"statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA",-1.24869982130221,-1.24529175989494,0.0788984333723906,30,0.719846487045288
"Noodlz/WizardLaker-7B",0.36659418650613,0.319047476623509,0.119083038881858,30,0.668434143066406
"jan-hq/supermario-slerp-v3",0.487153053401708,0.661663463336548,0.117058984127928,30,0.655671119689941
"nlpguy/Hermes-low-tune-2",0.0256107137508979,-0.0979922380156624,0.113930134852303,30,1.77650833129883
"liminerity/e.star.7b",0.549220105512658,0.687419772706816,0.116120487634628,30,0.551063776016235
"AA051611/O0201",-0.737604845046071,-0.54722140000162,0.0910588140146837,30,2.65437793731689
"fhai50032/RolePlayLake-7B-Toxic",-0.167820632136933,-0.0240916353953595,0.11189317550704,30,0.741830110549927
"Gille/StrangeMerges_3-7B-slerp",1.12734390229127,1.27458953670876,0.135923319950456,30,2.17294955253601
"Kquant03/Medusa-7B-bf16",-0.392394719938489,-0.923171330651561,0.10791772290591,30,2.27704215049744
"NeuralNovel/Confinus-2x7B",1.44637481085338,1.93863112460669,0.150636843092839,30,2.55038404464722
"amazingvince/where-llambo-7b",-0.59444779920413,-0.674792971586652,0.0936873692965099,30,0.857132434844971
"AA051610/A12P",-0.779992168058571,-0.814321685666779,0.089212973179946,30,0.724021196365356
"adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301",-0.749559346793184,-0.523741296318248,0.0891813554282466,30,2.09643697738647
"vicgalle/test-merge-2",-0.966426486493846,-1.20544593370716,0.0876797420907224,30,2.47971963882446
"DAMO-NLP-SG/CLEX-Mixtral-8x7B-Chat-32K",-0.246143813982202,-0.120930346240483,0.110374479753819,30,0.859621524810791
"ResplendentAI/Flora_7B",1.71350115205233,1.49552166211493,0.164044407959678,30,2.3589870929718
"CausalLM/72B-preview",-0.517495718442156,-0.778814990663563,0.104896405699302,30,0.554252624511719
"PeanutJar/LLaMa-2-PeanutButter_v19_R8-7B",-1.34797659402162,-1.29048054397805,0.0744922627489033,30,0.886539697647095
"decem/Dionysus-Mistral-n1-v1",-0.565498000743976,-0.723392368364408,0.0970444769704607,30,0.563579082489014
"ichigoberry/pandafish-2-7b-32k",-0.163172071466773,-0.0903851173872977,0.109678828715353,30,2.48236155509949
"icefog72/IceCappuccinoRP-7b",-0.516389722243701,-0.728732127772387,0.0973405226415934,30,1.56450223922729
"Gille/StrangeMerges_20-7B-slerp",1.29084878920959,1.60988512088421,0.14369785192995,30,2.05488872528076
"tiiuae/falcon-40b",-0.443218424225086,-0.396449340376689,0.0996032238082692,30,2.57154321670532
"ChaoticNeutrals/Prima-LelantaclesV7-experimental-7b",1.8652805585885,2.32501138392401,0.168396125936119,30,2.3672206401825
"quantumaikr/quantum-v0.01",0.998385218161698,1.25068988817081,0.127395123964192,30,0.882063627243042
"UCLA-AGI/zephyr-7b-sft-full-SPIN-iter3",0.204732177807502,0.0763766692358513,0.124282301793563,30,2.37336444854736
"Gryphe/Pantheon-RP-1.0-8b-Llama-3",-0.913232193424874,-0.613849686230897,0.0876040143998092,30,0.637183666229248
"indischepartij/OpenMia-Indo-Mistral-7b-v3-refined",-0.356778092403947,-0.227248311298075,0.102429571995419,30,1.56870269775391
"yam-peleg/Experiment29-7B",2.83857240127578,2.88122029868679,0.198322277558615,74,2.74604439735413
"Yuma42/KangalKhan-Ruby-7B-Fixed",0.183882894649664,0.0795474150840406,0.116973858315376,30,1.67286324501038
"Undi95/Llamix2-Xwin-MoE-4x13B",-0.966225746789405,-0.775934264771339,0.086228487312769,30,1.78926920890808
"MaziyarPanahi/YamshadowInex12_Multi_verse_modelExperiment28",2.82374686276877,3.1626315488934,0.199789923118844,71,4.24935293197632
"yunconglong/13B_MATH_DPO",2.31250313050942,2.15623448803619,0.197946360514062,32,0.737842321395874
"DopeorNope/You_can_cry_Snowman-13B",0.0660596836376848,0.023409754855477,0.115941934605254,30,0.65871524810791
"traversaal-ai/traversaal-2.5-Mistral-7B",0.23490262682677,0.0491948358085601,0.121916290060821,30,2.67135429382324
"netcat420/MFANNv0.5",1.36028206205897,0.598514437627056,0.147486009193003,30,0.876387357711792
"Eric111/Mathral",0.249654017059733,0.322986083954051,0.121412072381942,30,2.78267025947571
"abhishek/autotrain-llama3-70b-orpo-v1",-0.463140949168775,-0.350853848356945,0.0988811354292792,30,0.655276298522949
"LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0",-0.336437293915484,-0.446955167459218,0.103101927994513,30,0.591286182403564
"lamhieu/ghost-7b-v0.9.1",-0.993165876206415,-1.33382129984884,0.0869636157792136,30,0.627751588821411
"Mihaiii/Metis-0.5",-0.256643108024722,-0.316055498342215,0.10630770139495,30,0.905327320098877
"jefferylovely/Merkaba-Maven-0.1",2.96441493616416,3.28799329552956,0.198540329970624,91,2.81472301483154
"liminerity/phigment6-slerp",-1.19337289805533,-1.38230404494392,0.0851362162185948,30,0.743635416030884
"Novocoders/Mistral-NeuralDPO-v0.4",-0.0229846294789121,-0.0283736495005136,0.111628229916773,30,0.83331298828125
