"Model_Name","Theta_ATLAS","Theta_WLE","SE","Num_Items","Time_Taken_Sec"
"cloudyu/google-gemma-7b-it-dpo-v1",-0.75089630626644,-0.765110088911924,0.0762610742388633,30,0.312586545944214
"Mihaiii/Metis-0.4",0.22552911518131,0.226874884471076,0.0880485195731439,30,0.309475898742676
"juhwanlee/gemma-7B-alpaca-case-1-3",-1.55548461913034,-1.21416009060488,0.0995075287152486,123,5.61002039909363
"MaziyarPanahi/UNA-34Beagles-32K-bf16-v1-GPTQ",-1.56160126416164,-1.1403482806273,0.0994942157973536,133,3.72914505004883
"YouKnwMe/Mistral-7b-instruct-v0.2-private-edw2",0.650598582871666,0.695701609209693,0.0847779499556564,30,0.6566002368927
"RatanRohith/NeuralMathChat-7B-V0.2",0.449792696683606,0.437537958790099,0.0834131677782449,30,1.80338549613953
"222gate/Blurdus-7b-v0.1",1.36607697525475,1.49397350675302,0.0879001237161648,30,1.695880651474
"teilomillet/MiniMerlin-3B",-0.751180058982441,-0.85291906294325,0.0769660179312944,30,0.662454128265381
"mlabonne/Gemmalpaca-2B",-0.989808105677159,-0.978145048579371,0.0703272892886704,30,0.463865280151367
"wang7776/Llama-2-7b-chat-hf-30-attention-sparsity",-0.488796768657587,-0.594481944784709,0.0814428548550035,30,0.313809394836426
"JCX-kcuf/Llama-2-7b-chat-hf-gpt-3.5-80k-base_lora",-0.357194152951894,-0.488032782976294,0.085049211177952,30,0.528846263885498
"johnsnowlabs/PhigRange-2.7B-slerp",-1.52175860344392,-1.11637063593789,0.0999376277079087,94,2.88826060295105
"macadeliccc/laser-dolphin-mixtral-2x7b-dpo",0.388246662024616,0.403186613865759,0.0847899859816528,30,0.959076166152954
"MaziyarPanahi/TheTop-5x7B-Instruct-S5-v0.1",1.25611282356975,1.279931164209,0.0800095123900804,30,0.986650466918945
"yeontaek/llama-2-13B-ensemble-v1",-0.239752988428296,-0.201734971311902,0.0858737360629861,30,0.650621652603149
"jeiku/Eros_Prodigadigm_7B",0.793826636330276,0.833055738125145,0.0835731154923509,30,1.68959069252014
"occultml/CatMarcoro14-7B-slerp",0.661053043274026,0.694056105682359,0.0857258576168191,30,1.01969766616821
"pharaouk/fusedyi",-0.572218879063507,-0.529437731152905,0.0829025207754149,30,1.20425295829773
"berkeley-nest/Starling-LM-7B-alpha",-0.48364707977706,-0.500071190623825,0.0806555383361188,30,1.89521980285645
"Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3",0.108732131009768,0.245769392608659,0.083695233832633,30,2.0110490322113
"ammarali32/multi_verse_model",2.7643598751311,2.84095154994372,0.137614555197492,500,14.2534992694855
"KnutJaegersberg/Deacon-20B",0.000280807552155276,0.0515184893121842,0.0832884491734469,30,0.948597431182861
"perlthoughts/openchat-3.5-1210-32k",-0.540069096898531,-0.466877036481897,0.0790902916887199,30,0.483588933944702
"vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B",0.267606653000742,0.301243032614169,0.0861355991467551,30,0.638681173324585
"uukuguy/speechless-code-mistral-7b-v2.0",-0.296067931345589,-0.401867066744843,0.0856605918257887,30,0.520220994949341
"jeiku/Elly_7B",-0.0117602248369988,0.00714248391874611,0.0830996063456885,30,1.87505006790161
"Charlie911/MultiLoRA-llama2-mmlu",-0.993846333390454,-1.09336179916044,0.0704689561564672,30,1.93125033378601
"allknowingroger/Llama3merge5",-0.50069372758354,-0.542566411351527,0.0810972968431321,30,1.61050295829773
"hyunjae/polyglot-ko-3.8b-total",-1.2815655558276,-1.21108817072707,0.0989987422742983,30,0.633468627929688
