0, 3226
1, 345
2, 2009
3, 217
4, 511
5, 515
6, 539
7, 470
8, 3331
9, 479
10, 418
11, 324
0, 3263
1, 3295
2, 127
3, 490
4, 511
5, 488
6, 293
7, 348
8, 3101
9, 279
10, 3556
11, 470
0, 3143
1, 336
2, 174
3, 504
4, 242
5, 461
6, 3242
7, 3165
8, 3140
9, 504
10, 275
11, 347
0, 3143
1, 484
2, 316
3, 445
4, 168
5, 2009
6, 2002
7, 389
8, 236
9, 3236
10, 3545
11, 3077
0, 3143
1, 490
2, 536
3, 3423
4, 494
5, 360
6, 2002
7, 3145
8, 3427
9, 2006
10, 458
11, 368
0, 3163
1, 285
2, 259
3, 3398
4, 334
5, 310
6, 361
7, 3373
8, 3016
9, 3443
10, 3142
11, 368
0, 499
1, 3117
2, 3329
3, 459
4, 335
5, 284
6, 3233
7, 3429
8, 3357
9, 478
10, 479
11, 3136
0, 362
1, 128
2, 3107
3, 3365
4, 336
5, 258
6, 3233
7, 495
8, 470
9, 3305
10, 490
11, 3175
0, 430
1, 335
2, 3328
3, 478
4, 335
5, 433
6, 3314
7, 423
8, 513
9, 284
10, 279
11, 383
0, 3165
1, 491
2, 128
3, 505
4, 291
5, 309
6, 3085
7, 3119
8, 405
9, 432
10, 3068
11, 280
0, 528
1, 174
2, 3141
3, 262
4, 336
5, 223
6, 382
7, 3474
8, 412
9, 3430
10, 3224
11, 291
0, 474
1, 3112
2, 3336
3, 262
4, 415
5, 471
6, 305
7, 479
8, 412
9, 2006
10, 504
11, 307
0, 524
1, 284
2, 3350
3, 531
4, 330
5, 504
6, 384
7, 3358
8, 3256
9, 470
10, 449
11, 368
0, 297
1, 519
2, 366
3, 522
4, 439
5, 3166
6, 502
7, 3159
8, 401
9, 3414
10, 3091
11, 345
0, 515
1, 238
2, 458
3, 540
4, 306
5, 415
6, 491
7, 379
8, 434
9, 3328
10, 3158
11, 3534
0, 3172
1, 336
2, 161
3, 146
4, 3429
5, 3392
6, 252
7, 3150
8, 507
9, 3414
10, 540
11, 379
0, 515
1, 536
2, 310
3, 3255
4, 387
5, 3392
6, 462
7, 479
8, 412
9, 3430
10, 3288
11, 312
0, 423
1, 3427
2, 3129
3, 3158
4, 3090
5, 3223
6, 450
7, 377
8, 3286
9, 161
10, 265
11, 486
0, 267
1, 161
2, 523
3, 3042
4, 357
5, 388
6, 441
7, 293
8, 312
9, 2006
10, 3049
11, 449
0, 369
1, 3092
2, 2003
3, 229
4, 350
5, 3143
6, 3110
7, 3159
8, 285
9, 440
10, 167
11, 499
0, 3139
1, 467
2, 377
3, 504
4, 3074
5, 450
6, 3083
7, 83
8, 479
9, 3016
10, 267
11, 394
0, 279
1, 3307
2, 161
3, 229
4, 446
5, 285
6, 477
7, 3478
8, 527
9, 2000
10, 477
11, 297
0, 301
1, 82
2, 330
3, 384
4, 434
5, 3155
6, 435
7, 293
8, 346
9, 3356
10, 467
11, 383
0, 128
1, 3092
2, 482
3, 387
4, 3428
5, 387
6, 3416
7, 285
8, 409
9, 3259
10, 390
11, 3016
0, 449
1, 2012
2, 480
3, 3370
4, 504
5, 383
6, 402
7, 3263
8, 409
9, 3260
10, 450
11, 305
0, 449
1, 527
2, 280
3, 3418
4, 387
5, 348
6, 3255
7, 396
8, 450
9, 3082
10, 312
11, 479
0, 449
1, 379
2, 401
3, 3236
4, 399
5, 3162
6, 401
7, 379
8, 238
9, 279
10, 3454
11, 2008
0, 153
1, 3090
2, 455
3, 459
4, 508
5, 540
6, 2008
7, 457
8, 346
9, 3163
10, 223
11, 3143
0, 368
1, 366
2, 368
3, 312
4, 477
5, 297
6, 501
7, 504
8, 72
9, 435
10, 533
11, 491
0, 513
1, 3310
2, 511
3, 302
4, 173
5, 540
6, 355
7, 3141
8, 539
9, 3050
10, 508
11, 3516
0, 449
1, 385
2, 239
3, 297
4, 3117
5, 285
6, 3047
7, 517
8, 519
9, 484
10, 540
11, 3295
0, 449
1, 3310
2, 434
3, 473
4, 173
5, 368
6, 505
7, 345
8, 2021
9, 3016
10, 3259
11, 161
0, 523
1, 237
2, 3165
3, 473
4, 509
5, 445
6, 402
7, 485
8, 3429
9, 2003
10, 3172
11, 438
0, 3255
1, 516
2, 369
3, 468
4, 509
5, 3091
6, 3150
7, 2002
8, 296
9, 466
10, 449
11, 347
0, 523
1, 3398
2, 505
3, 365
4, 309
5, 3141
6, 3379
7, 410
8, 537
9, 2003
10, 439
11, 3516
0, 482
1, 438
2, 324
3, 524
4, 3258
5, 3408
6, 480
7, 3086
8, 474
9, 267
10, 3263
11, 168
0, 3429
1, 358
2, 476
3, 3263
4, 368
5, 3224
6, 3092
7, 161
8, 481
9, 3403
10, 382
11, 453
0, 473
1, 417
2, 539
3, 251
4, 3129
5, 368
6, 491
7, 296
8, 476
9, 392
10, 128
11, 3071
0, 516
1, 3085
2, 390
3, 361
4, 265
5, 319
6, 3354
7, 402
8, 128
9, 3224
10, 2002
11, 358
0, 472
1, 505
2, 382
3, 150
4, 3093
5, 482
6, 3224
7, 3474
8, 376
9, 496
10, 536
11, 3263
0, 472
1, 366
2, 382
3, 3163
4, 528
5, 479
6, 312
7, 151
8, 3310
9, 496
10, 479
11, 270
0, 3349
1, 224
2, 434
3, 432
4, 327
5, 3431
6, 3224
7, 401
8, 312
9, 507
10, 432
11, 308
0, 3349
1, 384
2, 497
3, 3140
4, 459
5, 128
6, 282
7, 3112
8, 3310
9, 301
10, 402
11, 326
0, 3349
1, 308
2, 3375
3, 3101
4, 536
5, 445
6, 3447
7, 267
8, 528
9, 311
10, 505
11, 3304
0, 478
1, 519
2, 3375
3, 301
4, 453
5, 348
6, 505
7, 3107
8, 265
9, 3409
10, 174
11, 483
0, 442
1, 539
2, 281
3, 350
4, 173
5, 3086
6, 3411
7, 3161
8, 336
9, 3236
10, 3112
11, 531
0, 466
1, 494
2, 507
3, 380
4, 3047
5, 499
6, 295
7, 401
8, 453
9, 410
10, 394
11, 280
0, 442
1, 3078
2, 477
3, 386
4, 173
5, 497
6, 3119
7, 3161
8, 150
9, 3244
10, 379
11, 168
0, 3349
1, 3320
2, 477
3, 212
4, 526
5, 545
6, 497
7, 3085
8, 308
9, 369
10, 265
11, 3147
0, 3349
1, 161
2, 482
3, 3288
4, 526
5, 247
6, 3082
7, 449
8, 368
9, 545
10, 385
11, 2003
0, 442
1, 306
2, 3402
3, 369
4, 3244
5, 511
6, 315
7, 336
8, 368
9, 351
10, 450
11, 3083
0, 475
1, 471
2, 379
3, 3233
4, 428
5, 276
6, 432
7, 355
8, 302
9, 3082
10, 507
11, 507
0, 3319
1, 3435
2, 536
3, 434
4, 3070
5, 265
6, 3170
7, 3474
8, 499
9, 432
10, 291
11, 128
0, 3169
1, 480
2, 536
3, 537
4, 459
5, 3259
6, 212
7, 236
8, 368
9, 432
10, 3396
11, 481
0, 475
1, 2006
2, 460
3, 508
4, 441
5, 470
6, 3402
7, 412
8, 3244
9, 245
10, 128
11, 446
0, 3147
1, 312
2, 3164
3, 3416
4, 494
5, 453
6, 507
7, 72
8, 325
9, 3087
10, 433
11, 274
0, 389
1, 492
2, 261
3, 3259
4, 441
5, 519
6, 531
7, 402
8, 372
9, 3297
10, 3167
11, 492
0, 3161
1, 2008
2, 305
3, 3436
4, 3428
5, 3107
6, 3377
7, 3260
8, 449
9, 432
10, 532
11, 3319
0, 3161
1, 537
2, 3328
3, 3113
4, 435
5, 402
6, 504
7, 498
8, 3236
9, 456
10, 128
11, 468
0, 3137
1, 479
2, 146
3, 3258
4, 217
5, 334
6, 3072
7, 449
8, 454
9, 3458
10, 3367
11, 471
0, 3169
1, 479
2, 324
3, 516
4, 3341
5, 422
6, 257
7, 3456
8, 229
9, 3458
10, 380
11, 3110
0, 3263
1, 2004
2, 450
3, 3370
4, 217
5, 530
6, 405
7, 3456
8, 478
9, 3171
10, 3314
11, 3123
0, 3064
1, 455
2, 224
3, 3113
4, 428
5, 460
6, 3259
7, 478
8, 478
9, 284
10, 402
11, 3113
0, 3233
1, 348
2, 394
3, 465
4, 369
5, 223
6, 3101
7, 477
8, 3260
9, 453
10, 508
11, 461
0, 312
1, 270
2, 268
3, 228
4, 217
5, 343
6, 3140
7, 3170
8, 265
9, 497
10, 517
11, 229
0, 3379
1, 480
2, 3146
3, 441
4, 217
5, 3096
6, 3244
7, 316
8, 319
9, 470
10, 337
11, 3016
0, 445
1, 3073
2, 330
3, 265
4, 402
5, 389
6, 3085
7, 412
8, 262
9, 334
10, 2008
11, 2012
0, 308
1, 480
2, 3401
3, 492
4, 402
5, 3146
6, 472
7, 3082
8, 474
9, 195
10, 3455
11, 346
0, 3354
1, 359
2, 369
3, 433
4, 369
5, 530
6, 3435
7, 311
8, 3376
9, 3632
10, 423
11, 3474
0, 3137
1, 477
2, 253
3, 2021
4, 528
5, 539
6, 217
7, 3126
8, 157
9, 497
10, 127
11, 284
0, 3343
1, 3087
2, 439
3, 439
4, 459
5, 530
6, 317
7, 450
8, 3263
9, 3087
10, 529
11, 3147
0, 509
1, 311
2, 513
3, 3416
4, 401
5, 483
6, 445
7, 3356
8, 319
9, 351
10, 161
11, 324
0, 3343
1, 536
2, 470
3, 504
4, 3427
5, 527
6, 382
7, 462
8, 3176
9, 3466
10, 336
11, 382
0, 3162
1, 3312
2, 417
3, 3047
4, 3341
5, 3175
6, 401
7, 223
8, 428
9, 470
10, 403
11, 499
0, 3164
1, 483
2, 168
3, 2021
4, 3129
5, 3419
6, 2021
7, 236
8, 296
9, 507
10, 2000
11, 530
0, 3354
1, 3107
2, 251
3, 2003
4, 3107
5, 504
6, 3116
7, 328
8, 264
9, 3171
