0,1,2,3,4
C1CCCO1,C1CCC1C1CCC1O,C1CCCC1,C1CCCO1,C1CCC1C1CCC1
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,CC(=O)C(=O),O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,CCCOCCO,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
C1CCC1CCO,C1CCCO1,C1CCCO1,C1CCCO1,C1CCC1C1CCC1
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,C1CCC1CC1,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
CC1CCCO1,CCCOCCO,CC1CCCO1,CC1CCCCCO1,C1CCCO1
CC1CCC1CCO,CCCOCCO,C1CCC1C1CCC1,C1CCC1CCC1,C1CCCO1
CC1CCCO1,O1CCCCCO1,CC1CCCO1,C1CCC1CCC1,C1CCC1CCC1
CC1CCC1CO,CC(=O)O,CC1CCCO1,CCCOCCO,CCCOCCO
CC1CCCO1,C1CCCO1,C1CCCO1,C1CCC1CC1,C1CCCO1
CC(=O)O,CCCOCCO,CC1CCCO1,CCCOCCO,CCCOCCO
C1CCC1C1CCC1,C1CCC1C1CCC1,CCOC(=O)C,C1CCC1CC1,CC(=O)O
CC1CCCO1,C1CCC1C1CCO1,C1CCCOC1,C1CCC1CCC1,C1CCC1CCO
CCCOCCO,CCCOCCO,CC1CCCO1,C1CCC1C1CCO1,CC1CCCCC1
OCCOCCO,CC1CCC1CCO,C1CCCCC1,CCCOCCO,C1CCC1OC1CCO
CC(=O)O,CC(=O)O,CC(=O)O,C1CCC1CCO,CC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,CC(=O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
C1CCC1CCC1,C1CCCO1,C1CCCO1,C1CCC1C1CCC1,CC1CCOCC1
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC1CCC1CC1,C1CCC1C1CCO1,C1CCC1CCC1,C1CCCO1,O=C(O)P(=O)(O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CCOC(C)=O,CCOC(=O)C,CC(=O)O,CCOC(=O)C,CCOC(C)=O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
C1CCC1C2CCC2O,CC(=O)O,CC(=O)O,C1CCCO1,CC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,C1CCC1C1CCC1,CC(=O)O
C1CCCO1,C1CCC1C1CCC1,C1CCCOC1,C1CCCO1,C1CCC1CCC1
CC(=O)O,CC(=O)O,C1CCC1C1CCC1,C1CCC1CCC1,CCOC1CCO1
C1CCC1CCC1,C1CCCO1,C1CCC1C1CCC1,C1CCCO1,C1CCCO1
CC(=O)O,C1CCCO1,C1CCC1CCC1,C1CCC1CCC1,C1CCC1CCC1
CC1CCOCC1,C1COCC1,CC(=O)O,CC1CCOCC1,C1CCCO1
CCOC(=O)C,CCOC(=O)C,CCOC(=O)C,CCOC(=O)C,CCOC(=O)O
C1CCCO1,CC1CCCO1,C1CCC1C1CCO1,C1CCC1C1CCC1,C1CCCO1
C1CCC1CC1,C1CCC1CCC1,C1CCCO1,C1CCC1C1CCO1,C1CCC1C1CCO1
CC(=O)O,CC(=O)O,CCOC(=O)O,CC(=O)O,CC(=O)O
C1CCCOC1,CC1CCCCC1,C1CCCO1,C1CCC1C1CCC1,C1CCC1C1CCO1
CC(=O)O,C1CCC1CCO,C1CCC1CCC1,CC1CCCO1,C1CCCO1
CCOC(=O)O,CCOC(=O)O,CC(=O)O,CC(=O)O,CCOC(=O)O
CC(=O)O,CCOC(=O)C,CCOC(=O)O,CC(=O)O,CC(=O)O
C1CCC1C1CCC1,C1CCC1CCOCCO,C1CCCO1,C1CCCO1,C1CCC1C1CCO1
CC1CCC1OC1CCO,C1CCC1CCC1,C1CCC1OC1CCO,CC1CCCO1,CC1CCCO1
CCOC(=O)O,CCOC(=O)O,CCOC(=O)O,CC(=O)O,CCOC(=O)O
CC(=O)O,CC(=O)O,CCOC(=O)O,CCOC(=O)O,CCOC(=O)O
CCOC(=O)O,CC(=O)O,CC(=O)O,CCOC(=O)O,CCOC(=O)O
C1CCCO1,CC1CCCO1,C1CCCO1,CC1CCCO1,C1CCCO1
C1CCOC1,C1CCOC1,C1CCOC1,C1CC1OC1,C1CC1OC1
C1CCC(C(C1)O)C(C(C)O)C(C(C)O)C(C(C)O),C1CCC(C1)C1CCC(C1)C1CCC(C1)C1,C1CCC1CCC1CCC1,C1CCCCC1C1CCCCC1,C1CCC(C(C1)O)C(O)C(O)C(O)C(O)C
C1CCCO1,C1CCC1C1CCC1,CC(=O)O,CC(=O)O,CC(=O)O
O=C(COP(=O)(O)O)N,O=C(C(=O)(O)O)N(O)O,O=C(CP(=O)(O)O)NO,O=C(C(=O)(O)O)N(O),C1=CC(=O)(C(=O)O)N1O
CC1CCCO1,C1CCCO1,C1CCC1CCC1,C1CCC1CCO,CC1CCC1CCO
C1CCCO1,C1CCCO1,C1CCCO1,C1CCC1CCC1,C1CCCOC1
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
C1CCC1C1CCC1,C1CCC1CCC1,C1CCC1C1CCO1,CC1CCCO1,C1CCC1C1CCC1
CC(C)CC(C(O)C(C(O)C(C)O)C(C)O)C1CCCCC1O,CC(C(C)O)C(C(C)O)C1CCC1C(O)C(O)C,CC(C(C)O)CC(C(C)O)C(C(C)O)C1CCCCC1O,C1CCC(C(C)O)C(C(C)O)C(C(C)O)C1OC,C1CCCOCC(C(C)O)C(C(C)O)C1CCCCC1O
O=C(CP(=O)(O)O)N,O=C(CP(=O)(O)O)N=O,O=C(CP(=O)(O)O)NOC,CC1CCCO1,C1CCC1C1CCO1
CC(=O)O,CC(=O)O,CC(=O)O,CCOC(=O)O,CC(=O)O
CCOC(=O)O,CCOC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
C1CCC1CCC1,C1CCCO1,C1CCCO1,C1CCCO1,C1CCCO1
C1CCCO1,C1CCC1C1CCC1,CC1CCCO1,C1CCC1CCC1,C1CCCOC1
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC(=O)O,CC(=O)O,CCOC(=O)O,CC(=O)O,CC(=O)O
C1CCC1C1CCC1,C1CCC1CCC1,O=C(CP(=O)(O)O)N=O,O=C(COP(=O)(O)O)N,O=C(CP(=O)(O)O)N(O)
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
C1CCCO1,CC1CCCOCC1,CC1CCCO1,C1CCC1C1CCC1,C1CCCOC1
O=C(CP(=O)(O)O)N=O,O=C(C(=O)(O)O)N=O,C1=CO=CC(=O)(N)O,O=C(C(=O)(O)OP(=O)(O)O)N,O=C(C(=O)(O)OP(=O)(O)O)N
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CC(=O)O,CCOC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
C1CCCO1,C1CCCO1,C1CCC1C1CCO1,C1CCC1C1CCO1,CC1CCC1OCCO
C1=CC(=C(F)C(F)(C1)[C@H]2[C@]3(C(=S)C2)[C@@]14S[C@H]1CC(F)=C(F)[C@@]24)C,C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24,C1=CC(F)=C(F)C1(C(F)(C)C(F)(C)C(F)(C)C(F)(C)C(F)(C)C(F)S)C(C(C)C(C)C(C)C)C(C)C(C)C(C)C(C)C,C1CCC(C2CCCCC2)CC1,C1=C(F)C2(C(F)C3(C(=S)C1)C4(C(F)C(C(F)C3)C2)C4)C(C(F)C(C(F)C1)C2)C1
CC(=O)O,CC1CCC1OC1CCO,CC(=O)O,C1CCCO1C1CCO1,C1CCOC1C1CCO1
C1CCC1CCC1,C1CCC1CCC1,CC1CCCO1,C1CCCO1,C1CCC1C1CCC1
C1CCC1CCO,C1CCC1C1CCC1,C1CCC1OC1CCO,CC1CCCO1,CC(=O)O
O=C(COP(=O)(O)O)N,O=C(C(=O)(O)O)N(O),O=C(C(=O)(N)O)(O)O,O=C(C(C(=O)(O)O)O)N,CC(=O)O
CC1CCCO1,C1CCC1C1CCC1,C1CCC1CCC1,C1CCCO1,C1CCC1CCC1
CC(=O)O,C1CCC1C1CCC1,C1CCC1C1CCO,C1CCC1CCO,CC(=O)O
CCOC(=O)O,CC(=O)O,CCOC(=O)O,CCOC(=O)C,CCOC(=O)O
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O
CCOC(=O)O,CCOC(=O)O,CCOC(=O)O,CC(=O)O,CCOC(=O)O
C1CCCOC1,C1CCC1CCC1,C1CCC1C1CCC1,C1CCCOC1,C1CCCO1
CC(=O)O,CC(=O)O,CC(=O)O,CC(=O)O,CCOC(=O)O
