Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
CC(C)(C)c1ccc(C(=O)Nc2nc3ccccc3o2)cc1,6.8,0.7628497987711379,294.35400000000004,4.377600000000004,1.9284345234398597,0.8071565476560141,0
C=C1CS[C@H]([C@@H](NC(=O)/C(=N\OC)c2csc(N)n2)C(=O)O)N[C@H]1C(=O)O,-7.2,0.21767633060260042,415.4530000000001,-0.6828999999999985,4.490301966690437,0.5509698033309564,1
CCc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)n2CC(=O)OC,6.2,0.5590276432615514,468.45300000000015,3.5142000000000015,2.458571291467555,0.7541428708532445,0
CC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O,-8.0,0.4089085588686725,375.2780000000001,-1.0844,4.036528759332276,0.5963471240667724,0
CCN1CCN(c2ccc(C(=O)c3c[nH]c4ccccc34)cc2OCc2ccccn2)CC1,-3.2,0.4284753278521916,440.54700000000025,4.514800000000003,2.3243374768017677,0.7675662523198232,0
CC(C)(C)c1ccc(-c2nc3ccc(C(F)(F)F)cc3c(=O)n2-c2ccccc2)cc1,27.6,0.37626769952384737,422.45000000000005,6.369000000000005,2.16375307748433,0.7836246922515671,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccc(F)cc2)c(=O)[nH]c1=O,-5.4,0.6795191209094571,382.43500000000006,3.5642000000000014,2.3517713226568198,0.7648228677343181,0
N[C@H]1Cc2ccccc2CC[C@@H]1O,-5.2,0.5773790645684785,177.24699999999996,0.8634999999999999,2.946796830348317,0.7053203169651683,0
Cc1c(O)c(O)c(O)c(Cl)c1C(=O)OC1CCCCC1,-6.8,0.5762593962000073,300.7380000000001,3.2547200000000016,2.6589773338529756,0.7341022666147025,0
Cc1ccc(S(=O)(=O)NCC(=O)NO)cc1C,-6.4,0.5264788308035746,258.299,0.08714000000000005,2.0593558126097875,0.7940644187390212,0
Cc1cc(=O)n(-c2ccc(C(=O)O)cc2)c(-c2ccc(O)cc2)n1,-5.9,0.7730439024831955,322.32000000000005,2.61172,2.0642470404997777,0.7935752959500222,0
CS[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,-6.3,0.8224894911723939,281.341,0.4183,4.0371644502539255,0.5962835549746075,0
COc1cc(C(=O)O)c(OC)cc1NC(C)=O,-5.4,0.82818777496909,239.22699999999998,1.3603999999999998,1.7791650433790167,0.8220834956620984,0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](NC(=O)C(C)(C)C(=O)c2ccccc2)C(=O)O)cc1,-5.1,0.18505583460770353,540.6160000000003,5.292520000000003,2.9933164170752296,0.7006683582924771,0
CCCCCCn1c(C(=O)c2c(O)cc(-c3ccc(F)cc3)cc3ncnc2-3)nc2ccccc21,0.0,0.21489917955872437,468.53200000000015,6.254100000000006,2.6935189371229153,0.7306481062877085,0
C[C@@H]1SC[C@@H](C(=O)N[C@@H](Cc2cnc3[nH]c(=O)[nH]c3c2)C(=O)O)NC(=O)[C@@H](C(=O)O)N[C@@H]1C,-7.0,0.23599872872182412,480.50300000000016,-1.585499999999997,4.962045847617907,0.5037954152382093,1
N=C(N)c1ccc2[nH]c(N=c3cccc(C4(O)CCCCC4)[nH]3)cc2c1,59.9,0.36918548890627023,349.4380000000001,3.1641700000000013,3.507233181771353,0.6492766818228647,0
COCCOCCOCCOCCOC(C)C,-4.6,0.45817758697477706,250.33499999999995,1.1076000000000001,2.249688697225171,0.7750311302774829,0
