0,1,2,3,4
C1=NO[C@H]([C@H]1O[C@H]2C3=NC=NC4=C3N(C(C(C(C(C4)O)O)O)O)C2=O)C5=C(C(C(C(C5)O)O)O)C6=C(C(C(C(C6)O)O)O),C1=Oc2c(Nc3ccc(cc3)C(=O)Nc4ccc(cc4)C(=O)Nc5ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc8ccc(cc8)C(=O)Nc9ccc(cc9),C1=NC(C(C(=O)N1)c1ccc(cc1)C(=O)N1C=CC(=O)N1C(=O)N1C(=O)N1C(=O)N1C(=O)N1C(=O)N1C(=O)N1C(=O)N1C(=O)N1C,C1=Oc2c(Nc3c(N(C(C(=C)c4c(Nc5c(N(C(C(=O)Nc6c(N(C(C(=O)Nc7c(N(C(C(=O)Nc8c(N(C(C(=O)Nc9c(N(C(C(=O)Nc1c(N(C(C(=O)N,C1=NOCC1CN1C=CC2=C(C=C1)C1=C(C(C(C(=O)N1C1=CC=CC=C1)C1=CC=CC=C1)C1=O)C1=O[C@H]1C2=NC3=C(NCCO)N(C(C(C(=O)N3C
C1CCC(C(=C(C=C(C(F)(F)F)C(F)(F)F)C1)C2=CC=CC=C2C3=CC=CC=C3C4(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1CCC1/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,C1CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1
C1=O[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)C2=CN(C3=CC(O)C(O)C(O)C(O)C3)C2=N,C1=O[C@@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)C2=NC3=C(N)N=NC3=C1C2=C(C3=CC(O)C(O,C1=O[C@H]1[C@@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O),C1=C[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3,C1=O[C@H](O[C@H]2C=NO[C@H]2C2=C(C3=CC(O)C(O)C(O)C(O)C3)C(O)C(O)C(O)C2)c2ncnc3c2N1C(O)C(O)C(O)C(O)C3
CC1CCC2C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC1CCC2(C(C(F)(F)F)C(F)(F)F)C(=C/C=C/C(=O)C1)C1(C(C)C)C(C)C1CCC1C1=CC=CC=C1C2CC(C(=O)O)C(C)C1CCC1C2)C1=CC=CC=C1,C1CCC1/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,C1CCC(C(C(C(C(C(C1)C1CC(C(C(C(C(C1)C1CCC(C(C(C(C(C1)C1CCC(C(C(C(C(C1)C1CC(C(C(C(C(C1)C1CC(C(C(C(C(C1)C1CCC(C(C(C(C(C(C1)C1CC(C(C(C(C(C,C1CCC1CCC1C2C(=C/C=C/C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C2CCC2C1C1C=CC=CC1OC1C=CC=CC1OC1
C1CCC(C2C1CCC(C(C(F)F)C(F)F)C(F)F)C1C(C(C(F)F)C(F)F)C1C(C(C(F)F)C(F)F)C1CC1C1C(C(C(F)F)C(F)F)C1C(C(C(F)F)C,C1CCC2=CC=CC=C2CC3=CC=CC4=CC=CC5=C4C(C(F)(F)F)C(F)(F)F)C(F)(F)F)C3CC3C1CO,CCc1cccc(c1C(C(F)(F)F)C(F)(F)F)C2CCC2c1ccc(CO)c(CO)c1,C1CCC(C(C1)C1CC(C(C1)C(C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C(C(C(C1)C(C,CC1CCC2(C(C(F)(F)F)C(F)(F)F)C(F)(F)F)C1(C)C(C(F)(F)F)C(F)(F)F)C1(C)C1(C)C(C(F)(F)F)C(F)(F)F)C1(C)C(C(F)(F)F)
CC(c1cccc(C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C2CCC2)c1)c1ccc(CO)c(CO)c1,CCc1ccc(cc1)C(C(F)(F)F)C(F)(F)FCCC2CCC2c1ccc(cc1)C(=O)C(=C/C(=C/C(=O)C2CCC2)c1ccc(cc1)C(=O)C(=C/C(=O)C3CCC3)c1ccc(cc1)C(=O),CC1CCC2(C(C(=C(C(C(C(F)(F)F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F)C2)C1)C1(C(C(C(C(C1)C1)C1)C1)C1)C1(C(C(C(C(C1)C1)C1,C1CCC(C2C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC1CCC2CCC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)C1(C(C(C(F)(F)F)C(F)(F)F)C1=CC=CC=C1)C1=CC=CC=C1C(C(C)O)O)C1=CC=CC=C1C(C
CC(c1ccc(cc1)c1ccc(cc1)C1CCC(C(F)(F)F)C(F)(F)F)C2CC(C(F)(F)F)C(F)(F)F)C1CCC1,C1CCC1c1cccc(/C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C2CCC2)c1)c1ccc(CO)c(CO)c1,CCc1ccc(cc1)C(C(=O)O)c1ccc(cc1)C(C(=O)O)c1ccc(cc1)C(C(=O)O)c1ccc(cc1)C(F)(F)FCC1(C(F)(F)F)C2(C(F)(F)F)C(=C(/C(=C/C1CCC1)C,C1CCC(C1)c1cccc(/C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C2CCC2)c1)c1ccc(CO)c(CO)c1,C1CCC(C1)C1CCC1C2C(C(C(F)(F)F)C(F)(F)F)C1(C(C(F)(F)F)C(F)(F)F)C1(C(C(F)(F)F)C(F)(F)F)C1(C(C(F)(F)F)C(F)(F)F)C
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C)c2ccc(CO)c(CO)c2c1,CC/C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC1CCC(=C(C=C(C(O)(C(F)(F)F)C(F)(F)F)C1)C1=CC=CC=C1C2=CC=CC=C2C(C(=O)C(C(=O)C)C)C)C
C1CC1,C1=O[NH]C/C=C/[C@H]1O[C@@H]1C2=C3Nc4c(NCCO)c(Nc4c3Nc2N1C[C@H](O)C1c2ccc(cc2)c3ccc(F)c(C(F)(F)F)c3C1OC)C1C(O),C1=O[NH]C/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,O=C(NC/C=C/C1OC2C3C(NC(C)C4=C(C(=O)N(C)C=C(C)C4)C(C)C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C,C1=Oc2c3c(NCCO)nnc3c4c(NCCO)nnc4c2c1c1ccccc1Oc1ccc(cc1)C1=C(C(=O)Nc2ccc(cc2)C(F)(F)F)C(=O)N1C1=CC=CC=C1
CCN(C(=O)c1ccc(cc1)C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,CC(=O)N(C1=CC=CC=C1)C(F)(F)F.C1CCN(C2=NC(=N)N(C3=CC=CC=C3)C2)C3=CC=CC=C3.CC1CC1,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1
