Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
N[C@H]1O[C@@H]2[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]2c2[nH]cnc21,-8.4,0.2966079184729485,437.1310000000001,-0.4510000000000005,5.128753149263622,0.4871246850736378,1
CC(C)(C)c1ccc(-n2c(=O)c(=NOC(=O)c3ccccc3)c2=O)cc1,-3.0,0.5349287317534873,350.374,2.0435,2.3988641048482755,0.7601135895151725,0
C[C@H]1O[C@@H](C(=O)O)[C@H](OP(=O)(O)O)C=C1C(=O)O,-5.6,0.4925822125657731,282.14099999999996,-0.6528000000000003,4.323934945757053,0.5676065054242947,0
CCc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)n2CC(=O)OC,0.4,0.5590276432615514,468.45300000000015,3.5142000000000015,2.458571291467555,0.7541428708532445,0
C[C@H]1O[C@@H](n2c(=O)n(C3CC3)c3c(N)ncnc32)[C@H](O)[C@@H]1O,-4.3,0.6587729813219032,307.30999999999995,-0.8508000000000002,3.952523363190476,0.6047476636809523,0
CCN(CC)c1ccc(C(=O)c2nc3ccccc3[nH]2)cc1Oc1ncccc1C1CCOC1,2.8,0.3610292161827275,456.5460000000002,5.331300000000004,3.2389834640416755,0.6761016535958324,0
CC(C)(C)OCCOCCOCCOCCOCCO,-6.1,0.47937288852426657,294.388,0.8602000000000007,2.4420251080681883,0.7557974891931811,0
COC(=O)[C@@H]1C=C(O)C(=O)O[C@@H]1OP(=O)(O)O[C@H]1C=C(O)C(=O)[C@@H]1C,-7.3,0.44350668185378334,378.2260000000001,0.2632999999999996,5.0240641562882615,0.49759358437117385,1
CN1CCN(C(=O)c2nc(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)CC1,37.3,0.4342201594628022,503.5900000000002,6.060800000000006,2.539952286421366,0.7460047713578634,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccc(F)cc2)c(=O)[nH]c1=O,-2.8,0.6795191209094571,382.43500000000006,3.5642000000000014,2.3517713226568198,0.7648228677343181,0
Cc1c(O)c(O)c(O)c(Cl)c1C(=O)OC1CCCCC1,-5.4,0.5762593962000073,300.7380000000001,3.2547200000000016,2.6589773338529756,0.7341022666147025,0
CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)NO)cc1,-6.8,0.42613880397132853,287.29699999999997,-0.5712999999999995,1.9865457761037035,0.8013454223896297,0
CC(=O)Nc1ccc(C(=O)O)cc1-c1nc(-c2ccc(O)cc2)nc2cc(N)nn12,4.6,0.4039068861801626,404.3860000000001,2.4026999999999994,2.6101696371337955,0.7389830362866204,0
CS[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,-4.5,0.8224894911723939,281.341,0.4183,4.0371644502539255,0.5962835549746075,0
COc1cc(C(=O)O)c(OC)cc1NC(C)=O,-6.5,0.82818777496909,239.22699999999998,1.3603999999999998,1.7791650433790167,0.8220834956620984,0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](NC(=O)C(C)(C)C)C(=O)O)cc1,-4.5,0.5000936493096929,450.5350000000002,4.429520000000002,2.7221901029395514,0.7277809897060449,0
CC(C)Oc1ccc2c(c1)CC(C(N)=O)c1cc(C#N)ccc1-2,3.9,0.9460857591309069,306.365,3.137480000000001,2.9304615938931917,0.7069538406106808,0
C[C@@H]1C[C@H](C(=O)O)C=C[C@@H]1OP(=O)(O)O[C@H]1C=C[C@H](C(=O)O)C[C@H]1O,-6.1,0.3954690677711512,376.29800000000006,1.1755999999999998,5.180120954101193,0.48198790458988067,0
COc1csc(NC(=O)[C@@H](NC(=O)[C@@H]2SC[C@H]3NC(C(=O)O)=CN[C@H]32)C(=O)O)n1,-4.0,0.2738394372604852,443.4630000000002,-1.3689999999999973,4.73074204290956,0.5269257957090441,0
Cc1ccc2c(C3CCCCC3=O)nc3ccccc3c2c1,0.3,0.5948925172392852,289.37800000000004,4.9231200000000035,2.737716331952269,0.7262283668047731,0
CC(C)[C@H]1SC(Nc2ccc(F)cc2)=NC1=O,-7.4,0.8795666623454342,252.314,2.8916000000000004,2.8656806183900283,0.7134319381609971,1
Cc1ccc(C(=O)n2ccnc2-c2ccccc2)cc1C(F)(F)F,-6.9,0.6899597437455249,330.309,4.565820000000002,2.2385887167339913,0.7761411283266009,0
CC(C)(C)OC(=O)Nc1ccc2nc(C(=O)Nc3ccco3)cnc2c1,6.4,0.7403438105441094,354.36600000000004,3.8221000000000016,2.4656187413077078,0.7534381258692292,0
CCc1ccc(O)c(O)c1,-6.7,0.579216457405964,138.16599999999997,1.6602,1.7410129564191035,0.8258987043580897,0
CCc1ccc2c(c1)CC(=O)N2Cc1ccccc1,-5.9,0.8189715345213119,251.32899999999998,3.338300000000002,1.8385865659021405,0.816141343409786,0
CC(C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3)cccc2s1)C1CCCC1,6.1,0.4785807860486634,475.6580000000002,5.957800000000006,3.2602378375764562,0.6739762162423544,0
CC(NC(c1ccccc1)c1ccccc1)C(=O)N1CCCC1C(=O)NCc1ccc(Cl)c(Cl)c1,2.6,0.4286531004675766,510.4650000000004,5.368300000000005,2.936389492401167,0.7063610507598833,0
CC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-8.1,0.26773535746313065,340.325,-3.9794999999999985,4.332390678779295,0.5667609321220705,1
COc1cc(C(=O)O)ccc1NC(C)=O,-6.1,0.7874187312147228,209.201,1.3518,1.5661585034193024,0.8433841496580697,0
CC[C@H](O)CC[C@H](O)CC=O,-5.5,0.5557693417880253,160.213,0.48739999999999994,3.529822338853367,0.6470177661146633,0
COc1cc(C(=O)O)cc(NC(C)=O)c1OC,-6.2,0.82818777496909,239.22699999999998,1.3603999999999998,1.8511773510713248,0.8148822648928675,0
CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(O)c(C(=O)NCCCCn3ccnc3)c2)CC1,6.7,0.599478852914478,471.55800000000033,2.4918000000000005,2.4366240074027736,0.7563375992597227,0
O=P(O)(O)c1ccccc1,-6.4,0.584496818823201,158.093,0.4895999999999999,2.1229770589832064,0.7877022941016794,0
Cc1c(C(=O)OC2C=CCCC2)oc(O)c(Cl)c1=O,-7.9,0.6670134580674985,284.695,2.5727200000000017,3.749458523319616,0.6250541476680385,1
