algorithm,budget_multiplier,function,dimension,instance,evaluations,best_f,final_target_hit,elapsed_sec
BERW-Hetero,100,114,40,1,4000,426.2236414,0,0.0
BERW-Hetero,100,114,40,2,4000,1529.824165,0,0.0
BERW-Hetero,100,114,40,3,4000,1497.697855,0,0.0
BERW-Hetero,100,114,40,4,4000,1306.352432,0,0.0
BERW-Hetero,100,114,40,5,4000,1345.965847,0,0.0
BERW-Hetero,100,114,40,6,4000,1839.986336,0,0.0
BERW-Hetero,100,114,40,7,4000,1206.449704,0,0.0
BERW-Hetero,100,114,40,8,4000,1396.711958,0,0.0
BERW-Hetero,100,114,40,9,4000,1132.751279,0,0.0
BERW-Hetero,100,114,40,10,4000,1238.217292,0,0.0
BERW-Hetero,100,114,40,11,4000,1928.613681,0,0.0
BERW-Hetero,100,114,40,12,4000,1337.784594,0,0.0
BERW-Hetero,100,114,40,13,4000,1890.958065,0,0.0
BERW-Hetero,100,114,40,14,4000,967.7307492,0,0.0
BERW-Hetero,100,114,40,15,4000,1155.73198,0,0.0
BERW-Hetero,100,116,40,1,4000,30868.23697,0,0.0
BERW-Hetero,100,116,40,2,4000,14957.32281,0,0.0
BERW-Hetero,100,116,40,3,4000,30121.05284,0,0.0
BERW-Hetero,100,116,40,4,4000,18629.25967,0,0.0
BERW-Hetero,100,116,40,5,4000,26927.4376,0,0.0
BERW-Hetero,100,116,40,6,4000,51245.7485,0,0.0
BERW-Hetero,100,116,40,7,4000,23798.40646,0,0.0
BERW-Hetero,100,116,40,8,4000,31165.82342,0,0.0
BERW-Hetero,100,116,40,9,4000,18354.23836,0,0.0
BERW-Hetero,100,116,40,10,4000,78392.92888,0,0.0
BERW-Hetero,100,116,40,11,4000,17786.78703,0,0.0
BERW-Hetero,100,116,40,12,4000,32512.06165,0,0.0
BERW-Hetero,100,116,40,13,4000,39344.9447,0,0.0
BERW-Hetero,100,116,40,14,4000,27767.47776,0,0.0
BERW-Hetero,100,116,40,15,4000,49622.56824,0,0.0
BERW-Hetero,100,117,40,1,4000,75386.45502,0,0.0
BERW-Hetero,100,117,40,2,4000,56847.42856,0,0.0
BERW-Hetero,100,117,40,3,4000,106920.8489,0,0.0
BERW-Hetero,100,117,40,4,4000,68886.48323,0,0.0
BERW-Hetero,100,117,40,5,4000,89599.97352,0,0.0
BERW-Hetero,100,117,40,6,4000,78962.87532,0,0.0
BERW-Hetero,100,117,40,7,4000,62718.0565,0,0.0
BERW-Hetero,100,117,40,8,4000,74658.80295,0,0.0
BERW-Hetero,100,117,40,9,4000,101302.9261,0,0.0
BERW-Hetero,100,117,40,10,4000,45597.09261,0,0.0
BERW-Hetero,100,117,40,11,4000,93112.05744,0,0.0
BERW-Hetero,100,117,40,12,4000,48786.42813,0,0.0
BERW-Hetero,100,117,40,13,4000,141403.3988,0,0.0
BERW-Hetero,100,117,40,14,4000,90968.12469,0,0.0
BERW-Hetero,100,117,40,15,4000,84390.1162,0,0.0
BERW-Hetero,100,119,40,1,4000,41.34760634,0,0.0
BERW-Hetero,100,119,40,2,4000,38.98468435,0,0.0
BERW-Hetero,100,119,40,3,4000,18.31799702,0,0.0
BERW-Hetero,100,119,40,4,4000,30.78691133,0,0.0
BERW-Hetero,100,119,40,5,4000,29.61048729,0,0.0
BERW-Hetero,100,119,40,6,4000,32.2753177,0,0.0
BERW-Hetero,100,119,40,7,4000,34.25849705,0,0.0
BERW-Hetero,100,119,40,8,4000,41.12652303,0,0.0
BERW-Hetero,100,119,40,9,4000,35.59050003,0,0.0
BERW-Hetero,100,119,40,10,4000,25.63888647,0,0.0
BERW-Hetero,100,119,40,11,4000,18.50050408,0,0.0
BERW-Hetero,100,119,40,12,4000,38.62160411,0,0.0
BERW-Hetero,100,119,40,13,4000,42.93258763,0,0.0
BERW-Hetero,100,119,40,14,4000,31.23416034,0,0.0
BERW-Hetero,100,119,40,15,4000,39.39487115,0,0.0
BERW-Hetero,100,120,40,1,4000,48.29425684,0,0.0
BERW-Hetero,100,120,40,2,4000,45.82173104,0,0.0
BERW-Hetero,100,120,40,3,4000,59.64880372,0,0.0
BERW-Hetero,100,120,40,4,4000,49.50023275,0,0.0
BERW-Hetero,100,120,40,5,4000,68.10479326,0,0.0
BERW-Hetero,100,120,40,6,4000,55.28495559,0,0.0
BERW-Hetero,100,120,40,7,4000,40.11367545,0,0.0
BERW-Hetero,100,120,40,8,4000,49.07162794,0,0.0
BERW-Hetero,100,120,40,9,4000,56.48516754,0,0.0
BERW-Hetero,100,120,40,10,4000,51.46116198,0,0.0
BERW-Hetero,100,120,40,11,4000,48.39513104,0,0.0
BERW-Hetero,100,120,40,12,4000,32.4495904,0,0.0
BERW-Hetero,100,120,40,13,4000,77.4559238,0,0.0
BERW-Hetero,100,120,40,14,4000,41.26562531,0,0.0
BERW-Hetero,100,120,40,15,4000,62.25722637,0,0.0
BERW-Hetero,100,122,40,1,4000,11.06234277,0,0.0
BERW-Hetero,100,122,40,2,4000,10.71816768,0,0.0
BERW-Hetero,100,122,40,3,4000,12.81608318,0,0.0
BERW-Hetero,100,122,40,4,4000,12.59232654,0,0.0
BERW-Hetero,100,122,40,5,4000,9.906429297,0,0.0
BERW-Hetero,100,122,40,6,4000,9.266575658,0,0.0
BERW-Hetero,100,122,40,7,4000,12.88800828,0,0.0
BERW-Hetero,100,122,40,8,4000,12.20833507,0,0.0
BERW-Hetero,100,122,40,9,4000,14.52285151,0,0.0
BERW-Hetero,100,122,40,10,4000,10.68052724,0,0.0
BERW-Hetero,100,122,40,11,4000,9.638408685,0,0.0
BERW-Hetero,100,122,40,12,4000,8.772683709,0,0.0
BERW-Hetero,100,122,40,13,4000,10.76337655,0,0.0
BERW-Hetero,100,122,40,14,4000,8.997309264,0,0.0
BERW-Hetero,100,122,40,15,4000,9.186878756,0,0.0
BERW-Hetero,100,123,40,1,4000,13.07846618,0,0.0
BERW-Hetero,100,123,40,2,4000,17.83225427,0,0.0
BERW-Hetero,100,123,40,3,4000,12.28106941,0,0.0
BERW-Hetero,100,123,40,4,4000,10.9884127,0,0.0
BERW-Hetero,100,123,40,5,4000,13.20333354,0,0.0
BERW-Hetero,100,123,40,6,4000,13.97797445,0,0.0
BERW-Hetero,100,123,40,7,4000,13.97369507,0,0.0
BERW-Hetero,100,123,40,8,4000,15.72125342,0,0.0
BERW-Hetero,100,123,40,9,4000,17.43165831,0,0.0
BERW-Hetero,100,123,40,10,4000,14.14494536,0,0.0
BERW-Hetero,100,123,40,11,4000,16.66769847,0,0.0
BERW-Hetero,100,123,40,12,4000,12.24045103,0,0.0
BERW-Hetero,100,123,40,13,4000,16.50071743,0,0.0
BERW-Hetero,100,123,40,14,4000,19.67710806,0,0.0
BERW-Hetero,100,123,40,15,4000,16.96455932,0,0.0
BERW-Hetero,100,125,40,1,4000,1.330812919,0,0.0
BERW-Hetero,100,125,40,2,4000,1.137729138,0,0.0
BERW-Hetero,100,125,40,3,4000,1.43023204,0,0.0
BERW-Hetero,100,125,40,4,4000,1.205102069,0,0.0
BERW-Hetero,100,125,40,5,4000,1.408795767,0,0.0
BERW-Hetero,100,125,40,6,4000,1.147036221,0,0.0
BERW-Hetero,100,125,40,7,4000,1.292301431,0,0.0
BERW-Hetero,100,125,40,8,4000,1.477278588,0,0.0
BERW-Hetero,100,125,40,9,4000,1.082678853,0,0.0
BERW-Hetero,100,125,40,10,4000,1.334149143,0,0.0
BERW-Hetero,100,125,40,11,4000,1.274318696,0,0.0
BERW-Hetero,100,125,40,12,4000,1.176713046,0,0.0
BERW-Hetero,100,125,40,13,4000,1.350607351,0,0.0
BERW-Hetero,100,125,40,14,4000,1.331794709,0,0.0
BERW-Hetero,100,125,40,15,4000,1.347791607,0,0.0
BERW-Hetero,100,126,40,1,4000,1.695346986,0,0.0
BERW-Hetero,100,126,40,2,4000,1.715600345,0,0.0
BERW-Hetero,100,126,40,3,4000,1.763660001,0,0.0
BERW-Hetero,100,126,40,4,4000,1.634130628,0,0.0
BERW-Hetero,100,126,40,5,4000,1.848869499,0,0.0
BERW-Hetero,100,126,40,6,4000,1.725272759,0,0.0
BERW-Hetero,100,126,40,7,4000,1.645995793,0,0.0
BERW-Hetero,100,126,40,8,4000,1.511360028,0,0.0
BERW-Hetero,100,126,40,9,4000,1.26411844,0,0.0
BERW-Hetero,100,126,40,10,4000,1.664699755,0,0.0
BERW-Hetero,100,126,40,11,4000,1.404359703,0,0.0
BERW-Hetero,100,126,40,12,4000,1.364164337,0,0.0
BERW-Hetero,100,126,40,13,4000,1.713801812,0,0.0
BERW-Hetero,100,126,40,14,4000,1.596710198,0,0.0
BERW-Hetero,100,126,40,15,4000,1.65539224,0,0.0
BERW-Hetero,100,128,40,1,4000,82.03574232,0,0.0
BERW-Hetero,100,128,40,2,4000,75.90339232,0,0.0
BERW-Hetero,100,128,40,3,4000,78.08759666,0,0.0
BERW-Hetero,100,128,40,4,4000,80.99925121,0,0.0
BERW-Hetero,100,128,40,5,4000,82.4360329,0,0.0
BERW-Hetero,100,128,40,6,4000,80.27770885,0,0.0
BERW-Hetero,100,128,40,7,4000,81.26822295,0,0.0
BERW-Hetero,100,128,40,8,4000,80.03531083,0,0.0
BERW-Hetero,100,128,40,9,4000,83.00305428,0,0.0
BERW-Hetero,100,128,40,10,4000,80.81351632,0,0.0
BERW-Hetero,100,128,40,11,4000,77.21142026,0,0.0
BERW-Hetero,100,128,40,12,4000,81.20597659,0,0.0
BERW-Hetero,100,128,40,13,4000,83.40774632,0,0.0
BERW-Hetero,100,128,40,14,4000,80.88504577,0,0.0
BERW-Hetero,100,128,40,15,4000,80.16475601,0,0.0
BERW-Hetero,100,129,40,1,4000,74.9305629,0,0.0
BERW-Hetero,100,129,40,2,4000,77.91941331,0,0.0
BERW-Hetero,100,129,40,3,4000,80.86300724,0,0.0
BERW-Hetero,100,129,40,4,4000,78.49960278,0,0.0
BERW-Hetero,100,129,40,5,4000,80.98322403,0,0.0
BERW-Hetero,100,129,40,6,4000,80.62587383,0,0.0
BERW-Hetero,100,129,40,7,4000,81.15263548,0,0.0
BERW-Hetero,100,129,40,8,4000,80.51331328,0,0.0
BERW-Hetero,100,129,40,9,4000,79.68725131,0,0.0
BERW-Hetero,100,129,40,10,4000,82.2099464,0,0.0
BERW-Hetero,100,129,40,11,4000,83.5966174,0,0.0
BERW-Hetero,100,129,40,12,4000,77.65486472,0,0.0
BERW-Hetero,100,129,40,13,4000,80.99981565,0,0.0
BERW-Hetero,100,129,40,14,4000,81.35868475,0,0.0
BERW-Hetero,100,129,40,15,4000,78.54987956,0,0.0
BERW-Hetero(reeval=0),100,108,40,1,4000,200.261792,0,0.0
BERW-Hetero(reeval=0),100,108,40,2,4000,301.6018663,0,0.0
BERW-Hetero(reeval=0),100,108,40,3,4000,188.3620039,0,0.0
BERW-Hetero(reeval=0),100,108,40,4,4000,207.4109822,0,0.0
BERW-Hetero(reeval=0),100,108,40,5,4000,202.5228536,0,0.0
BERW-Hetero(reeval=0),100,108,40,6,4000,278.3825362,0,0.0
BERW-Hetero(reeval=0),100,108,40,7,4000,198.6592516,0,0.0
BERW-Hetero(reeval=0),100,108,40,8,4000,246.2357768,0,0.0
BERW-Hetero(reeval=0),100,108,40,9,4000,164.9050867,0,0.0
BERW-Hetero(reeval=0),100,108,40,10,4000,212.2578901,0,0.0
BERW-Hetero(reeval=0),100,108,40,11,4000,260.37294,0,0.0
BERW-Hetero(reeval=0),100,108,40,12,4000,208.6738949,0,0.0
BERW-Hetero(reeval=0),100,108,40,13,4000,199.6013818,0,0.0
BERW-Hetero(reeval=0),100,108,40,14,4000,263.4870374,0,0.0
BERW-Hetero(reeval=0),100,108,40,15,4000,240.3315289,0,0.0
BERW-Hetero(reeval=0),100,110,40,1,4000,35514.97955,0,0.0
BERW-Hetero(reeval=0),100,110,40,2,4000,45632.88124,0,0.0
BERW-Hetero(reeval=0),100,110,40,3,4000,41727.29127,0,0.0
BERW-Hetero(reeval=0),100,110,40,4,4000,17725.85775,0,0.0
BERW-Hetero(reeval=0),100,110,40,5,4000,38447.5102,0,0.0
BERW-Hetero(reeval=0),100,110,40,6,4000,59962.37091,0,0.0
BERW-Hetero(reeval=0),100,110,40,7,4000,60904.47469,0,0.0
BERW-Hetero(reeval=0),100,110,40,8,4000,41936.69117,0,0.0
BERW-Hetero(reeval=0),100,110,40,9,4000,56934.87456,0,0.0
BERW-Hetero(reeval=0),100,110,40,10,4000,14393.61428,0,0.0
BERW-Hetero(reeval=0),100,110,40,11,4000,78279.75772,0,0.0
BERW-Hetero(reeval=0),100,110,40,12,4000,23389.87049,0,0.0
BERW-Hetero(reeval=0),100,110,40,13,4000,19662.65113,0,0.0
BERW-Hetero(reeval=0),100,110,40,14,4000,54804.31561,0,0.0
BERW-Hetero(reeval=0),100,110,40,15,4000,86184.29298,0,0.0
BERW-Hetero(reeval=0),100,111,40,1,4000,198938.0051,0,0.0
BERW-Hetero(reeval=0),100,111,40,2,4000,168148.7425,0,0.0
BERW-Hetero(reeval=0),100,111,40,3,4000,81886.87145,0,0.0
BERW-Hetero(reeval=0),100,111,40,4,4000,206434.5384,0,0.0
BERW-Hetero(reeval=0),100,111,40,5,4000,127339.5546,0,0.0
BERW-Hetero(reeval=0),100,111,40,6,4000,132479.948,0,0.0
BERW-Hetero(reeval=0),100,111,40,7,4000,257814.9381,0,0.0
BERW-Hetero(reeval=0),100,111,40,8,4000,202009.026,0,0.0
BERW-Hetero(reeval=0),100,111,40,9,4000,166480.1244,0,0.0
BERW-Hetero(reeval=0),100,111,40,10,4000,121896.0767,0,0.0
BERW-Hetero(reeval=0),100,111,40,11,4000,253020.5731,0,0.0
BERW-Hetero(reeval=0),100,111,40,12,4000,181801.5109,0,0.0
BERW-Hetero(reeval=0),100,111,40,13,4000,39192.01626,0,0.0
BERW-Hetero(reeval=0),100,111,40,14,4000,77610.51237,0,0.0
BERW-Hetero(reeval=0),100,111,40,15,4000,211672.9857,0,0.0
BERW-Hetero(reeval=0),100,113,40,1,4000,510.9278999,0,0.0
BERW-Hetero(reeval=0),100,113,40,2,4000,749.9842901,0,0.0
BERW-Hetero(reeval=0),100,113,40,3,4000,500.2274345,0,0.0
BERW-Hetero(reeval=0),100,113,40,4,4000,873.2533483,0,0.0
BERW-Hetero(reeval=0),100,113,40,5,4000,423.1656973,0,0.0
BERW-Hetero(reeval=0),100,113,40,6,4000,388.9877325,0,0.0
BERW-Hetero(reeval=0),100,113,40,7,4000,474.624821,0,0.0
BERW-Hetero(reeval=0),100,113,40,8,4000,522.3178628,0,0.0
BERW-Hetero(reeval=0),100,113,40,9,4000,549.4971625,0,0.0
BERW-Hetero(reeval=0),100,113,40,10,4000,454.7155523,0,0.0
BERW-Hetero(reeval=0),100,113,40,11,4000,527.6286329,0,0.0
BERW-Hetero(reeval=0),100,113,40,12,4000,473.1049555,0,0.0
BERW-Hetero(reeval=0),100,113,40,13,4000,523.3115949,0,0.0
BERW-Hetero(reeval=0),100,113,40,14,4000,678.7572549,0,0.0
BERW-Hetero(reeval=0),100,113,40,15,4000,680.627257,0,0.0
BERW-Hetero(reeval=0),100,114,40,1,4000,997.2355818,0,0.0
BERW-Hetero(reeval=0),100,114,40,2,4000,848.106302,0,0.0
BERW-Hetero(reeval=0),100,114,40,3,4000,836.5271473,0,0.0
BERW-Hetero(reeval=0),100,114,40,4,4000,1068.225401,0,0.0
BERW-Hetero(reeval=0),100,114,40,5,4000,1030.309834,0,0.0
BERW-Hetero(reeval=0),100,114,40,6,4000,1218.961387,0,0.0
BERW-Hetero(reeval=0),100,114,40,7,4000,1060.536578,0,0.0
BERW-Hetero(reeval=0),100,114,40,8,4000,1510.174631,0,0.0
BERW-Hetero(reeval=0),100,114,40,9,4000,1096.802044,0,0.0
BERW-Hetero(reeval=0),100,114,40,10,4000,1281.650005,0,0.0
BERW-Hetero(reeval=0),100,114,40,11,4000,1446.144834,0,0.0
BERW-Hetero(reeval=0),100,114,40,12,4000,906.6661972,0,0.0
BERW-Hetero(reeval=0),100,114,40,13,4000,1720.921067,0,0.0
BERW-Hetero(reeval=0),100,114,40,14,4000,1011.654193,0,0.0
BERW-Hetero(reeval=0),100,114,40,15,4000,1022.913782,0,0.0
BERW-Hetero(reeval=0),100,116,40,1,4000,32191.06375,0,0.0
BERW-Hetero(reeval=0),100,116,40,2,4000,17098.61309,0,0.0
BERW-Hetero(reeval=0),100,116,40,3,4000,36373.87113,0,0.0
BERW-Hetero(reeval=0),100,116,40,4,4000,35313.07965,0,0.0
BERW-Hetero(reeval=0),100,116,40,5,4000,29674.51502,0,0.0
BERW-Hetero(reeval=0),100,116,40,6,4000,27553.77903,0,0.0
BERW-Hetero(reeval=0),100,116,40,7,4000,16246.62256,0,0.0
BERW-Hetero(reeval=0),100,116,40,8,4000,50938.1734,0,0.0
BERW-Hetero(reeval=0),100,116,40,9,4000,25006.70929,0,0.0
BERW-Hetero(reeval=0),100,116,40,10,4000,38558.30945,0,0.0
BERW-Hetero(reeval=0),100,116,40,11,4000,68488.05922,0,0.0
BERW-Hetero(reeval=0),100,116,40,12,4000,19378.25704,0,0.0
BERW-Hetero(reeval=0),100,116,40,13,4000,45295.47111,0,0.0
BERW-Hetero(reeval=0),100,116,40,14,4000,33234.539,0,0.0
BERW-Hetero(reeval=0),100,116,40,15,4000,51914.0255,0,0.0
BERW-Hetero(reeval=0),100,117,40,1,4000,45618.65385,0,0.0
BERW-Hetero(reeval=0),100,117,40,2,4000,58335.46646,0,0.0
BERW-Hetero(reeval=0),100,117,40,3,4000,88030.45436,0,0.0
BERW-Hetero(reeval=0),100,117,40,4,4000,79728.95724,0,0.0
BERW-Hetero(reeval=0),100,117,40,5,4000,109099.5523,0,0.0
BERW-Hetero(reeval=0),100,117,40,6,4000,51036.69673,0,0.0
BERW-Hetero(reeval=0),100,117,40,7,4000,76390.28619,0,0.0
BERW-Hetero(reeval=0),100,117,40,8,4000,80525.86212,0,0.0
BERW-Hetero(reeval=0),100,117,40,9,4000,35098.99495,0,0.0
BERW-Hetero(reeval=0),100,117,40,10,4000,62258.60897,0,0.0
BERW-Hetero(reeval=0),100,117,40,11,4000,54840.40988,0,0.0
BERW-Hetero(reeval=0),100,117,40,12,4000,78808.04746,0,0.0
BERW-Hetero(reeval=0),100,117,40,13,4000,138174.2319,0,0.0
BERW-Hetero(reeval=0),100,117,40,14,4000,39482.55688,0,0.0
BERW-Hetero(reeval=0),100,117,40,15,4000,64673.54197,0,0.0
BERW-Hetero(reeval=0),100,119,40,1,4000,24.85655988,0,0.0
BERW-Hetero(reeval=0),100,119,40,2,4000,43.17519832,0,0.0
BERW-Hetero(reeval=0),100,119,40,3,4000,43.88533203,0,0.0
BERW-Hetero(reeval=0),100,119,40,4,4000,28.73868532,0,0.0
BERW-Hetero(reeval=0),100,119,40,5,4000,21.46137482,0,0.0
BERW-Hetero(reeval=0),100,119,40,6,4000,50.86734623,0,0.0
BERW-Hetero(reeval=0),100,119,40,7,4000,29.48652072,0,0.0
BERW-Hetero(reeval=0),100,119,40,8,4000,25.12647726,0,0.0
BERW-Hetero(reeval=0),100,119,40,9,4000,38.66000982,0,0.0
BERW-Hetero(reeval=0),100,119,40,10,4000,48.55106789,0,0.0
BERW-Hetero(reeval=0),100,119,40,11,4000,37.69581265,0,0.0
BERW-Hetero(reeval=0),100,119,40,12,4000,26.51472686,0,0.0
BERW-Hetero(reeval=0),100,119,40,13,4000,39.20630599,0,0.0
BERW-Hetero(reeval=0),100,119,40,14,4000,52.89421013,0,0.0
BERW-Hetero(reeval=0),100,119,40,15,4000,39.13558308,0,0.0
BERW-Hetero(reeval=0),100,120,40,1,4000,54.72309603,0,0.0
BERW-Hetero(reeval=0),100,120,40,2,4000,49.07114638,0,0.0
BERW-Hetero(reeval=0),100,120,40,3,4000,42.67720251,0,0.0
BERW-Hetero(reeval=0),100,120,40,4,4000,31.01570777,0,0.0
BERW-Hetero(reeval=0),100,120,40,5,4000,72.61416436,0,0.0
BERW-Hetero(reeval=0),100,120,40,6,4000,35.65643602,0,0.0
BERW-Hetero(reeval=0),100,120,40,7,4000,54.07516869,0,0.0
BERW-Hetero(reeval=0),100,120,40,8,4000,45.83466579,0,0.0
BERW-Hetero(reeval=0),100,120,40,9,4000,64.81552217,0,0.0
BERW-Hetero(reeval=0),100,120,40,10,4000,36.75952505,0,0.0
BERW-Hetero(reeval=0),100,120,40,11,4000,60.03100236,0,0.0
BERW-Hetero(reeval=0),100,120,40,12,4000,62.39989949,0,0.0
BERW-Hetero(reeval=0),100,120,40,13,4000,78.62076281,0,0.0
BERW-Hetero(reeval=0),100,120,40,14,4000,72.15527372,0,0.0
BERW-Hetero(reeval=0),100,120,40,15,4000,57.6334962,0,0.0
BERW-Hetero(reeval=0),100,122,40,1,4000,9.761537725,0,0.0
BERW-Hetero(reeval=0),100,122,40,2,4000,13.52656853,0,0.0
BERW-Hetero(reeval=0),100,122,40,3,4000,12.28387157,0,0.0
BERW-Hetero(reeval=0),100,122,40,4,4000,10.9476636,0,0.0
BERW-Hetero(reeval=0),100,122,40,5,4000,11.17369133,0,0.0
BERW-Hetero(reeval=0),100,122,40,6,4000,12.10690271,0,0.0
BERW-Hetero(reeval=0),100,122,40,7,4000,10.82439399,0,0.0
BERW-Hetero(reeval=0),100,122,40,8,4000,14.01089992,0,0.0
BERW-Hetero(reeval=0),100,122,40,9,4000,11.91496249,0,0.0
BERW-Hetero(reeval=0),100,122,40,10,4000,9.591500074,0,0.0
BERW-Hetero(reeval=0),100,122,40,11,4000,11.7720143,0,0.0
BERW-Hetero(reeval=0),100,122,40,12,4000,9.549357134,0,0.0
BERW-Hetero(reeval=0),100,122,40,13,4000,10.90467431,0,0.0
BERW-Hetero(reeval=0),100,122,40,14,4000,9.933000539,0,0.0
BERW-Hetero(reeval=0),100,122,40,15,4000,11.2850181,0,0.0
BERW-Hetero(reeval=0),100,123,40,1,4000,12.65078458,0,0.0
BERW-Hetero(reeval=0),100,123,40,2,4000,18.95062049,0,0.0
BERW-Hetero(reeval=0),100,123,40,3,4000,13.16224559,0,0.0
BERW-Hetero(reeval=0),100,123,40,4,4000,13.05445865,0,0.0
BERW-Hetero(reeval=0),100,123,40,5,4000,12.68217594,0,0.0
BERW-Hetero(reeval=0),100,123,40,6,4000,12.50239231,0,0.0
BERW-Hetero(reeval=0),100,123,40,7,4000,14.23635748,0,0.0
BERW-Hetero(reeval=0),100,123,40,8,4000,16.12819809,0,0.0
BERW-Hetero(reeval=0),100,123,40,9,4000,11.19156263,0,0.0
BERW-Hetero(reeval=0),100,123,40,10,4000,13.25115475,0,0.0
BERW-Hetero(reeval=0),100,123,40,11,4000,13.55164614,0,0.0
BERW-Hetero(reeval=0),100,123,40,12,4000,13.6313533,0,0.0
BERW-Hetero(reeval=0),100,123,40,13,4000,18.26348458,0,0.0
BERW-Hetero(reeval=0),100,123,40,14,4000,8.328600142,0,0.0
BERW-Hetero(reeval=0),100,123,40,15,4000,15.20216199,0,0.0
BERW-Hetero(reeval=0),100,125,40,1,4000,1.57290147,0,0.0
BERW-Hetero(reeval=0),100,125,40,2,4000,1.525328077,0,0.0
BERW-Hetero(reeval=0),100,125,40,3,4000,1.16597468,0,0.0
BERW-Hetero(reeval=0),100,125,40,4,4000,1.630289906,0,0.0
BERW-Hetero(reeval=0),100,125,40,5,4000,1.369640375,0,0.0
BERW-Hetero(reeval=0),100,125,40,6,4000,1.254300603,0,0.0
BERW-Hetero(reeval=0),100,125,40,7,4000,1.555576365,0,0.0
BERW-Hetero(reeval=0),100,125,40,8,4000,1.473083701,0,0.0
BERW-Hetero(reeval=0),100,125,40,9,4000,1.338108261,0,0.0
BERW-Hetero(reeval=0),100,125,40,10,4000,1.291853108,0,0.0
BERW-Hetero(reeval=0),100,125,40,11,4000,1.483624585,0,0.0
