Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,-6.3,0.7411668203155194,214.24599999999998,0.29239999999999966,1.552602831014383,0.8447397168985618,0
CC1=C(N2CC(=O)N[C@@H]2C(=O)N2CC(=O)N[C@@H]2C(=O)N2CC(=O)N[C@@H]2C(=O)N2CC(=O)N[C@@H]2C)C(=O)N[C@H]1C(=O)O,-0.9,0.1798308763158857,575.4950000000003,-6.525300000000004,5.5327115982597626,0.44672884017402376,0
Cc1ccc(-c2ccccc2N=Cc2ccccc2N(c2ccccc2)c2ccccc2C(=O)N2CCc3cccc(C(=O)c4ccccc4)c3C(=O)N2)cc1,14.5,0.11842726195349941,730.8680000000003,10.456719999999995,3.3500409398987934,0.6649959060101207,0
CCCN([C@H](C)C(=O)Nc1ccc(C(C)F)c(C)c1)S(C)(=O)=O,-7.4,0.8266519830661513,344.45200000000006,3.0241200000000017,3.285598433354905,0.6714401566645095,0
CC1=CC(=O)N(c2ccccc2O)C(=O)C(C(=O)O)C1=O,-8.6,0.6047083186634586,289.24300000000005,0.48160000000000003,3.1281703177251554,0.6871829682274845,0
CC1=NC=Nc2ccccc2N1,-6.4,0.6185326067107405,159.19199999999998,2.1903,2.97570903393531,0.702429096606469,0
CC(=O)Nc1ccc(C(F)c2ccccc2)cc1,-7.7,0.8744679613324348,243.281,3.7039000000000017,2.2289927050560703,0.777100729494393,0
CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)NCC1=O)[C@@]2(O)[C@@H]3[C@@H]1C(=O)CNC1=O,-6.4,0.282593843763808,438.5060000000002,-2.3920999999999957,6.163335580408614,0.3836664419591386,0
C=C([C@H](OC(C)=O)C(=O)O)[C@H](OP(=O)(O)O)C(=O)O,-6.2,0.26289768369522787,298.14000000000004,-0.8786000000000003,4.082578536802478,0.5917421463197522,0
Cc1[nH]c(=O)n(C2CCC3(O)C(C(=O)N4CCNCC4)C(O)C(=O)N3C(=O)N2)c(=O)c1C(=O)N1CCNCC1,6.8,0.21464362865189615,548.5570000000002,-4.167879999999993,4.698744294829595,0.5301255705170405,0
CC1(O)OC(O)C(O)C(O)C1O,-6.3,0.2738298915071929,180.156,-2.8738000000000006,4.364257138862113,0.5635742861137887,0
CC(=O)Nc1ccc(N)cc1,-5.5,0.5913430276705032,150.181,1.2271999999999998,1.4591157209126155,0.8540884279087384,0
CC(=O)Nc1ccc(C(=O)Oc2ccc(C)cc2)cc1,-7.9,0.6874599134012607,269.29999999999995,3.172620000000002,1.5031671690178126,0.8496832830982187,0
C=C(C)C(C)C[C@H](O)CCC,-5.5,0.6067453673130337,156.26899999999998,2.7497000000000016,3.4337682274475316,0.6566231772552469,0
CC(=O)Nc1ccc(C(=O)O)cc1,-6.3,0.7195027364935574,179.17499999999998,1.3432,1.3354177719868492,0.8664582228013151,0
O=C(O)P(O)(O)=S,-4.4,0.44747663279009786,142.07199999999997,-0.04150000000000009,3.3651282019086945,0.6634871798091305,0
CC(=O)Nc1ccc(NC(=O)C(=O)O)cc1,-6.7,0.6405622961657707,222.2,0.6680999999999999,1.617795344757992,0.8382204655242008,0
CC(=O)Nc1ccc(C(Cc2ccc(C)cc2)c2ccccc2O)cc1,-8.5,0.6809258544856225,345.442,5.033620000000004,2.351117799468259,0.7648882200531741,0
CC(=O)N1CCC2=C(C(=O)O1)C(=O)N(C(=O)O)C(C(=O)O)C(=O)N2,-9.0,0.3615886453656325,341.2320000000001,-1.9594999999999985,4.084217193590696,0.5915782806409304,1
COc1cc(N)ccc1OC(=O)c1ccc(NC(C)=O)cc1,-7.8,0.5139769357212012,300.314,2.455,1.7588976320921788,0.8241102367907821,0
CC(=O)N1CCN(C(=O)Nc2ccccc2C2CCN(C(=O)Nc3ccc(S)cc3)C(O)C(O)C2O)CC1,0.5,0.32538224100777113,543.6460000000001,1.7328999999999994,3.9603410236888,0.60396589763112,0
CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2)cc1,-6.8,0.9018574651766439,272.279,3.0364000000000004,1.4038754107760543,0.8596124589223946,0
CC(=O)N1CCc2ccccc2N1CC(=O)N1CCN(C(C)C)C(C(C)C)C1,-7.0,0.797230499692833,386.5400000000002,2.3898,3.4245190071904137,0.6575480992809586,0
CC(=O)C(=O)C(=O)C(=O)C(=O)C(=O)C(=O)C(=O)C(C)=O,-6.6,0.3375445238361731,282.15999999999997,-2.8519000000000005,2.8973118603413024,0.7102688139658697,0
C=C(C)CCCOC1CCCC1C(C)C(=O)CCC,-6.6,0.4524087308248021,266.42499999999995,4.533300000000004,3.8139272747123467,0.6186072725287654,1
CC(C)=Nc1ccc2c(c1C(N)=O)Cc1cc(OC(C)C)ccc1C=C2,-8.5,0.6909144897452679,348.446,4.759600000000004,3.0866025663867376,0.6913397433613262,0
Cc1ccc(-c2ccccc2)cc1C1CCC(c2ccccc2)C1,-9.3,0.503707031488614,312.456,6.713320000000005,2.5362557330601483,0.7463744266939851,0
CN1CCC(NC(C(=O)N[C@H](c2ccccc2)C(Cl)c2ccccc2)c2ccc(Cl)cc2)C1=O,-6.7,0.4299691484033052,496.43800000000016,5.039000000000004,3.6301882514798667,0.6369811748520133,0
Cc1ccc(C)c(C(C)N2CCC3(CC(O)C(O)C(O)C3C)C2)c1,-8.5,0.7761514385761138,333.47200000000004,2.1790399999999996,4.645314936230893,0.5354685063769107,0
CC(=O)N1CC(=O)N(C(=O)O)C(=O)N1C(=O)O,-6.8,0.5792744856091073,245.147,-0.6298999999999999,3.3755152401589825,0.6624484759841017,0
CC(=O)N1NC2(OC(COP(=O)(O)O)C(O)C2O)C1=O,-7.3,0.3349291211685222,312.17100000000005,-3.1940999999999984,5.14725100249203,0.48527489975079696,1
CC1=C(C(=O)O)C(=O)N1C.CC1=C(C(=O)O)C(=O)N1C,-5.1,0.6678364670230289,282.25199999999995,-0.3659999999999999,2.9890862569299,0.70109137430701,0
CC(=O)Nc1ccc(S)cc1,-5.6,0.614768369301532,167.233,1.9336999999999998,1.9288649516818452,0.8071135048318154,0
O=C(CP(=O)(O)OP(=O)(O)O)NO,-5.6,0.23070545213306087,235.025,-1.2135000000000002,3.8437154170820307,0.6156284582917969,0
CC(C)[C@@H]1N=C(c2ccccc2F)N(S)C1=O,-7.6,0.8047375426134935,252.314,2.2839000000000005,3.414028850084329,0.658597114991567,1
CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)NO)cc1,-7.5,0.42613880397132853,287.29699999999997,-0.5712999999999995,1.9865457761037035,0.8013454223896297,0
CC1=C(Nc2ccc(S(N)(=O)=O)cc2)C(=O)Nc2ccccc2N1,-8.0,0.680384712431236,344.396,2.0416,2.410084698364301,0.7589915301635699,0
CC1=C(C(=O)Nc2ccc(N)cc2)C(=O)Nc2ccccc2N1,-8.0,0.5061794770518233,308.341,2.5454999999999997,2.2997650984176197,0.770023490158238,0
