algorithm,budget_multiplier,function,dimension,instance,evaluations,best_f,final_target_hit,elapsed_sec
BERW-Hetero,100,114,40,1,4000,426.2236414,0,0.0
BERW-Hetero,100,114,40,2,4000,1529.824165,0,0.0
BERW-Hetero,100,114,40,3,4000,1497.697855,0,0.0
BERW-Hetero,100,114,40,4,4000,1306.352432,0,0.0
BERW-Hetero,100,114,40,5,4000,1345.965847,0,0.0
BERW-Hetero,100,114,40,6,4000,1839.986336,0,0.0
BERW-Hetero,100,114,40,7,4000,1206.449704,0,0.0
BERW-Hetero,100,114,40,8,4000,1396.711958,0,0.0
BERW-Hetero,100,114,40,9,4000,1132.751279,0,0.0
BERW-Hetero,100,114,40,10,4000,1238.217292,0,0.0
BERW-Hetero,100,114,40,11,4000,1928.613681,0,0.0
BERW-Hetero,100,114,40,12,4000,1337.784594,0,0.0
BERW-Hetero,100,114,40,13,4000,1890.958065,0,0.0
BERW-Hetero,100,114,40,14,4000,967.7307492,0,0.0
BERW-Hetero,100,114,40,15,4000,1155.73198,0,0.0
BERW-Hetero,100,116,40,1,4000,30868.23697,0,0.0
BERW-Hetero,100,116,40,2,4000,14957.32281,0,0.0
BERW-Hetero,100,116,40,3,4000,30121.05284,0,0.0
BERW-Hetero,100,116,40,4,4000,18629.25967,0,0.0
BERW-Hetero,100,116,40,5,4000,26927.4376,0,0.0
BERW-Hetero,100,116,40,6,4000,51245.7485,0,0.0
BERW-Hetero,100,116,40,7,4000,23798.40646,0,0.0
BERW-Hetero,100,116,40,8,4000,31165.82342,0,0.0
BERW-Hetero,100,116,40,9,4000,18354.23836,0,0.0
BERW-Hetero,100,116,40,10,4000,78392.92888,0,0.0
BERW-Hetero,100,116,40,11,4000,17786.78703,0,0.0
BERW-Hetero,100,116,40,12,4000,32512.06165,0,0.0
BERW-Hetero,100,116,40,13,4000,39344.9447,0,0.0
BERW-Hetero,100,116,40,14,4000,27767.47776,0,0.0
BERW-Hetero,100,116,40,15,4000,49622.56824,0,0.0
BERW-Hetero,100,117,40,1,4000,75386.45502,0,0.0
BERW-Hetero,100,117,40,2,4000,56847.42856,0,0.0
BERW-Hetero,100,117,40,3,4000,106920.8489,0,0.0
BERW-Hetero,100,117,40,4,4000,68886.48323,0,0.0
BERW-Hetero,100,117,40,5,4000,89599.97352,0,0.0
BERW-Hetero,100,117,40,6,4000,78962.87532,0,0.0
BERW-Hetero,100,117,40,7,4000,62718.0565,0,0.0
BERW-Hetero,100,117,40,8,4000,74658.80295,0,0.0
BERW-Hetero,100,117,40,9,4000,101302.9261,0,0.0
BERW-Hetero,100,117,40,10,4000,45597.09261,0,0.0
BERW-Hetero,100,117,40,11,4000,93112.05744,0,0.0
BERW-Hetero,100,117,40,12,4000,48786.42813,0,0.0
BERW-Hetero,100,117,40,13,4000,141403.3988,0,0.0
BERW-Hetero,100,117,40,14,4000,90968.12469,0,0.0
BERW-Hetero,100,117,40,15,4000,84390.1162,0,0.0
BERW-Hetero,100,119,40,1,4000,41.34760634,0,0.0
BERW-Hetero,100,119,40,2,4000,38.98468435,0,0.0
BERW-Hetero,100,119,40,3,4000,18.31799702,0,0.0
BERW-Hetero,100,119,40,4,4000,30.78691133,0,0.0
BERW-Hetero,100,119,40,5,4000,29.61048729,0,0.0
BERW-Hetero,100,119,40,6,4000,32.2753177,0,0.0
BERW-Hetero,100,119,40,7,4000,34.25849705,0,0.0
BERW-Hetero,100,119,40,8,4000,41.12652303,0,0.0
BERW-Hetero,100,119,40,9,4000,35.59050003,0,0.0
BERW-Hetero,100,119,40,10,4000,25.63888647,0,0.0
BERW-Hetero,100,119,40,11,4000,18.50050408,0,0.0
BERW-Hetero,100,119,40,12,4000,38.62160411,0,0.0
BERW-Hetero,100,119,40,13,4000,42.93258763,0,0.0
BERW-Hetero,100,119,40,14,4000,31.23416034,0,0.0
BERW-Hetero,100,119,40,15,4000,39.39487115,0,0.0
BERW-Hetero,100,120,40,1,4000,48.29425684,0,0.0
BERW-Hetero,100,120,40,2,4000,45.82173104,0,0.0
BERW-Hetero,100,120,40,3,4000,59.64880372,0,0.0
BERW-Hetero,100,120,40,4,4000,49.50023275,0,0.0
BERW-Hetero,100,120,40,5,4000,68.10479326,0,0.0
BERW-Hetero,100,120,40,6,4000,55.28495559,0,0.0
BERW-Hetero,100,120,40,7,4000,40.11367545,0,0.0
BERW-Hetero,100,120,40,8,4000,49.07162794,0,0.0
BERW-Hetero,100,120,40,9,4000,56.48516754,0,0.0
BERW-Hetero,100,120,40,10,4000,51.46116198,0,0.0
BERW-Hetero,100,120,40,11,4000,48.39513104,0,0.0
BERW-Hetero,100,120,40,12,4000,32.4495904,0,0.0
BERW-Hetero,100,120,40,13,4000,77.4559238,0,0.0
BERW-Hetero,100,120,40,14,4000,41.26562531,0,0.0
BERW-Hetero,100,120,40,15,4000,62.25722637,0,0.0
BERW-Hetero,100,122,40,1,4000,11.06234277,0,0.0
BERW-Hetero,100,122,40,2,4000,10.71816768,0,0.0
BERW-Hetero,100,122,40,3,4000,12.81608318,0,0.0
BERW-Hetero,100,122,40,4,4000,12.59232654,0,0.0
BERW-Hetero,100,122,40,5,4000,9.906429297,0,0.0
BERW-Hetero,100,122,40,6,4000,9.266575658,0,0.0
BERW-Hetero,100,122,40,7,4000,12.88800828,0,0.0
BERW-Hetero,100,122,40,8,4000,12.20833507,0,0.0
BERW-Hetero,100,122,40,9,4000,14.52285151,0,0.0
BERW-Hetero,100,122,40,10,4000,10.68052724,0,0.0
BERW-Hetero,100,122,40,11,4000,9.638408685,0,0.0
BERW-Hetero,100,122,40,12,4000,8.772683709,0,0.0
BERW-Hetero,100,122,40,13,4000,10.76337655,0,0.0
BERW-Hetero,100,122,40,14,4000,8.997309264,0,0.0
BERW-Hetero,100,122,40,15,4000,9.186878756,0,0.0
BERW-Hetero,100,123,40,1,4000,13.07846618,0,0.0
BERW-Hetero,100,123,40,2,4000,17.83225427,0,0.0
BERW-Hetero,100,123,40,3,4000,12.28106941,0,0.0
BERW-Hetero,100,123,40,4,4000,10.9884127,0,0.0
BERW-Hetero,100,123,40,5,4000,13.20333354,0,0.0
BERW-Hetero,100,123,40,6,4000,13.97797445,0,0.0
BERW-Hetero,100,123,40,7,4000,13.97369507,0,0.0
BERW-Hetero,100,123,40,8,4000,15.72125342,0,0.0
BERW-Hetero,100,123,40,9,4000,17.43165831,0,0.0
BERW-Hetero,100,123,40,10,4000,14.14494536,0,0.0
BERW-Hetero,100,123,40,11,4000,16.66769847,0,0.0
BERW-Hetero,100,123,40,12,4000,12.24045103,0,0.0
BERW-Hetero,100,123,40,13,4000,16.50071743,0,0.0
BERW-Hetero,100,123,40,14,4000,19.67710806,0,0.0
BERW-Hetero,100,123,40,15,4000,16.96455932,0,0.0
BERW-Hetero,100,125,40,1,4000,1.330812919,0,0.0
BERW-Hetero,100,125,40,2,4000,1.137729138,0,0.0
BERW-Hetero,100,125,40,3,4000,1.43023204,0,0.0
BERW-Hetero,100,125,40,4,4000,1.205102069,0,0.0
BERW-Hetero,100,125,40,5,4000,1.408795767,0,0.0
BERW-Hetero,100,125,40,6,4000,1.147036221,0,0.0
BERW-Hetero,100,125,40,7,4000,1.292301431,0,0.0
BERW-Hetero,100,125,40,8,4000,1.477278588,0,0.0
BERW-Hetero,100,125,40,9,4000,1.082678853,0,0.0
BERW-Hetero,100,125,40,10,4000,1.334149143,0,0.0
BERW-Hetero,100,125,40,11,4000,1.274318696,0,0.0
BERW-Hetero,100,125,40,12,4000,1.176713046,0,0.0
BERW-Hetero,100,125,40,13,4000,1.350607351,0,0.0
BERW-Hetero,100,125,40,14,4000,1.331794709,0,0.0
BERW-Hetero,100,125,40,15,4000,1.347791607,0,0.0
BERW-Hetero,100,126,40,1,4000,1.695346986,0,0.0
BERW-Hetero,100,126,40,2,4000,1.715600345,0,0.0
BERW-Hetero,100,126,40,3,4000,1.763660001,0,0.0
BERW-Hetero,100,126,40,4,4000,1.634130628,0,0.0
BERW-Hetero,100,126,40,5,4000,1.848869499,0,0.0
BERW-Hetero,100,126,40,6,4000,1.725272759,0,0.0
BERW-Hetero,100,126,40,7,4000,1.645995793,0,0.0
BERW-Hetero,100,126,40,8,4000,1.511360028,0,0.0
BERW-Hetero,100,126,40,9,4000,1.26411844,0,0.0
BERW-Hetero,100,126,40,10,4000,1.664699755,0,0.0
BERW-Hetero,100,126,40,11,4000,1.404359703,0,0.0
BERW-Hetero,100,126,40,12,4000,1.364164337,0,0.0
BERW-Hetero,100,126,40,13,4000,1.713801812,0,0.0
BERW-Hetero,100,126,40,14,4000,1.596710198,0,0.0
BERW-Hetero,100,126,40,15,4000,1.65539224,0,0.0
BERW-Hetero,100,128,40,1,4000,82.03574232,0,0.0
BERW-Hetero,100,128,40,2,4000,75.90339232,0,0.0
BERW-Hetero,100,128,40,3,4000,78.08759666,0,0.0
BERW-Hetero,100,128,40,4,4000,80.99925121,0,0.0
BERW-Hetero,100,128,40,5,4000,82.4360329,0,0.0
BERW-Hetero,100,128,40,6,4000,80.27770885,0,0.0
BERW-Hetero,100,128,40,7,4000,81.26822295,0,0.0
BERW-Hetero,100,128,40,8,4000,80.03531083,0,0.0
BERW-Hetero,100,128,40,9,4000,83.00305428,0,0.0
BERW-Hetero,100,128,40,10,4000,80.81351632,0,0.0
BERW-Hetero,100,128,40,11,4000,77.21142026,0,0.0
BERW-Hetero,100,128,40,12,4000,81.20597659,0,0.0
BERW-Hetero,100,128,40,13,4000,83.40774632,0,0.0
BERW-Hetero,100,128,40,14,4000,80.88504577,0,0.0
BERW-Hetero,100,128,40,15,4000,80.16475601,0,0.0
BERW-Hetero,100,129,40,1,4000,74.9305629,0,0.0
BERW-Hetero,100,129,40,2,4000,77.91941331,0,0.0
BERW-Hetero,100,129,40,3,4000,80.86300724,0,0.0
BERW-Hetero,100,129,40,4,4000,78.49960278,0,0.0
BERW-Hetero,100,129,40,5,4000,80.98322403,0,0.0
BERW-Hetero,100,129,40,6,4000,80.62587383,0,0.0
BERW-Hetero,100,129,40,7,4000,81.15263548,0,0.0
BERW-Hetero,100,129,40,8,4000,80.51331328,0,0.0
BERW-Hetero,100,129,40,9,4000,79.68725131,0,0.0
BERW-Hetero,100,129,40,10,4000,82.2099464,0,0.0
BERW-Hetero,100,129,40,11,4000,83.5966174,0,0.0
BERW-Hetero,100,129,40,12,4000,77.65486472,0,0.0
BERW-Hetero,100,129,40,13,4000,80.99981565,0,0.0
BERW-Hetero,100,129,40,14,4000,81.35868475,0,0.0
BERW-Hetero,100,129,40,15,4000,78.54987956,0,0.0
BERW-Hetero(bs=16),100,108,40,1,4000,265.5940659,0,0.0
BERW-Hetero(bs=16),100,108,40,2,4000,274.7796522,0,0.0
BERW-Hetero(bs=16),100,108,40,3,4000,234.6702202,0,0.0
BERW-Hetero(bs=16),100,108,40,4,4000,269.3529843,0,0.0
BERW-Hetero(bs=16),100,108,40,5,4000,176.7544809,0,0.0
BERW-Hetero(bs=16),100,108,40,6,4000,328.7509917,0,0.0
BERW-Hetero(bs=16),100,108,40,7,4000,244.6829642,0,0.0
BERW-Hetero(bs=16),100,108,40,8,4000,215.2703663,0,0.0
BERW-Hetero(bs=16),100,108,40,9,4000,164.9050867,0,0.0
BERW-Hetero(bs=16),100,108,40,10,4000,252.242942,0,0.0
BERW-Hetero(bs=16),100,108,40,11,4000,271.6636548,0,0.0
BERW-Hetero(bs=16),100,108,40,12,4000,197.3972747,0,0.0
BERW-Hetero(bs=16),100,108,40,13,4000,219.1343259,0,0.0
BERW-Hetero(bs=16),100,108,40,14,4000,278.4503995,0,0.0
BERW-Hetero(bs=16),100,108,40,15,4000,173.7179254,0,0.0
BERW-Hetero(bs=16),100,110,40,1,4000,201925.4807,0,0.0
BERW-Hetero(bs=16),100,110,40,2,4000,24323.15378,0,0.0
BERW-Hetero(bs=16),100,110,40,3,4000,43270.70093,0,0.0
BERW-Hetero(bs=16),100,110,40,4,4000,88049.57934,0,0.0
BERW-Hetero(bs=16),100,110,40,5,4000,26883.04031,0,0.0
BERW-Hetero(bs=16),100,110,40,6,4000,7693.66714,0,0.0
BERW-Hetero(bs=16),100,110,40,7,4000,26536.11775,0,0.0
BERW-Hetero(bs=16),100,110,40,8,4000,13251.55182,0,0.0
BERW-Hetero(bs=16),100,110,40,9,4000,23777.25242,0,0.0
BERW-Hetero(bs=16),100,110,40,10,4000,30357.35428,0,0.0
BERW-Hetero(bs=16),100,110,40,11,4000,53577.19315,0,0.0
BERW-Hetero(bs=16),100,110,40,12,4000,8976.34501,0,0.0
BERW-Hetero(bs=16),100,110,40,13,4000,85150.20695,0,0.0
BERW-Hetero(bs=16),100,110,40,14,4000,43022.78563,0,0.0
BERW-Hetero(bs=16),100,110,40,15,4000,48548.62056,0,0.0
BERW-Hetero(bs=16),100,111,40,1,4000,98133.22782,0,0.0
BERW-Hetero(bs=16),100,111,40,2,4000,56936.44934,0,0.0
BERW-Hetero(bs=16),100,111,40,3,4000,104504.3512,0,0.0
BERW-Hetero(bs=16),100,111,40,4,4000,139604.6133,0,0.0
BERW-Hetero(bs=16),100,111,40,5,4000,93905.40096,0,0.0
BERW-Hetero(bs=16),100,111,40,6,4000,153614.3413,0,0.0
BERW-Hetero(bs=16),100,111,40,7,4000,117072.8373,0,0.0
BERW-Hetero(bs=16),100,111,40,8,4000,146329.0331,0,0.0
BERW-Hetero(bs=16),100,111,40,9,4000,166179.6942,0,0.0
BERW-Hetero(bs=16),100,111,40,10,4000,70960.30039,0,0.0
BERW-Hetero(bs=16),100,111,40,11,4000,134694.5557,0,0.0
BERW-Hetero(bs=16),100,111,40,12,4000,35434.70932,0,0.0
BERW-Hetero(bs=16),100,111,40,13,4000,43686.29648,0,0.0
BERW-Hetero(bs=16),100,111,40,14,4000,213142.267,0,0.0
BERW-Hetero(bs=16),100,111,40,15,4000,65665.34294,0,0.0
BERW-Hetero(bs=16),100,113,40,1,4000,635.2082403,0,0.0
BERW-Hetero(bs=16),100,113,40,2,4000,723.6919125,0,0.0
BERW-Hetero(bs=16),100,113,40,3,4000,663.2066545,0,0.0
BERW-Hetero(bs=16),100,113,40,4,4000,518.6897021,0,0.0
BERW-Hetero(bs=16),100,113,40,5,4000,450.4051971,0,0.0
BERW-Hetero(bs=16),100,113,40,6,4000,671.307193,0,0.0
BERW-Hetero(bs=16),100,113,40,7,4000,447.4454663,0,0.0
BERW-Hetero(bs=16),100,113,40,8,4000,985.0886064,0,0.0
BERW-Hetero(bs=16),100,113,40,9,4000,365.4942008,0,0.0
BERW-Hetero(bs=16),100,113,40,10,4000,647.4977223,0,0.0
BERW-Hetero(bs=16),100,113,40,11,4000,592.1527908,0,0.0
BERW-Hetero(bs=16),100,113,40,12,4000,413.1426086,0,0.0
BERW-Hetero(bs=16),100,113,40,13,4000,567.0674514,0,0.0
BERW-Hetero(bs=16),100,113,40,14,4000,629.2812051,0,0.0
BERW-Hetero(bs=16),100,113,40,15,4000,637.658996,0,0.0
BERW-Hetero(bs=16),100,114,40,1,4000,438.1866917,0,0.0
BERW-Hetero(bs=16),100,114,40,2,4000,1799.983828,0,0.0
BERW-Hetero(bs=16),100,114,40,3,4000,1173.164712,0,0.0
BERW-Hetero(bs=16),100,114,40,4,4000,1143.304374,0,0.0
BERW-Hetero(bs=16),100,114,40,5,4000,1197.336416,0,0.0
BERW-Hetero(bs=16),100,114,40,6,4000,1665.199265,0,0.0
BERW-Hetero(bs=16),100,114,40,7,4000,1155.16479,0,0.0
BERW-Hetero(bs=16),100,114,40,8,4000,1522.191096,0,0.0
BERW-Hetero(bs=16),100,114,40,9,4000,877.5269411,0,0.0
BERW-Hetero(bs=16),100,114,40,10,4000,1545.125227,0,0.0
BERW-Hetero(bs=16),100,114,40,11,4000,1603.041151,0,0.0
BERW-Hetero(bs=16),100,114,40,12,4000,1288.436036,0,0.0
BERW-Hetero(bs=16),100,114,40,13,4000,1722.424949,0,0.0
BERW-Hetero(bs=16),100,114,40,14,4000,1132.813663,0,0.0
BERW-Hetero(bs=16),100,114,40,15,4000,1394.068609,0,0.0
BERW-Hetero(bs=16),100,116,40,1,4000,28382.9006,0,0.0
BERW-Hetero(bs=16),100,116,40,2,4000,12809.24993,0,0.0
BERW-Hetero(bs=16),100,116,40,3,4000,24479.1117,0,0.0
BERW-Hetero(bs=16),100,116,40,4,4000,22358.36802,0,0.0
BERW-Hetero(bs=16),100,116,40,5,4000,25086.36175,0,0.0
BERW-Hetero(bs=16),100,116,40,6,4000,41223.91845,0,0.0
BERW-Hetero(bs=16),100,116,40,7,4000,14421.71203,0,0.0
BERW-Hetero(bs=16),100,116,40,8,4000,39700.71586,0,0.0
BERW-Hetero(bs=16),100,116,40,9,4000,19405.9076,0,0.0
BERW-Hetero(bs=16),100,116,40,10,4000,24955.08346,0,0.0
BERW-Hetero(bs=16),100,116,40,11,4000,26573.26228,0,0.0
BERW-Hetero(bs=16),100,116,40,12,4000,26021.4114,0,0.0
BERW-Hetero(bs=16),100,116,40,13,4000,37041.61668,0,0.0
BERW-Hetero(bs=16),100,116,40,14,4000,25684.91606,0,0.0
BERW-Hetero(bs=16),100,116,40,15,4000,25327.12555,0,0.0
BERW-Hetero(bs=16),100,117,40,1,4000,65129.5078,0,0.0
BERW-Hetero(bs=16),100,117,40,2,4000,58064.30591,0,0.0
BERW-Hetero(bs=16),100,117,40,3,4000,96652.99685,0,0.0
BERW-Hetero(bs=16),100,117,40,4,4000,67289.65883,0,0.0
BERW-Hetero(bs=16),100,117,40,5,4000,107808.3744,0,0.0
BERW-Hetero(bs=16),100,117,40,6,4000,86596.39739,0,0.0
BERW-Hetero(bs=16),100,117,40,7,4000,50652.61765,0,0.0
BERW-Hetero(bs=16),100,117,40,8,4000,87487.28007,0,0.0
BERW-Hetero(bs=16),100,117,40,9,4000,91125.31233,0,0.0
BERW-Hetero(bs=16),100,117,40,10,4000,44635.52376,0,0.0
BERW-Hetero(bs=16),100,117,40,11,4000,44714.18336,0,0.0
BERW-Hetero(bs=16),100,117,40,12,4000,71384.0914,0,0.0
BERW-Hetero(bs=16),100,117,40,13,4000,153598.7045,0,0.0
BERW-Hetero(bs=16),100,117,40,14,4000,62080.47582,0,0.0
BERW-Hetero(bs=16),100,117,40,15,4000,89114.33904,0,0.0
BERW-Hetero(bs=16),100,119,40,1,4000,33.2749016,0,0.0
BERW-Hetero(bs=16),100,119,40,2,4000,44.26179383,0,0.0
BERW-Hetero(bs=16),100,119,40,3,4000,16.58071941,0,0.0
BERW-Hetero(bs=16),100,119,40,4,4000,13.10629766,0,0.0
BERW-Hetero(bs=16),100,119,40,5,4000,25.98395404,0,0.0
BERW-Hetero(bs=16),100,119,40,6,4000,32.75224237,0,0.0
BERW-Hetero(bs=16),100,119,40,7,4000,17.40653432,0,0.0
BERW-Hetero(bs=16),100,119,40,8,4000,47.93968028,0,0.0
BERW-Hetero(bs=16),100,119,40,9,4000,41.93004417,0,0.0
BERW-Hetero(bs=16),100,119,40,10,4000,26.29201424,0,0.0
BERW-Hetero(bs=16),100,119,40,11,4000,20.05120659,0,0.0
BERW-Hetero(bs=16),100,119,40,12,4000,37.89431209,0,0.0
BERW-Hetero(bs=16),100,119,40,13,4000,35.92899071,0,0.0
BERW-Hetero(bs=16),100,119,40,14,4000,28.2253458,0,0.0
BERW-Hetero(bs=16),100,119,40,15,4000,24.6347216,0,0.0
BERW-Hetero(bs=16),100,120,40,1,4000,46.22027709,0,0.0
BERW-Hetero(bs=16),100,120,40,2,4000,51.59417418,0,0.0
BERW-Hetero(bs=16),100,120,40,3,4000,61.29898007,0,0.0
BERW-Hetero(bs=16),100,120,40,4,4000,54.75850966,0,0.0
BERW-Hetero(bs=16),100,120,40,5,4000,70.89744041,0,0.0
BERW-Hetero(bs=16),100,120,40,6,4000,65.93695929,0,0.0
BERW-Hetero(bs=16),100,120,40,7,4000,34.31136213,0,0.0
BERW-Hetero(bs=16),100,120,40,8,4000,49.4249997,0,0.0
BERW-Hetero(bs=16),100,120,40,9,4000,36.25671483,0,0.0
BERW-Hetero(bs=16),100,120,40,10,4000,43.2067597,0,0.0
BERW-Hetero(bs=16),100,120,40,11,4000,49.56254339,0,0.0
BERW-Hetero(bs=16),100,120,40,12,4000,32.5165133,0,0.0
BERW-Hetero(bs=16),100,120,40,13,4000,76.99712418,0,0.0
BERW-Hetero(bs=16),100,120,40,14,4000,52.56396828,0,0.0
BERW-Hetero(bs=16),100,120,40,15,4000,62.68659562,0,0.0
BERW-Hetero(bs=16),100,122,40,1,4000,11.07713209,0,0.0
BERW-Hetero(bs=16),100,122,40,2,4000,12.88379993,0,0.0
BERW-Hetero(bs=16),100,122,40,3,4000,11.53581848,0,0.0
BERW-Hetero(bs=16),100,122,40,4,4000,12.43269812,0,0.0
BERW-Hetero(bs=16),100,122,40,5,4000,10.23658078,0,0.0
BERW-Hetero(bs=16),100,122,40,6,4000,11.83386061,0,0.0
BERW-Hetero(bs=16),100,122,40,7,4000,9.902895551,0,0.0
BERW-Hetero(bs=16),100,122,40,8,4000,11.03330343,0,0.0
BERW-Hetero(bs=16),100,122,40,9,4000,11.2028135,0,0.0
BERW-Hetero(bs=16),100,122,40,10,4000,11.35103596,0,0.0
BERW-Hetero(bs=16),100,122,40,11,4000,9.20415699,0,0.0
BERW-Hetero(bs=16),100,122,40,12,4000,9.646155124,0,0.0
BERW-Hetero(bs=16),100,122,40,13,4000,11.56586237,0,0.0
BERW-Hetero(bs=16),100,122,40,14,4000,10.12920593,0,0.0
BERW-Hetero(bs=16),100,122,40,15,4000,9.337270389,0,0.0
BERW-Hetero(bs=16),100,123,40,1,4000,13.13244232,0,0.0
BERW-Hetero(bs=16),100,123,40,2,4000,20.98604509,0,0.0
BERW-Hetero(bs=16),100,123,40,3,4000,12.75295851,0,0.0
BERW-Hetero(bs=16),100,123,40,4,4000,11.10253074,0,0.0
BERW-Hetero(bs=16),100,123,40,5,4000,12.02903907,0,0.0
BERW-Hetero(bs=16),100,123,40,6,4000,13.89361338,0,0.0
BERW-Hetero(bs=16),100,123,40,7,4000,14.58128402,0,0.0
BERW-Hetero(bs=16),100,123,40,8,4000,14.51572518,0,0.0
BERW-Hetero(bs=16),100,123,40,9,4000,20.21467186,0,0.0
BERW-Hetero(bs=16),100,123,40,10,4000,15.73494361,0,0.0
BERW-Hetero(bs=16),100,123,40,11,4000,13.04399511,0,0.0
BERW-Hetero(bs=16),100,123,40,12,4000,12.79512669,0,0.0
BERW-Hetero(bs=16),100,123,40,13,4000,14.81947651,0,0.0
BERW-Hetero(bs=16),100,123,40,14,4000,14.53258426,0,0.0
BERW-Hetero(bs=16),100,123,40,15,4000,18.08129809,0,0.0
BERW-Hetero(bs=16),100,125,40,1,4000,1.572154497,0,0.0
BERW-Hetero(bs=16),100,125,40,2,4000,1.296004007,0,0.0
BERW-Hetero(bs=16),100,125,40,3,4000,1.436490104,0,0.0
BERW-Hetero(bs=16),100,125,40,4,4000,1.214308483,0,0.0
BERW-Hetero(bs=16),100,125,40,5,4000,1.368851818,0,0.0
BERW-Hetero(bs=16),100,125,40,6,4000,1.107940617,0,0.0
BERW-Hetero(bs=16),100,125,40,7,4000,1.093840521,0,0.0
BERW-Hetero(bs=16),100,125,40,8,4000,1.437147191,0,0.0
BERW-Hetero(bs=16),100,125,40,9,4000,1.251800652,0,0.0
BERW-Hetero(bs=16),100,125,40,10,4000,1.180583515,0,0.0
BERW-Hetero(bs=16),100,125,40,11,4000,1.088486753,0,0.0
BERW-Hetero(bs=16),100,125,40,12,4000,1.2235097,0,0.0
BERW-Hetero(bs=16),100,125,40,13,4000,1.322118942,0,0.0
BERW-Hetero(bs=16),100,125,40,14,4000,1.25086583,0,0.0
BERW-Hetero(bs=16),100,125,40,15,4000,1.164235539,0,0.0
BERW-Hetero(bs=16),100,126,40,1,4000,1.631250707,0,0.0
