0	1.03125	216	1
1	7.17235	167	2
2	7.92926	54	0
3	8.59288	110	1
4	2.68769	107	3
5	5.39117	4	1
6	1.87698	74	3
7	8.93833	22	1
8	5.00924	331	0
9	8.91679	5	0
10	1.17921	31	3
11	5.72901	31	0
12	8.27038	76	0
13	1.95923	100	1
14	2.0124	171	2
15	6.01542	549	0
16	2.87497	16	2
17	9.6833	170	2
18	4.70347	21	0
19	6.49447	97	3
20	1.09186	176	2
21	6.27735	40	0
22	4.21081	281	0
23	9.03194	180	0
24	2.51812	3	0
25	3.19487	158	3
26	5.17171	3	2
27	8.25917	29	0
28	4.56937	2	3
29	7.29211	17	0
30	1.07755	7	4
31	1.61234	50	2
32	1.34564	198	2
33	2.83336	23	3
34	9.74688	1449	1
35	4.01661	44	1
36	6.90819	50	1
37	8.14632	2	1
38	3.98786	13	3
39	6.97629	2	1
40	4.5678	194	3
41	9.24707	62	4
42	2.35447	38	1
43	3.51836	17	4
44	2.32434	34	0
45	4.20646	13	4
46	3.65042	870	2
47	6.94996	187	1
48	8.78963	257	3
49	9.3714	197	0
50	4.67023	21	4
51	2.65212	23	1
52	5.01244	53	0
53	5.96958	58	2
54	8.23542	66	3
55	7.35458	40	4
56	7.51361	203	4
57	2.40728	63	0
58	7.86845	415	2
59	6.85008	296	3
60	1.23935	39	4
61	6.97205	11	2
62	5.06482	45	4
63	5.95533	46	4
64	7.71961	5	2
65	1.08041	64	0
66	7.36345	367	1
67	8.79177	15	3
68	6.13443	203	1
69	4.65247	6	3
70	5.44577	54	1
71	4.97237	28	0
72	2.14469	6	3
73	7.72543	6	1
74	2.6434	165	4
75	6.05693	39	2
76	7.58631	5	2
77	9.02179	3	1
78	1.86569	11	3
79	3.0834	87	3
80	1.42919	35	2
81	6.96451	113	1
82	3.25438	2	4
83	3.97224	186	2
84	7.03828	96	0
85	8.05869	351	3
86	2.9173	27	2
87	5.27127	7	1
88	4.71132	34	3
89	9.89868	41	3
90	8.98758	27	1
91	2.38405	204	3
92	1.40669	70	2
93	6.86753	169	1
94	7.26281	22	2
95	7.59242	140	4
96	2.51744	30	3
97	3.74532	134	3
98	4.6787	7	3
99	3.55649	159	0
100	8.93736	22	2
101	3.92111	5	0
102	9.29551	124	2
103	3.04076	231	4
104	4.00462	132	4
105	4.51107	31	3
106	4.82735	45	1
107	2.28806	46	1
108	4.0986	12	2
109	5.82752	16	0
110	5.28025	80	0
111	2.10164	207	1
112	4.92473	102	1
113	8.56184	74	1
114	4.39878	43	0
115	7.1832	389	3
116	5.86869	52	0
117	1.15536	20	0
118	5.21748	33	4
119	6.84229	110	0
120	3.67809	78	0
121	1.95232	28	2
122	4.58294	109	4
123	2.64821	6	4
124	3.30808	15	1
125	8.59237	227	1
126	2.79191	21	1
127	2.16116	8	1
128	4.24835	213	0
129	5.58987	8	1
130	4.66234	39	1
131	6.01207	134	3
132	9.39345	102	1
133	1.91832	11	4
134	7.05263	71	4
135	8.58117	147	2
136	2.29385	34	0
137	2.19554	209	3
138	7.11756	8	1
139	7.19983	25	4
140	2.63257	209	3
141	8.21543	102	2
142	7.24226	2	0
143	1.41651	579	4
144	7.48053	43	0
145	2.68213	83	1
146	7.81026	8	3
147	1.26433	27	3
148	9.92193	7	1
149	9.83712	204	4
150	9.03442	16	4
151	1.84026	400	0
152	7.77589	37	2
153	3.17481	113	1
154	2.28338	3	3
155	3.78314	144	1
156	3.76372	3	0
157	4.36645	222	3
158	7.38187	41	3
159	3.67376	11	0
160	2.86428	108	2
161	3.75191	6	0
162	8.52558	35	3
163	5.27688	40	4
164	3.92057	23	0
165	9.70656	38	0
166	2.84649	84	1
167	7.88197	29	3
168	1.80804	26	4
169	4.95482	15	2
170	8.03995	13	3
171	3.55481	202	4
172	6.74882	145	3
173	1.95486	28	0
174	3.45456	20	3
175	6.3681	297	3
176	5.6534	65	4
177	7.73624	195	2
178	5.5126	27	0
179	2.05751	28	4
180	4.39827	61	0
181	3.33293	11	3
182	1.99542	39	4
183	3.80618	4	1
184	1.5318	214	0
185	4.82585	336	2
186	5.00018	198	0
187	2.53783	6	4
188	1.84882	3	0
189	2.75765	217	1
190	9.26441	175	1
191	9.62257	42	0
192	4.78629	501	3
193	7.26519	74	4
194	7.1896	33	3
195	7.29901	70	0
196	3.97648	2	2
197	3.87765	2	4
198	1.52059	241	0
199	2.41136	3	3
200	9.89509	40	0
201	3.34824	27	1
202	4.47509	53	2
203	3.95649	5	0
204	3.5837	8	4
205	4.21942	358	0
206	6.14498	292	4
207	7.37342	44	0
208	6.03577	19	0
209	7.34071	97	4
210	7.9587	11	4
211	9.68708	101	3
212	5.23356	4	4
213	7.00496	13	4
214	2.91405	16	1
215	5.96556	95	4
216	6.52511	201	4
217	8.16846	823	3
218	6.20868	16	4
219	6.61118	13	2
220	4.25104	319	0
221	6.88374	90	2
222	9.62933	123	3
223	2.98186	7	0
224	3.14885	17	4
225	6.17665	1697	0
226	9.23497	14	1
227	9.84037	58	4
228	4.12361	21	0
229	7.5631	2	1
230	6.28998	10	3
231	6.8893	34	4
232	2.91121	2	0
233	9.63465	2	3
234	3.05513	15	4
235	9.32837	6	3
236	6.12446	5	3
237	9.60827	4	2
238	5.36669	2	2
239	4.8567	263	0
240	5.29132	2	3
241	8.38808	4	4
242	2.81332	5	1
243	5.32224	204	2
244	5.11813	182	1
245	7.57886	6	3
246	6.39377	32	2
247	3.04812	3	3
248	8.1974	10	3
249	5.85347	6	2
250	5.00002	2	4
251	8.24819	326	2
252	3.13401	2	0
253	3.27359	15	3
254	4.82871	2	4
255	8.83556	28	2
256	6.13796	2	4
257	4.00377	5	1
258	7.8676	4	4
259	9.13718	2	3
260	6.10111	8	0
261	8.16661	2	1
262	4.54699	9	3
263	2.09582	362	1
264	2.79621	2	1
265	4.38205	153	3
266	4.86186	10	4
267	2.80077	138	4
268	7.37555	2	4
269	7.72289	9	3
270	8.41322	12	3
271	6.73308	3	0
272	1.00264	203	4
273	2.01737	2	4
274	8.81623	56	1
275	5.66062	5	2
276	3.16895	2	1
277	5.85078	3	2
278	9.92115	2	3
279	4.18489	3	3
280	6.72469	5	2
281	3.39691	202	0
282	6.52464	96	4
283	3.90939	211	0
284	8.41817	391	0
285	7.65966	3	2
286	3.78837	3	0
287	6.10812	5	0
288	6.20857	2	3
289	3.85982	2	2
290	9.40928	205	4
291	2.90019	7	2
292	1.44459	23	1
293	2.67291	2	0
294	6.19317	30	4
295	4.84189	10	2
296	8.53828	2	1
297	3.9914	2	1
298	8.24355	5	4
299	4.93345	2	2
300	5.86223	3	4
301	8.16921	18	0
302	6.92093	15	4
303	1.91304	28	0
304	7.0747	2	0
305	5.544	4	3
306	2.92403	2	0
307	2.1987	2	2
308	6.53612	28	1
309	3.76753	44	1
310	9.45358	7	2
311	4.0093	12	3
312	2.92979	2	3
313	4.23449	62	1
314	5.64964	11	4
315	6.07294	2	2
316	2.14907	6	4
317	5.01253	2	0
318	1.15577	187	4
319	3.8138	2	3
320	1.3739	295	1
321	6.51905	9	2
322	5.4855	2	2
323	1.77716	13	1
324	5.3748	84	3
325	3.284	2	1
326	8.9183	10	4
327	6.41569	9	2
328	5.63975	2	2
329	3.00759	3	0
330	2.69548	2	1
331	1.27763	125	2
332	1.80104	72	4
333	5.43771	2	0
334	1.63356	9	0
335	4.97547	4	4
336	9.09688	8	2
337	3.81913	421	2
338	2.45494	103	0
339	9.62209	7	1
340	9.18553	157	0
341	8.33199	3	0
342	3.49923	2	0
343	6.90535	46	4
344	9.7375	40	3
345	3.85281	15	2
346	9.85281	4	0
347	2.52816	42	3
348	2.85208	4	3
349	1.54444	202	3
350	6.3735	17	3
351	9.00467	40	1
352	8.47383	9	4
353	1.78161	6	3
354	5.75945	76	0
355	2.63952	5	3
356	3.17787	161	0
357	3.50999	3	1
358	5.60427	2	1
359	7.0773	15	0
360	6.2844	27	1
361	7.39385	221	0
362	4.9417	27	4
363	1.99326	11	4
364	6.40077	138	3
365	5.91459	4	3
366	3.69728	51	0
367	3.09357	6	3
368	3.9549	189	0
369	3.6846	2	1
370	4.17489	2	4
371	5.77114	70	4
372	7.96077	5	4
373	5.83334	4	4
374	7.50931	218	3
375	5.57595	7	1
376	2.73263	222	2
377	8.69974	1733	4
378	1.74673	2	2
379	2.10502	31	2
380	3.87075	2	4
381	4.17057	664	4
382	5.2689	6	4
383	2.26725	2	2
384	9.39843	2	3
385	1.1464	4	1
386	4.59684	8	4
387	8.01098	2	3
388	6.69952	7	2
389	3.31499	74	0
390	3.17754	5	2
391	8.51652	9	3
392	6.46452	23	3
393	4.44052	2	4
394	9.52479	2199	2
395	4.39592	63	3
396	3.20602	43	3
397	2.22579	394	0
398	7.28242	243	0
399	3.37407	79	2
400	4.1908	566	3
401	6.07675	78	2
402	8.36538	22	2
403	5.82995	601	3
404	8.46274	8	1
405	1.67269	96	1
406	3.59151	179	2
407	8.86023	11	2
408	8.36218	432	2
409	9.62464	4	0
410	3.29359	6	0
411	9.0959	5	3
412	4.8715	4	4
413	5.41458	120	4
414	9.8502	10	1
415	2.07159	3	0
416	1.56563	442	1
417	9.54165	6	0
418	7.44597	2	2
419	4.33387	16	4
420	1.3579	2	1
421	7.7182	23	4
422	8.76597	14	2
423	1.33054	2	1
424	1.84026	22	0
425	5.11229	14	2
426	2.34497	7	3
427	7.14258	87	4
428	5.96901	13	1
429	7.43975	20	4
430	3.52817	41	1
431	4.8348	2	1
432	2.57592	2	4
433	2.33315	9	2
434	7.63033	214	3
435	6.11066	2	4
436	8.79354	15	4
437	6.37479	18	0
438	5.0073	12	2
439	7.20575	2	4
440	2.22626	30	4
441	3.22772	108	0
442	4.62388	50	1
443	7.27074	0	1
444	7.1536	10	2
445	3.92769	3	1
446	9.65265	15	1
447	7.21185	141	1
448	1.43443	53	1
449	3.63623	23	0
450	6.72891	55	2
451	9.56209	2	1
452	4.21164	11	2
453	8.50334	29	0
454	1.73764	41	2
455	3.39794	7	0
456	2.64175	5	4
457	8.34433	4	0
458	9.82745	26	3
