epsilon,method,balancedness_est_mean,all_mean,all_std,all_se,related_mean,related_std,related_se,outlier_mean,outlier_std,outlier_se,selected_q_mean
0.05,ARMUL,1.0000000000000004,0.038450164196133264,0.004260216777733569,0.0007778056096755494,0.036080578491598535,0.003726891726825546,0.0006804342227205776,0.10716814962764021,0.07274968684082074,0.013282214844718088,0.10000000000000003
0.05,DP,1.0000000000000004,0.04128001329415643,0.004535152292915809,0.0008280017375170885,0.03829204012954309,0.0033557415657314567,0.0006126717842362746,0.127931235067943,0.11436677228702438,0.02088042033688665,
0.05,ITL,1.0000000000000004,0.042838418452727865,0.004086177833468094,0.0007460305911226878,0.04113508014238305,0.003591706223389794,0.0006557528394940932,0.09223522945272752,0.06613590022004082,0.012074708137142412,
0.05,OURS,1.0000000000000004,0.0063017685945455865,0.003125299390021419,0.0005705989916239558,0.0018219232494328475,0.0014771788571271273,0.0002696947271727428,0.136217283602815,0.08432259523458271,0.015395129172452858,14.666666666666666
0.1,ARMUL,1.0000000000000004,0.04242232470217101,0.004536505071689054,0.0008282487200002285,0.0354727338523887,0.00491150815457716,0.0008967146025441604,0.10496864235021176,0.03540407305447471,0.006463869813165542,0.10000000000000003
0.1,DP,1.0000000000000004,0.04638579240032641,0.005485199448172924,0.0010014558233930665,0.037863539163628196,0.004760839970947107,0.0008692064815866567,0.12308607153061042,0.05871710998153031,0.0107202285494653,
0.1,ITL,1.0000000000000004,0.044674613699966,0.004771976543135891,0.0008712397321870173,0.038969853279499186,0.004374923418206142,0.0007987480811697038,0.0960174574841674,0.029114657260285965,0.005315584845163394,
0.1,OURS,1.0000000000000004,0.013894553090041865,0.003927450024803446,0.0007170509906863571,0.002273728041511569,0.0016232213098678796,0.00029635830907924027,0.11848197852681454,0.039326986855360874,0.007180092606463436,14.266666666666667
0.2,ARMUL,1.0000000000000004,0.049087064340580494,0.005383243763240938,0.0009828413472253539,0.03742493663452174,0.0052302851600621895,0.0009549150547835265,0.09573557516481551,0.02308166323409736,0.0042141158726842565,0.12000000000000004
0.2,DP,1.0000000000000004,0.054560559969649654,0.0071931977662634625,0.0013132922257260906,0.040157854722807966,0.005117641389073557,0.0009343492100058865,0.11217138095701637,0.04218002227084523,0.007700983224604072,
0.2,ITL,1.0000000000000004,0.0489374912218893,0.004868172010453717,0.0008888025413135921,0.03939451377637968,0.003973953623515253,0.0007255413473595655,0.08710940100392772,0.02017450033768336,0.003683342973781589,
0.2,OURS,1.0000000000000004,0.023417004085130987,0.005659733391362725,0.0010333212159715263,0.002407084652346699,0.0018242381086875255,0.0003330587874629062,0.10745668181626815,0.0285928462412783,0.005220315623208309,14.8
0.3,ARMUL,1.0000000000000004,0.05770020306784398,0.007233033274806709,0.0013205651612656993,0.03916163840143892,0.005615972884654312,0.0010253316770875082,0.10095685395612243,0.020582148738178978,0.003757769048609039,0.10000000000000003
0.3,DP,1.0000000000000004,0.06610705466875065,0.00928991923931274,0.0016960994415909404,0.041412597477327825,0.005997699694678657,0.001095025138639116,0.12372745478207059,0.03427134617389437,0.0062570631251701045,
0.3,ITL,1.0000000000000004,0.055171199807487,0.0067863209586793575,0.0012390070238462562,0.039875412988183756,0.004583967846085115,0.0008369141973930622,0.09086136905252791,0.017268248092637408,0.0031527363363110226,
0.3,OURS,1.0000000000000004,0.03555975070605384,0.0059657378285478905,0.0010891897269525222,0.0035381344650959744,0.002979924216184643,0.0005440572376200766,0.11027685526828886,0.018857886917834504,0.0034429633505931763,13.666666666666666
0.4,ARMUL,1.0000000000000004,0.06423327248253592,0.006791719017782847,0.0012399925700921652,0.04188456821727735,0.00419900418272224,0.0007666297699785051,0.09775632888042378,0.015504465010551648,0.00283071507610957,0.10000000000000003
0.4,DP,1.0000000000000004,0.0743497468535322,0.010030699905717538,0.0018313468686421462,0.04520973279441121,0.004321669472685802,0.0007890252854238234,0.11805976794221366,0.02741677767340214,0.005005595861942119,
0.4,ITL,1.0000000000000004,0.05945291707538965,0.007389239728284275,0.0013490844273315473,0.040505504385547765,0.005101804828707347,0.0009314578628905981,0.08787403611015246,0.01384070082472345,0.0025269546844604632,
0.4,OURS,1.0000000000000004,0.04589433632977448,0.0074212062544504334,0.0013549206898203086,0.00614674743213546,0.005473375003953002,0.0009992969851166623,0.10551571967623304,0.017567306679327425,0.003207336714292935,11.9
