smile,docking_scores,QED,mw,logp,SAS,label
O=C(O)P(=O)(O)O,-5.0,0.42409517227108345,126.00399999999998,-0.1579000000000001,0.711024718270669,0
C=C(CCCO)CC[C@H](O)CCC,-4.699999809265137,0.5707640358703407,186.29499999999996,2.2563000000000004,0.6817273882368518,0
COc1cc(N)c(C(=O)O)cc1OC,-6.099999904632568,0.7057434556591722,197.19,0.9842,0.8250089476677924,0
NC1=NC(=O)C2=NC(=O)N([C@H]3C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O3)C2=N1,17.600000381469727,0.18710902816190667,521.1650000000001,-2.064399999999999,0.5067842046665625,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,4.800000190734863,0.6985586908851104,364.44500000000005,3.4251000000000005,0.771749221998016,0
O=C1C[C@H](c2ccccc2)CC(=O)[C@H]1Sc1ccccc1[N+](=O)[O-],3.5,0.480450680352708,341.38800000000003,3.7713000000000028,0.7422162218634417,0
O=C(O)c1ccc(C(=O)O)o1,-5.699999809265137,0.6566366524935952,156.093,0.6759999999999999,0.7953220883861922,0
O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1,108.5999984741211,0.4004976978117076,498.96700000000027,4.726700000000004,0.7527120634421568,0
N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C(c1ccccc1)c1ccccc1,26.600000381469727,0.4954971812495101,496.4380000000001,4.760000000000004,0.7004852443865222,0
Nc1nc2cc(O)ccc2[nH]1,-6.400000095367432,0.5194193651444975,149.15299999999996,0.8506999999999998,0.7659482045836766,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,5.599999904632568,0.3524104766503097,384.41800000000006,-1.4370999999999983,0.6012143779235909,0
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,9.899999618530273,0.2518207356575117,491.1830000000001,-0.5998000000000002,0.5637304577841721,0
COC(=O)c1cncc(-c2cc3c(o2)CC=NC3=O)c1,20.0,0.7781884374040966,270.24399999999997,1.8953,0.691670606695674,0
Cc1nn(C)c2sc(C(=O)O)cc12,-5.300000190734863,0.7539312364946645,196.231,1.64142,0.7627085964276888,0
Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,-5.599999904632568,0.6323216792380669,213.19299999999998,-1.3107000000000002,0.6315023165869957,0
COc1cccc2ncnc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c12,-1.399999976158142,0.6367236982409268,305.334,0.1528999999999997,0.6413308994129624,0
O=[N+]([O-])c1ccc(O)c(O)c1,-6.699999809265137,0.3597463929416527,155.10899999999998,1.0059999999999998,0.8071658019140437,1
COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,-5.699999809265137,0.4877899544169658,260.271,-0.5210999999999995,0.8089677899764796,0
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,-4.099999904632568,0.4801069286146625,308.183,-1.7056999999999998,0.6283811396103178,0
O=c1[nH]cc(CCc2ccccc2)cc1O,-5.099999904632568,0.8207431650561924,215.25200000000004,1.8657,0.7896130454417554,0
C[S@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,5.900000095367432,0.29781111034277896,400.4610000000001,-1.5392999999999983,0.5255451803963443,0
O=C(NCCc1cccs1)[C@H](O)[C@@H](O)C(=O)N1CCNCC1,-2.9000000953674316,0.5125868573668073,327.4060000000001,-1.4395999999999987,0.6841287411712569,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-0.5,0.39017854457244017,347.224,-1.8630000000000009,0.6195110550692776,0
NS(=O)(=O)c1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,11.600000381469727,0.5415845005834906,473.63900000000024,3.2879000000000014,0.6903552239957825,0
O=C(NCc1ccco1)c1ccc2nccnc2c1,8.199999809265137,0.7761839156436126,253.261,2.1528,0.8023835397134823,0
CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,1000.0,0.4044825502704044,358.416,-0.6070999999999982,0.4861161344411542,0
CC[C@@H]1C(C(=O)Nc2cccc(OCC(N)=O)c2)=NC(C)=C1C(C)=O,47.0,0.7864776609715841,343.3830000000001,1.833,0.6911506100143818,0
C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,24.299999237060547,0.7837272541594563,266.34,3.9444000000000026,0.6739700928842877,0
O=C1CC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1,-1.899999976158142,0.2611381912366463,340.181,-2.989099999999999,0.5944899077127828,0
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.30000001192092896,0.24325846760776557,342.297,-5.397199999999993,0.5717975273301412,0
Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-4.599999904632568,0.5275658981283201,266.25699999999995,-1.3750000000000007,0.6350363271081343,0
COc1ccc(NC2=NCc3cccc(-c4cnn(C)c4)c3C2)c(OC)c1,53.400001525878906,0.7692294029468125,362.43300000000016,3.671000000000002,0.7171048594374996,0
Nc1nccc2ccccc12,-5.699999809265137,0.6120847733236582,144.17699999999996,1.817,0.8323710240625848,0
O=C(O)c1ccccc1O,-5.800000190734863,0.6102585058580265,138.12199999999999,1.0903999999999998,0.857488960768346,0
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,13.899999618530273,0.8937504426107861,244.265,3.6808000000000023,0.7841015349242573,0
O=P(O)(O)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-6.400000095367432,0.29346324154566944,258.163,-2.9934999999999996,0.5958809455640168,0
O=C1CCCCC/C=C/CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,53.900001525878906,0.5456187074931398,352.814,3.9300000000000033,0.6637713034390279,0
C/C(CC(=O)c1ccccc1)=N\[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O,28.200000762939453,0.18522125438166878,510.5900000000003,6.001120000000006,0.6936062303054792,0
Cn1cccc1CNCCC1=c2ccccc2=NC1,-3.200000047683716,0.7911679398794779,253.349,0.9888999999999999,0.7040399957574384,0
Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,-6.599999904632568,0.49927009951448886,253.218,-1.7851000000000008,0.6612425160094831,1
COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,33.29999923706055,0.4956249685215963,436.4760000000003,1.2214999999999996,0.7453879339598991,0
OCCOCCO,-4.0,0.4512483454757534,106.121,-1.0124,0.7843826615905071,0
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4c(n3)=C(C(=O)N[C@@H](C)C3CC3)CN=4)cc21,40.099998474121094,0.7292752241406862,419.4850000000002,1.0909,0.6015725258394153,0
O=C1Cc2ccc(Cl)cc2N1,-5.300000190734863,0.6278148486894898,167.595,1.8345999999999998,0.7916756983802026,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,4.800000190734863,0.6985586908851104,364.44500000000005,3.4251000000000005,0.771749221998016,0
COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,36.70000076293945,0.5608629003211869,360.4170000000001,3.147400000000001,0.7416618893306834,0
CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-0.20000000298023224,0.6862122702772869,297.34000000000003,-0.6093000000000002,0.6223674638165283,0
OCCOCCOCCOCCOCCO,-4.099999904632568,0.40232279111293295,238.27999999999994,-0.9625999999999986,0.7940087457876993,0
CCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1,-4.0,0.6134591418709571,318.37000000000006,1.42872,0.7115289392564556,0
O[C@@H]1[C@@H](O)[C@H](NCc2ccc(Oc3ccccc3)cc2)CC[C@H]1O,5.0,0.6725830075197379,329.39600000000013,1.8135999999999997,0.6882800032815629,0
O=S1(=O)N[C@@H](O)c2ccc(-n3cc(CO[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)cc21,52.900001525878906,0.27260309825325907,444.42200000000014,-3.133399999999999,0.539920097024485,0
O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,-6.800000190734863,0.28890913538834695,260.135,-3.1044000000000005,0.6089726528810901,1
C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,-0.699999988079071,0.7315848329370257,323.39600000000013,2.6898999999999997,0.6815581657800858,0
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,36.79999923706055,0.6702343996322836,288.43100000000004,4.167300000000004,0.6088409680095678,0
O=C(Nc1ccc(Cl)cn1)C(=O)N1CCCC1,11.199999809265137,0.7675894367859624,253.68899999999994,1.2959,0.793202476431329,0
O=C(NO)c1coc(-c2ccccc2C(F)(F)F)n1,1.399999976158142,0.6501563267033167,272.182,2.4794,0.7583086263576074,0
OS(O)(O)CCCN1C=CC=CC1,-5.599999904632568,0.6563908918118269,205.279,1.9856,0.6481791019221943,0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3)cccc2s1)C1CCCCC1,56.099998474121094,0.45794409791748136,504.7000000000003,5.299800000000005,0.6483782162899165,0
Oc1cc(Cn2cc(C3CC3)nn2)ccc1Oc1ccccc1Cl,43.70000076293945,0.7488659553179609,341.798,4.355100000000003,0.7674270874939747,0
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,-4.699999809265137,0.24325846760776557,342.297,-5.397199999999993,0.5717975273301412,0
O[C@@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,-1.100000023841858,0.9141195680624027,325.47700000000015,4.129900000000004,0.707307299321088,0
N=C(N)c1ccc(NN)cc1,-6.300000190734863,0.21084770503782269,150.185,0.25626999999999994,0.8008965817548923,0
Cc1c(Sc2ccc(F)cc2F)sc2c1C(N)N=C(N)N2,21.799999237060547,0.7920315762038713,326.397,3.18342,0.616522413092964,0
N[C@H]1CCc2ccccc2CC1(O)O,-6.5,0.40664467466323684,193.24599999999995,0.18349999999999989,0.6881048296051224,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,7.5,0.19742203378388068,507.1820000000001,-1.629000000000001,0.558638798149371,0
FC1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]243,1000.0,0.37643826997238033,290.306,3.9353000000000007,0.30917916145267094,0
C[S@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,5.900000095367432,0.29781111034277896,400.4610000000001,-1.5392999999999983,0.5255451803963443,0
CC(C)[C@H]1SC(Nc2ccccc2F)=NC1=O,-3.4000000953674316,0.8795666623454343,252.314,2.8916000000000013,0.7073561280136976,0
OCCOCCOCCOCCOCCO,-4.099999904632568,0.40232279111293295,238.27999999999994,-0.9625999999999986,0.7940087457876993,0
NCc1ccc(NC(=O)C(=O)O)cc1,-2.4000000953674316,0.5848616558670394,194.19,0.16839999999999966,0.8268206863700573,0
NCCc1ccc(O)c(O)c1,-6.400000095367432,0.544872838506118,153.18099999999998,0.5989999999999998,0.8046853509856616,0
N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,61.400001525878906,0.8691132223233109,302.3590000000001,2.4177800000000005,0.7475919809580441,0
CC1=C(CCO[P@](=O)(O)OP(=O)(O)O)S[C@H]([C@@H](O)/C=C/c2cccnc2)N1Cc1cnc(C)nc1N,18.299999237060547,0.2513663547347989,559.478,2.5593199999999987,0.5358080105341336,0
O=C(CP(=O)(O)O)NO,-5.400000095367432,0.22430515385313884,155.046,-1.3305000000000002,0.6881668496270947,0
C=C(O[C@@H]1CC(C(=O)O)=C[C@@H](OP(=O)(O)O)[C@H]1O)C(=O)O,-2.5,0.23703819062097536,324.17800000000005,-0.7766000000000002,0.5657927160806036,0
C=C1CS[C@H]([C@H](NC(=O)/C(=N\OC)c2csc(N)n2)C(=O)O)N[C@H]1C(=O)O,16.399999618530273,0.21767633060260042,415.4530000000001,-0.6828999999999985,0.5509698033309564,0
