0,1,2,3,4
CC1=CC(=O)C2=CC=CC=C2C1=O,C1=COc2ccc(Cl)cc2N1,O=C1Cc2ccc(Cl)cc2N1,O=C1C2=CC=CC2(Cl)CC1N,O=C1C(C2=CC=CC=C2)N(C1)Cl
NCCc1ccc(O)c(O)c1,C1c2ccccc2Nc1c1c(N)cc1O,C1OC(C(=O)O)C1OC(C(=O)O)C1OC(C(=O)O)C1OC(C(=O)O)C1,C1OC(O)O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=P(O)(O)OC1OC[C@H]1O[C@@H]2O[C@H](O)[C@H](O)[C@@H]2O
NCCc1ccc(O)c(O)c1,C1=CC=C(C(=O)C)C1N,NCCc1ccc(cc1)C(=O)C(=O),NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1
O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O,O=P(O)(O)OC1[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@H](O)[C@H]2O1,O=P(O)(O)O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1
C1OC(O)O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1,O=P(O)(O)OCC1OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O
O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1,O=P(O)(O)OC1[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1,C1O[C@H](O)O[C@H](O)C(=O)(O)O[C@H](O)[C@H](O)[C@H](O)C1=O,O=P(O)(O)OC1OC2OC3OC4OC5C(O)C(O)C(O)C(O)C5C4C3C2C1O,C1OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)O1P(=O)(O)O
O=P(O)(O)OC1[C@H]1O[C@H]1O[C@H](O)[C@H]1O[C@H]1O,C1OC(CO)(O)C1OC1OC1OC1O,C1OC2OC(O)C(O)C(O)C(O)C1OC2,O=P(O)(O)OC1OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O,C1OC(O)O[C@H]1OC2OC(O)C(O)[C@H](O)C(O)[C@@H](O)C(O)[C@@H]2O
O=C1C(C2=CC=CC=C2Cl)N1,O=C1C(C2=CC=CC=C2)CCN1,C1OCOCC2COC(CO2)C(O)C(O)C1O,C1OC(CO)C(O)C(O)C1OC2COC(CO2)O,C1COCC(O)C(O)C(O)C1OC2COC(CO2)CO
O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,C1CCOC1(C2c3ccccc3Sc3ccccc23)CN1CCCC1,O[C@@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C@@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1
C1=COc2ccccc2N1C1c2ccccc2Cl,O=C1Cc2ccc(Cl)cc2N1,O=C1C2=CC=CC2(Cl)N1,O=C1Cc2ccc(Cl)cc2N1,C1=CC(=O)C2C3=CC=CC=C3C(C2)N1Cl
C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C1CCC1C(C(C(=O)N)C1=NC=CC2=C1C=CC=CC2)C1=CC=CC=C1N,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1
O=P(O)(O)O[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,O=P(O)(O)O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=P(O)(O)O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=P(O)(O)O[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,C1OC1OC2OC(C(O)O)C(O)O[C@H]1OC(C)(O)O[C@H]1OC(C)(O)O[C@H]1OC(C)(O)O[C@H]1OC(C)(O)O
C1CCOC1CCC2NCC3C(C(C(C(O)C3)C)C)C2N2C2C(O)C2C3C(C(C(O)C3)C)C2,CC1CCCO1,C1CCCO1,COc1cccc2ncnc(N[C@H]3C[C@H](CO)[C@H](O)[C@H]3O)c12,CC(=O)c1cccc2c(c1)nc3c2n(C(C(C(CO)(C)C)C)C)N3C
O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1
