0,1,2,3,4
C1c2c(ccc2c1c(cc3c(cccc3)c2c(ccc2)c1C(=O)O)nc2ccc(cc2)F)C,C1CCC(=O)C2CC(C)C(=O)CC1CC2,C1CCOC1c2ccccc2Sc2ccccc2CN1CCCC1,O[C@](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,C1c2ccccc2C(=O)Nc1c(ccc1C(F)C)c1ccccc1C1c2ccccc2C(=O)O
C1CCC2CC3CCC(C(C(N3)C(C)C)C(C)C)C2CCO1,c1ccc(c2ccccc2C2CCCO2)S(c1c(CN2CCCC2)c1)C,c1ccc(c2ccccc2C2CCCO2)Sc1(CN2CCCC2)C,C1CCC(C(C(N1)C2CCCC2)C2CCCO2)C2CCCC2,O[C](CC1c2ccccc2Sc2ccccc21)CN1CCCC1
C1CCC2C1CCCC2SC1CCCC2C2CCCO2CC1CN2CCCC2,C1CCC(C(C(N1)C2CCCC2)c1c1ccc(cc1)S1c2ccccc2C2CCCO2)c1c(CN1CCCC1)c1c1ccc(cc1)S1c2ccccc2C2CCCO2,c1ccc(c2ccccc2C2CCCO2)Sc1(C)C3CCCC3CN2CCCC2,c1ccc(c2c3c(cccc3)S2c2ccccc2C2CCCO2)c(c1)CN2CCCC2,C1CCC1c1ccc(cc1)S1c2ccccc2C2CCCO2C(CN2CCCC2)c1
O[C@@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,O[C](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,C1CCC1c2ccccc2Sc2ccccc2C2CCCO2C(CN2CCCC2)C1,C1CCC(C(C2CC3CCC4C(C3)CC(C(C4)C(=O)O)N2)C(C(C(C)C)C)C)C1,C1CCO[C]1(C1c2ccccc2Sc2ccccc21)CN1CCCC1
C1CCC2C(C1)S1CC(C1)C2C(C1(CN2CCCC2)C(C1)C)CCO1,C1CCC2C(C1)S1CC1C2C1(CN2CCCC2)CCC1CCO,C1CCC(C(C1)C1(C(C(C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C(C1)C,C1CCC1C2C(C1)S1CC1C1CCCC1C(CN1CCCC1)CCO1,C1CCC2C(C1)S1CCccc1C2C1(CN2CCCC2)CCC1CCO
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1
CC(C)C(C)C(C)C1CCCC1C1CC2CCC3CC(C(=O)O)C(CC3C2)N1,CC(C)C(C)C(C)C(C1CCCC1)C1CC2CCC3CC(C(=O)O)C(CC3C2)C1N,CC(C)C(C)C(C)C1CCCC1C1CC2CCC3CC(C(=O)O)C(CC3C2)N1,CC(C)C(C)C(C)C(C1CCCC1)C1CC2CCC3CC(C(=O)O)C(CC3C2)C1N,CC(C)C(C)C(C)C(C1CCCC1)C1CC2CCC3CC(C(=O)O)C(CC3C2)N1
C1CCC1C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C1=CC=CC=C1C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1CCC(C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,C1CC1/C(=C/C(=C/C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)/C1=CC=CC=C1)/C1=CC=CC=C1C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,C1CCC(C(=C(C(=O)C(F)(F)F)C(F)(F)F)C1)C1=CC=CC=C1C2=CC=CC=C2C(C(C)C)C(=O)O,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,C(C/C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1)
