0,1,2,3,4
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(C(=O)(O)O)N=O
C1CCC1CC1,C1CCC1CC1,CC1CCCO1,CC1CCCO1,CC1CCC1OCCO
C1=CC(=O)N(C1(=O)(O)O)O,O=C(CP(=O)(O)O)N=O,O=C(CP(=O)(O)O)N,O=C(COP(=O)(O)O)N,C1=O[C]([O-])([O-])O[P]([O-])(=O)[O-])[N+](=O)O
C1=CC=C(C(=O)O)C1=O,C1CCC(O)c1=O,O=C(O)c1ccccc1O,C1=COc(ccc1)C(=O)O,C1=COc(ccc1)C(=O)O
C[N+](=O)[O-]C(=O)(O)O,NC(=O)C(=O)O,NC(=O)C(=O)OOP(=O)(O),NC(=O)C(=O)O,NC(=O)C(=O)O
CC(=O)N1C(=O)C1(=O)O,CC(=O)N(C(=O)O)O,C(=O)C(=O)O,NC(=O)C1=CC(=O)O1,NC(=O)C(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,NC(=O)C(=O)O,NC(=O)C(=O)O,NC(=O)C(=O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
C1=COc2ccccc2OC1,C1=CC=CC=C1C(=O)O,O=C(O)c1ccccc1O,O=C(O)c1ccccc1O,C1=COc(ccc1)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
CNC(=O)C(=O)O,CC(=O)C(=O)O,CC(=O)N1C(=O)O1O,NC(=O)C(=O)O,O=C(COP(=O)(O)O)N
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
C1CCC1C(=O)O,O=C1CCCC1O,C1CCCOC1=O,C1CCC1C=O,C1CCC1C=O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
C1=COc2ccccc2OC1,C1=COc2ccccc2OC1,C1=COc2ccccc2OC1,C1=COc2ccccc2OC1,C1=COc2ccccc2OC1
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,CC1CCCO1,CCOCCO,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
