Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
CC1CCCO1,-2.9000000953674316,0.4299172783206054,86.134,1.1853,0.7290269548215296,repairer
CC1CCC1OCCO,-3.0999999046325684,0.6118054665779348,130.187,0.7938000000000001,0.6820715486239526,repairer
O=NC(=O)CP(=O)(O)O,-4.5,0.4089491194747614,153.03000000000003,-0.5429,0.6322806258508709,repairer
NC(=O)CP(=O)(O)O,-4.400000095367432,0.41139913633575237,139.047,-1.3506,0.6906968592762004,repairer
NC(=O)COP(=O)(O)O,-4.5,0.433007169892041,155.04600000000002,-1.419,0.7209948216550666,repairer
O=C(O)C1=CC=CC1=O,-4.599999904632568,0.5055003474087105,124.09499999999997,0.13630000000000003,0.7318712377389828,repairer
O=C1CCCC1O,-4.0,0.46845597961477753,100.11699999999999,0.1003,0.6987349455916887,repairer
O=C(O)C1=CC=CC=CO1,-3.5,0.5887571951134558,138.12199999999996,1.0550000000000002,0.6607321842115697,repairer
NC(=O)C(=O)O,-3.5999999046325684,0.35633345156533014,89.04999999999998,-1.4437000000000002,0.7945219747571827,repairer
NC(=O)C(=O)OO[PH](=O)O,-4.300000190734863,0.220680909746952,169.029,-1.6715,0.5219265100866667,repairer
CC(=O)N(O)C(=O)O,-4.400000095367432,0.3445329560488969,119.07599999999998,-0.09789999999999976,0.6973116770899656,repairer
O=CC(=O)O,-3.0999999046325684,0.3292675030726765,74.035,-0.7301,0.7630373016313035,repairer
NC(=O)C1=CC(=O)O1,-3.5999999046325684,0.43917316681621926,113.07199999999997,-1.0876000000000001,0.6938496285069695,repairer
C1=COc2ccccc2OC1,-2.9000000953674316,0.5596314302388526,148.16099999999994,1.9715,0.7416201062304169,repairer
O=C(O)c1ccccc1,-3.9000000953674316,0.6106035394285075,122.12299999999996,1.3848,0.8945082762005214,repairer
OC1=CC=CC=CO1,-4.099999904632568,0.511472032817642,110.11199999999998,1.4859,0.6076325783397454,repairer
CNC(=O)C(=O)O,-3.5999999046325684,0.37896335197038555,103.07699999999998,-1.183,0.7668240666869586,repairer
CC(=O)C(=O)O,-3.700000047683716,0.4459283845851701,88.06199999999998,-0.34000000000000014,0.8158386611477152,repairer
O=C(O)C1CCC1,-3.9000000953674316,0.5305035492718067,100.11700000000002,0.8711,0.8356637951937458,repairer
O=C1CCCCO1,-3.5999999046325684,0.41897611120492895,100.117,0.7135,0.7715123336552845,repairer
O=CC1CCC1,-3.299999952316284,0.43277187440574794,84.11800000000001,0.9854,0.7465710797867684,repairer
CCOCCO,-2.9000000953674316,0.49472125079952195,90.122,0.015200000000000047,0.8055210797867686,repairer
CC(=O)CP(=O)(O)O,-4.099999904632568,0.5158268432153105,138.059,-0.2469,0.6915429321506943,repairer
CONC(=O)CP(=O)(O)O,-3.5,0.36555969307363434,169.073,-1.1583000000000003,0.6880208171786025,repairer
O=C1CCO1,-2.9000000953674316,0.37438135799613564,72.063,-0.06669999999999998,0.8041021617711637,repairer
O=C(O)C1CC1,-3.799999952316284,0.5036005279684653,86.09000000000002,0.48100000000000004,0.8345090990175376,repairer
O=C1CCCCC1O,-4.300000190734863,0.49731149589407814,114.14399999999999,0.4904,0.718047041694754,repairer
O=C1CCC1O,-3.700000047683716,0.4395399159866694,86.08999999999999,-0.2898,0.7137572534640635,repairer
O=CC1CCCCO1,-3.5999999046325684,0.4701572658622101,114.144,0.7544,0.6625705655621908,repairer
O=C(O)C1CCCC1=O,-4.5,0.5211192255496452,128.127,0.4402000000000001,0.7176199691085854,repairer
CC(=O)N1OC(O)C1=O,-4.199999809265137,0.43988226856142365,131.087,-1.3749,0.5930273604129332,repairer
CC(=O)N1C(=O)OCC1O,-4.300000190734863,0.48924914375343015,145.114,-0.6964999999999999,0.6559108627493885,repairer
OC1CCCCO1,-3.9000000953674316,0.48244387462945787,102.133,0.5053000000000001,0.6943255650248871,repairer
O=C1CCCC1=O,-3.700000047683716,0.4084181948580651,98.101,0.3085,0.7732248478253251,repairer
O=C1CCC1,-3.200000047683716,0.41052236175860424,70.09100000000001,0.7394000000000001,0.8309810079250098,repairer
C1CCOC1,-2.799999952316284,0.410937601049349,72.107,0.7968,0.7973722386942406,repairer
O=NC(=O)C(=O)O,-3.9000000953674316,0.32627075884111095,103.03299999999999,-0.6360000000000001,0.6732379128408048,repairer
NC1(O)CCCc2ccccc2C1,6.800000190734863,0.46199513567542244,177.24699999999999,1.2127000000000001,0.7049714559529197,repairer
OC1(O)CCCc2ccccc2C1,1.2000000476837158,0.4633691416601176,178.231,1.2463,0.7576246736477661,repairer
CC(=O)O[PH](=O)O,-4.099999904632568,0.49673959091753184,124.03199999999998,-0.0685,0.514127605748869,repairer
NCC(=O)C(=O)O[PH](=O)O,-4.0,0.38845400692430165,167.057,-1.5606,0.5295153100866666,repairer
NC(=O)C(=O)O[PH](=O)O,-4.0,0.34801177939353434,153.03,-1.6031000000000004,0.5377588502274665,repairer
NC(=O)C(=O)O.O.O=[PH](O)O,-3.700000047683716,0.23478497763128403,189.06,-2.9077,0.6599233929437036,repairer
OCCOCCCC1CCC1,-2.9000000953674316,0.5945501761251941,158.24099999999996,1.5756,0.7933903882065053,repairer
Nc1ccc(C(=O)O[PH](=O)O)cc1,3.0,0.5453533063718,201.11800000000002,0.8075999999999999,0.662015212412676,repairer
NC(=O)C(=O)OOP(N)(=O)O,-4.400000095367432,0.194801703205142,184.04399999999998,-1.9943999999999997,0.577755813124495,repairer
NC(=O)C(=O)O[P+](=O)O,-4.400000095367432,0.35698998595964887,152.022,-1.3354000000000004,0.5799537453323615,repairer
CC(=O)C(=O)O[PH](=O)O,-3.9000000953674316,0.4257408191884651,152.042,-0.49940000000000007,0.5497546544232708,repairer
NC1C=NC=C2C=CC=CC21,-2.4000000953674316,0.5441719997426996,146.19299999999998,1.0242,0.525630773409093,repairer
NC1=Cc2ncncc2C1=O,-3.299999952316284,0.5591837640956436,147.137,-0.027499999999999802,0.6631226462710215,repairer
