Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
CC(c1cccc(C2=C(C=C(C(=O)C(F)(F)F)C(F)(F)F)CCCC2)c1)c1ccc(CO)c(CO)c1,-10.100000381469727,0.31804775512961125,512.4900000000004,6.770700000000007,0.6280620981312787,repairer
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(C(C)c2ccc(CO)c(CO)c2)c1,-12.399999618530273,0.31427600213177503,488.4680000000002,6.028300000000007,0.6271669851873177,repairer
CC(c1cccc(/C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C2CCC2)c1)c1ccc(CO)c(CO)c1,-12.300000190734863,0.2815842565102309,514.5060000000003,6.418400000000008,0.6232651952844935,repairer
CC(CC(=O)c1ccc(NC(=O)CC2CC2)cc1)C[C@H](C)C(C)COC(=O)NC1CC(C)C1=O,-10.5,0.418690812580042,470.61000000000024,5.000100000000005,0.599579261051973,repairer
CC(=O)Nc1ccc(C(=O)C2CCC(C(C)C)C2OC(=O)Nc2ccc(C(C)C/C=C/C(=O)Nc3ccc(C(C)C/C=C/C(=O)Nc4ccc(C(C)C)cc4)cc3)cc2)cc1,-1.2000000476837158,0.06166185552251828,825.063,11.627599999999989,0.5383909956600075,repairer
CC(=O)C1CCc2c(N=C3C=CC(=O)C3CC(C)c3ccccc3C(C)C(=O)N3C=CC(=O)C3C(C)C(=O)C(C)C(=O)O)cccc21,-11.800000190734863,0.31471344233403903,636.7450000000002,5.649800000000005,0.4550703866447729,repairer
CC(=O)NC(=O)C(C(C)C(C(=O)O)C(C)C1CCC(C)(C)C(=O)NC(=O)C(C)C1O)C(C)C(C(=O)O)C(C)C(C(=O)O)C(C)c1ccc(NC(C)=O)cc1,-7.300000190734863,0.12632081245349533,759.8940000000001,3.750200000000003,0.393190608274449,repairer
CC(C1=CC(C(=C/C=C/C(O)(C(F)(F)F)C(F)(F)F)C2CCC2)C(c2ccc(CO)c(CO)c2)=CC=C1)c1ccc(CO)c(CO)c1,-12.0,0.13050320905262316,664.6830000000002,7.093700000000011,0.5273677318534037,repairer
CC(C1=CC(C(=C/C=C/C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C2CCC2)C(c2ccc(CO)c(CO)c2)C(c2ccc(CO)c(CO)c2)=CC=C1)c1ccc(CO)c(CO)c1,0.800000011920929,0.07097675110518907,866.8580000000001,9.679699999999993,0.47044580703288974,repairer
CC(c1cccc(-c2ccc(F)cc2C(F)(F)F)c1)c1ccc(CO)c(CO)c1C(F)(F)F,-12.0,0.40761461352692135,472.40000000000015,6.666700000000007,0.6751126065186411,repairer
