Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
CN1CCN(S(=O)(=O)c2nnc(NC(=O)c3ccc(C(C)(C)C)cc3)s2)CC1,-3.5,0.7562265711749725,423.5640000000002,2.024,2.3488704817256014,0.7651129518274399,0
CC(=O)Nc1ccc2c(c1)cc(C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)n2CC(=O)O,-1.7,0.49365890084721986,483.42400000000015,2.8218000000000005,2.4635112269020087,0.7536488773097991,0
Cc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,-8.7,0.47425754963424177,322.21000000000004,-1.7197800000000003,3.7790023626996234,0.6220997637300376,1
CC(C)(C)c1ccc(-n2c(C(=O)N3CCCC3)nc3ccccc3c2=O)cc1,-7.5,0.682135779423237,375.47200000000004,3.9192000000000027,2.1942879730949905,0.780571202690501,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccc(F)cc2)c(=O)[nH]c1=O,-9.4,0.6795191209094571,382.43500000000006,3.5642000000000014,2.3517713226568198,0.7648228677343181,0
CN[C@]1(O)Cc2ccccc2CC[C@@H]1C,-7.5,0.5402570086088778,205.30099999999996,1.7193999999999996,3.439454856108064,0.6560545143891936,1
C=CCOC(=O)c1oc(C(=O)OC2CCCCC2)c(C)c1O,-8.3,0.6640946541302983,308.33,3.125920000000002,2.7895281491161388,0.7210471850883862,0
CC(=O)Nc1ccc(S(=O)(=O)NCCN=O)cc1,-7.1,0.5862229518816995,271.29799999999994,0.6896999999999998,2.205408832585322,0.7794591167414678,0
Cc1ccc(NC(=O)c2ccc(N3C(=O)CC(C(=O)O)C3=O)cc2)cc1,-4.1,0.6484773069655518,352.34600000000006,2.2114200000000004,2.4367902526907113,0.7563209747309289,0
CS[C@H]1[C@H](O)[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,-8.3,0.6961334372916927,311.3670000000001,-0.22080000000000077,4.143557818576101,0.58564421814239,1
COc1cc(C(=O)O)cc(NC(C)=O)c1OC,-6.7,0.82818777496909,239.22699999999998,1.3603999999999998,1.8511773510713248,0.8148822648928675,0
Cc1oc(-c2ccccc2)nc1COc1ccc(CN2CCC(C(=O)NC(C)(C)C(=O)O)C2)cc1,-9.5,0.4793743328749159,477.56100000000026,4.0303200000000015,2.862352798044352,0.7137647201955648,0
CC(C)Oc1ccc2c(c1)CC(C(N)=O)(c1ccc(C#N)cc1)C2,-7.7,0.9408121442872163,320.39200000000005,2.8673800000000016,3.0001521780092624,0.6999847821990738,0
