Molecule,Docking Score,QED Score,MW score,LogP Score,SA Score,Generated Source
OC1(c2cccc(C3C=c4cc(-n5ccnc5)ccc4=N3)n2)CCCCC1,-10.300000190734863,0.7826647233561633,358.4450000000002,2.5740000000000007,0.6202938082627235,repairer
CC(F)C1CN2C(CC3CN(C)C(C(C)C(F)(F)F)N3)=C(Nc3ccccc3N1)NC2C(C)C(F)(F)F,-7.800000190734863,0.40938137955038756,538.5560000000002,4.667600000000002,0.3355266265167952,repairer
CC(=O)N1NC(=O)N(C2C3NC2C(C(=O)OP(=O)(O)O)C(O)C3O)C(=O)N(O)C(=O)N(C)C(=O)N(C)C1=O,-7.400000095367432,0.12861556739579336,567.3610000000002,-3.4935999999999945,0.3422557794289081,repairer
O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](Cc2ncnc3c2NCNC3)C[C@@H]1O,-9.399999618530273,0.20595074705362085,506.23800000000034,-0.6466000000000003,0.5029334112608485,repairer
O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@@H]1O,-9.800000190734863,0.24352471545055038,504.2220000000003,0.018499999999999572,0.5203352806855415,repairer
O=C1N=C(N=C2CN2)N1[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,-8.899999618530273,0.1725129485980483,480.1560000000001,-1.4011000000000002,0.4856612368157366,repairer
C1=c2cc(-n3ccnc3)ccc2=NC1c1cccc(C2CCCCC2)n1,-10.199999809265137,0.7313638612076145,342.44600000000025,3.4700000000000024,0.6431477498788579,repairer
CC(=O)C1(C2=C(c3ccccc3)C=CC(=O)n3ccc(=O)n3C2)CC2CCCCC21,-7.199999809265137,0.7765987119373599,402.4940000000003,4.0991000000000035,0.5719583510575149,repairer
CC1(C2C=CC(=O)N3CC3=C2C2=C3C=CC=CC3N2)C=CC=CC1C1CCCCC1,-10.399999618530273,0.682403362048306,398.5500000000003,4.949400000000005,0.4968957534684665,repairer
O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@H]1O,-9.300000190734863,0.24352471545055038,504.2220000000003,0.018499999999999572,0.5203352806855415,repairer
