0,1,2,3,4
C1=NC=NC2=C1c1ccc2c(c1)C=CC1=C1C3(O)CCCCC3C1=NC=1N,N=C(N)c1ccc2c(c1)C(C(=O)CC1(C)CCCC1)c1ccc2c(c1)C(C(=O)CC1(C)CCCC1)n1,C1=NC(N)C2=CC=CC2=C1C3=C(C=CC3=CC2)C4=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,N=C(N)c1ccc2c(c1)C(C(=O)C3(CCC(C)CC3)N3CC4CCCC4C3)N=2,C1=NC=CN1c1ccc2c(c1)=CC(c1cccc(C3(O)CCCCC3)n1)N=2
CC(F)C1Nc2ccccc2N(C(N(C(C(C(N3C(C(C(N4C(C(C(N5C(C(C(N6C(C(C(N7C(C(C(N8C(C(C(N9C(C(C(N1CC(N2CC(N3CC(N4CC(N5CC(N6CC(N7CC(N8CC(N9CC1,CC(F)C1Nc2ccccc2Nc3c(N(C(C(C(F)(F)F)C)N3)C1)CC2CN(C(C(C(F)(F)F)C)N2)C,C1CC1c2nnc(N3CCN(C4N(C(C(F)(F)F)C3)C(C4)C)C2)C3Nc1c4ccccc4N3,CC(F)C1Nc2c(N(C(C(C(C(C(C3Nc4c(N(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,CC(F)C1Nc2c(cc1)Nc3n(C(C(F)(F)F)C4)Nc5c3N(C(C)CC2)N5
CC(=O)N1C(=O)N(C(=O)N(C(=O)N(C(=O)N(C(=O)N1)C2C3C(C(C(C2N3)O)O)C(=O)OP(=O)(O)O)O)C)C,C1NC2CC1NC2C1C[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1NCNc2c1ncnc2C[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1CC1Nc1nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,C1NC1=NC2=NC(=O)N2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1
C1=NC(=N)C2=CC=CC=C2C1=CC3=C(C=CC=C3)C4=C(C=CC=C4)N(C5=C(C=CC=C5)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,N=C(N)c1ccc2c(c1)CC(c1cccc(C3(O)CCCCC3)n1)N=2,CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,C1=O(C(=O)O)P(=O)(O)O[P](=O)(O)O[C@H]1O[C@H](n1c2c(n1c2N=C2C=C2)NC1CC1)C[C@H]1O,N=C(N)c1ccc2c(c1)C(C(=O)C3(O)CCCCC3)c1cccc1N=2
C1(c2cccc(C3C=c4cc(-n5ccnc5)ccc4=N3)n2)CCCCC1,CC(=O)C1(C2=C(C=CC(=O)N3C=CC(=O)N3C2)C3=CC=CC=C3)C4CCCCC4C1,C1(C2C=CC=CC2(C3C=CC(=O)N4C(=C3C5=C6C=CC=CC6N5)C4)C)CCCCC1,C1(C2=C(C3=C(C4=C(C5=C(C6=C(C7=C(C8=C(C9=C(C1=C(C(=O)C2=C(C(=O)C3=C(C(=O)C4=C(C(=O)C5=C(C(=O)C6=C(C(=O)C7=C(C(=O)C8=C(C(=,C1C(C(C(=O)C2=C(C3=C(C(=O)C4=C(C(=O)C5=C(C(=O)C6=C(C(=O)C7=C(C(=O)C8=C(C(=O)C9=C(C(=O)C1C(=O)C2=C(C3=C(C(=O)C4=C(C
C1C(C(=O)O)O[P+](=O)(O)[O-]C1(C(=O)O)[P+](=O)(O)O[C@H]1C[C@@H]1O[C@H]1C[C@@H]1C1C2=C3C(=O)N4C(=C(C4)N,C1=O[C@H]1O[C@@H]1[C@H]2O[C@H](O1)P(=O)(O)O[P@](=O)(O)O[C@H]1O[C@@H]1[C@H]2O[C@H](O1)P(=O)(O)O[C@H]1,C1OP(O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@H](n2cnc3c2N=C3NC2CC2)C[C@H]1O,O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@H]1O,O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@@H]1O
O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@@H]1O,O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@@H]1O,C1O[P](O)(O)O[P](=O)(O)O[P](=O)(O)O[C@H]1O[C@H](n2cnc3c2N=C3NC2CC2)C[C@H]1O,O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@@H]1O,C1=O[P@](O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c2N=C3NC2CC2)C[C@@H]1O
C1(c2cccc(C3C=c4cc(-n5ccnc5)ccc4=N3)n2)CCCCC1,C1C2=CC=CC2(C(C3=CC=CC=C3)C4=C1C=CC=C4C5=C(N6CC=CC(N=C6)C5)N)CCCCC1,C1(C2=C(C3=C(C(C=C4)N(C5=C(N(C(C=C(C(C=C(C5=NC4=C3)C2)C)C)C)C)C)C)C(C)C)C(C)C1,C1c2ccc(cc2)C1c1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)N2c1ccc(cc1)C2=C1C3CCC4C(C(C(C(C(C4)C)C)C)C)C3,C1(c2ccccc2C3C=CC(=O)N3c4ccc(cc4)N3)C5CCCCC5C1
C1=c2cc(n3ccnc3)ccc2=NC1c1cccc(C2CCCCC2)n1,C1=c2cc(-n3ccnc3)ccc2=NC1c1cccc(C2CCCCC2)n1,C1=c2cc(-n3ccnc3)ccc2=NC1c1cccc(C2CCCCC2)n1,C1=C2C=CC=C2N3C=CC3C2=NC1c1cccc(C2CCCCC2)n1,C1=c2cc(c3c(cc2)nc3)ccc2=NC1c1cccc(C2CCCCC2)n1
C1CCC1C2=C(C(C(=O)N3C(C3=C2C2=C3C=CC=CC3N2)C=CC=CC1)C)C1CCCCC1,C1CC1(C2C=CC(=O)N3CC3=C2C2=C3C=CC=CC3N2)C=CC=CC1C1CCCCC1,C1(C2C=CC(=O)N3CC3=C2C2=C3C=CC=CC3N2)C=CC=CC1C1CCCCC1,C1CC1(C2C=CC(=O)N3CC3=C2C2=C3C=CC=CC3N2)C=CC=CC1C1CCCCC1,C1CCC2C(=O)N3CC3=C2C2=C3C=CC=CC3N2CC1=C1CCC1=C1CCC1
