0,1,2,3,4
"""CCNc1ccc(O)c(O)c1""",NCCc1ccc(O)c(O)c1,C1=CC(=O)C=C1C1=CC=CC=C1O,NCCc1ccc(O)c(O)c1,C1=COc(ccc1)C(=O)O
C1COC1c2ccc(cc2)C(=O)OC,C1COc1cc(N)c(C(=O)O)cc1OC,COC1=CC(N)C(C(=O)O)C1=CO,COc1cc(N)c(C(=O)O)cc1OC,COc1cc(N)c(C(=O)O)cc1OC
O=C(O)P(=O)(O)O,C1=NO=[O]c1c(ccc1O)Oc1ccccc1,O=[N+][O-]c1ccc(O)c(O)c1,O=[N+]([O-])c1ccc(O)c(O)c1,O=[N+](O)c1ccc(O)c(O)c1
O=[N+](O)c1ccc(c1O)O,O=[N+](O)c1ccc(O)c1O,O=C(O)P(=O)(O)O,C1=NO=C(O)c2ccccc2C(=O)c1,O=[N+](O)c1ccc(O)c1O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,C1=NO[C@](O)(c2ccc(O)c(O)c2)c1,O=[N+](O)c1ccc(O)c(O)c1,O=[N+]c1ccc(O)c1O,O=[N+](O)(c1ccc(O)c(O)c1)c1ccc(O)c(O)c1
O=C(O)C1=CC=CC=CO1,C1=CC=CC(=O)O1=C,O=C(COP(=O)(O)O)N,O=C(O)c1ccc(C(=O)O)o1,O=C(O)c1ccc(C(=O)O)o1
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=[N+](O)c1ccc(O)c1O,C1=NO=[O]c1c(ccc1O)O,O=[N+](O)c1ccc(O)c1,O=[N+](O)c1ccc(O)c1O,O=[N+](O)c1ccc(O)c1O
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
C1=CC=CO=C(O)C1,C1=CC=CC=CO=C(O)O1,C1=CC=CC(=O)C(=O)O1,O=C(O)C1=CC=CC=CO1,C1=CC=CC(=O)C(=O)O1
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=[N+](O)c1ccc(c1O)C
O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O
O=[N+](O)c1ccc(c1)Oc1ccccc1O,O=[N+](O)c1ccc(O)c(O)c1,O=[N+](O)c1ccc(c(O)c1O),C1=O[N+](O)c1ccc(cc1)O,O=[N+](O)c1ccc(O)c(O)c1
