Molecule,Docking Score,QED Score,MW Score,Logp Score,RAD Score,SA Score,Label
CC(C)C[C@H](NC(=O)[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O)C(=O)O,33.8,0.22320508459787416,408.47300000000007,-1.3736999999999955,4.005074927318217,0.5994925072681783,0
C[C@H]1[C@H](O)[C@@H](NCc2ccc(Oc3ccccc3)cc2)CC[C@@H]1O,21.5,0.7896379127200223,327.4240000000001,3.088800000000002,3.202385920361629,0.6797614079638371,0
CCc1ccc(O)c(O)c1,-4.7,0.579216457405964,138.16599999999997,1.6602,1.7410129564191035,0.8258987043580897,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccc(F)cc2)c(=O)[nH]c1=O,44.1,0.6795191209094571,382.43500000000006,3.5642000000000014,2.3517713226568198,0.7648228677343181,0
CCc1ccc(O)c2cc(=O)[nH]cc12,-2.0,0.7182092510345256,189.21399999999997,1.7960999999999996,2.6068119466388833,0.7393188053361117,0
Cc1cc2cnc(N)nc2cc1O,-1.9,0.631168947883346,175.19100000000003,1.2260199999999997,2.4022897500088263,0.7597710249991174,0
Cc1ccc(Cl)cc1N(C)C=O,-1.7,0.6444205910077547,183.638,2.24102,2.3301867537155303,0.7669813246284469,0
Cc1cccc(-c2nc3ccccc3n2CCCN)n1,27.0,0.7896315446686839,266.34799999999996,2.7555199999999997,2.111256909449791,0.7888743090550209,0
CC(C)(C)OCCOCCO,-3.4,0.6079182546496237,162.22899999999998,0.8103999999999998,2.3231149251566467,0.7676885074843354,0
CC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,27.1,0.26773535746313065,340.325,-3.9794999999999985,4.332390678779295,0.5667609321220705,0
Cc1nccc2ccccc12,-2.8,0.5519055037199659,143.18899999999996,2.5432200000000007,1.6865921632203058,0.8313407836779694,0
CC(=O)Nc1ccc([N+](=O)[O-])cc1,4.1,0.5539449818865061,180.16299999999998,1.5532,1.5138709588000356,0.8486129041199965,0
CC(=O)c1cc(C(=O)O)cc(C(=O)O)c1,8.8,0.7298389954486243,208.16899999999998,1.2856,1.832423059632319,0.8167576940367681,0
CCCC[C@@H](O)CC(C)(C)C,-3.5,0.666583791869793,158.28499999999997,2.973700000000002,2.6866220885352696,0.731337791146473,0
C=C[C@H](OP(=O)(O)O)[C@@H]1OCC(C(=O)O)=C(C(=O)O)O[C@@H]1C,13.1,0.3794063231016901,338.20500000000004,-0.12249999999999983,4.7362963006449075,0.5263703699355092,0
CC(C)(C)[C@@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,32.0,0.6984748827276834,365.4770000000001,3.716100000000001,3.3526292376037086,0.6647370762396292,0
O=C(O)c1ccc(P(=O)(O)O)cc1,-2.6,0.5946668045812593,202.102,0.18779999999999997,2.209864636886655,0.7790135363113345,0
CC1(C)CCc2ccccc2C1(O)O,-2.0,0.6152238341644424,192.25799999999998,1.7964000000000002,2.65658868285813,0.734341131714187,0
CCCCc1ccc(O)c(O)c1,-2.7,0.676913082807547,166.21999999999997,2.4404000000000012,1.73673037259665,0.826326962740335,0
Cc1ccc(S(=O)(=O)NCC(=O)NO)cc1C,2.7,0.5264788308035746,258.299,0.08714000000000005,2.0593558126097875,0.7940644187390212,0
C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O,-2.1,0.3490263147125909,244.13599999999997,-2.0768000000000004,4.1641312063796505,0.5835868793620349,0
CC[C@H](O)CC[C@H](O)CC=O,-4.8,0.5557693417880253,160.213,0.48739999999999994,3.529822338853367,0.6470177661146633,0
C=C(CCCO)CCC[C@@H](O)CC,-2.9,0.5707640358703407,186.295,2.2563000000000004,3.165062381367745,0.6834937618632255,0
C[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,16.6,0.26877979396934804,326.298,-4.369599999999997,4.3123389583872695,0.568766104161273,0
Cc1ccc(NC(=N)N)cc1,-3.2,0.41603893397366176,149.19700000000003,1.30039,1.7991957209126141,0.8200804279087386,0
CS[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,52.1,0.8224894911723939,281.341,0.4183,4.0371644502539255,0.5962835549746075,0
Cc1ccc(S(=O)(=O)NCC(=O)NO)cc1,2.0,0.5037044799253835,244.27200000000002,-0.2212800000000001,1.9334522320567409,0.806654776794326,0
CC1=Nc2ccccc2C1=O,-3.9,0.5484213900725726,145.16099999999994,1.9753,2.198786936793507,0.7801213063206494,0
CCCN(C(C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1,22.0,0.45509123322064327,372.34000000000003,2.1391,3.029748281857268,0.6970251718142733,0
CCc1ccc(S(=O)(=O)NCC(=O)NO)cc1,4.0,0.5127513705915714,258.299,0.03269999999999984,1.9753749430445708,0.8024625056955429,0
NC=Nc1ccc(NN)cc1,-1.3,0.24977049910768473,150.185,0.5907,2.709535820168197,0.7290464179831803,0
C[C@H](O)[C@@H](O)C(=O)Oc1ncnc2c1ncn2N,1.5,0.4296196441059064,253.21800000000002,-1.8128000000000002,3.9750727990888413,0.6024927200911159,0
CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CCc1cccs1)[C@H](O)CO,34.5,0.5309539203877948,426.53500000000014,0.8513999999999995,3.481053926066857,0.6518946073933143,0
C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)O,-1.9,0.36526359091849286,258.16299999999995,-2.0343,3.990287354866398,0.6009712645133602,0
