smile,docking_scores,QED,mw,logp,SAS,label
O=C(O)P(=O)(O)O,-4.5,0.42409517227108345,126.00399999999998,-0.1579000000000001,0.711024718270669,0
C=C(CCCO)CC[C@H](O)CCC,-2.4000000953674316,0.5707640358703407,186.29499999999996,2.2563000000000004,0.6817273882368518,0
COc1cc(N)c(C(=O)O)cc1OC,0.0,0.7057434556591722,197.19,0.9842,0.8250089476677924,0
NC1=NC(=O)C2=NC(=O)N([C@H]3C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O3)C2=N1,34.099998474121094,0.18710902816190667,521.1650000000001,-2.064399999999999,0.5067842046665625,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,36.70000076293945,0.6985586908851104,364.44500000000005,3.4251000000000005,0.771749221998016,0
O=C1C[C@H](c2ccccc2)CC(=O)[C@H]1Sc1ccccc1[N+](=O)[O-],33.400001525878906,0.480450680352708,341.38800000000003,3.7713000000000028,0.7422162218634417,0
O=C(O)c1ccc(C(=O)O)o1,-5.800000190734863,0.6566366524935952,156.093,0.6759999999999999,0.7953220883861922,0
Nc1nc2cc(O)ccc2[nH]1,-4.900000095367432,0.5194193651444975,149.15299999999996,0.8506999999999998,0.7659482045836766,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,34.900001525878906,0.3524104766503097,384.41800000000006,-1.4370999999999983,0.6012143779235909,0
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O1,36.79999923706055,0.2518207356575117,491.1830000000001,-0.5998000000000002,0.5637304577841721,0
Cc1nn(C)c2sc(C(=O)O)cc12,0.20000000298023224,0.7539312364946645,196.231,1.64142,0.7627085964276888,0
Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,1.2000000476837158,0.6323216792380669,213.19299999999998,-1.3107000000000002,0.6315023165869957,0
COc1cccc2ncnc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c12,12.899999618530273,0.6367236982409268,305.334,0.1528999999999997,0.6413308994129624,0
O=[N+]([O-])c1ccc(O)c(O)c1,-6.0,0.3597463929416527,155.10899999999998,1.0059999999999998,0.8071658019140437,0
COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,4.400000095367432,0.4877899544169658,260.271,-0.5210999999999995,0.8089677899764796,0
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,18.799999237060547,0.4801069286146625,308.183,-1.7056999999999998,0.6283811396103178,0
O=c1[nH]cc(CCc2ccccc2)cc1O,3.299999952316284,0.8207431650561924,215.25200000000004,1.8657,0.7896130454417554,0
C[S@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,44.29999923706055,0.29781111034277896,400.4610000000001,-1.5392999999999983,0.5255451803963443,0
O=C(NCCc1cccs1)[C@H](O)[C@@H](O)C(=O)N1CCNCC1,13.899999618530273,0.5125868573668073,327.4060000000001,-1.4395999999999987,0.6841287411712569,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,29.0,0.39017854457244017,347.224,-1.8630000000000009,0.6195110550692776,0
CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,1000.0,0.4044825502704044,358.416,-0.6070999999999982,0.4861161344411542,0
O=C1CC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1,19.399999618530273,0.2611381912366463,340.181,-2.989099999999999,0.5944899077127828,0
