"model","theta_atlas","se","num_items","time_sec"
"dzakwan/dzakwan-MoE-4x7b-Beta",1.29111801199171,0.0590495276931263,30,9.29690980911255
"CultriX/SevereNeuralBeagleTrix-7B",1.00007950983661,0.0457570283166696,30,9.26305794715881
"mahiatlinux/MasherAI-v6.1-7B-checkpoint6",-0.269085006992857,0.0843047002470463,30,9.42949509620667
"Qwen/Qwen1.5-MoE-A2.7B",-1.17123038937247,0.147236435727134,30,9.67467904090881
"bongchoi/MoMo-70B-LoRA-V1.1",-0.256468217852697,0.0852738210896078,30,9.83509540557861
"liminerity/Blur-7b-v1.22",-0.519034940371024,0.0809428489206548,30,9.22791266441345
"Mr-Bhaskar/fbt-mistral-7b",-0.398301553335568,0.0825944698399078,30,9.04656744003296
"Kquant03/Ryu-4x7B-MoE-bf16",-0.98126668678213,0.09596412339391,30,9.13951683044434
"Eurdem/Defne_llama3_2x8B",-0.352846499164899,0.08763953573005,30,9.16755390167236
"nbeerbower/llama-3-wissenschaft-8B-v2",0.749880100663496,0.0469599754957202,30,9.29518532752991
"openaccess-ai-collective/DPOpenHermes-11B",0.248911391866323,0.058463891808429,30,9.08512425422668
"jisukim8873/falcon-7B-case-6",-1.19295326918171,0.1346202145981,30,9.50778698921204
"elinas/chronos-mistral-7b",-1.53133882853816,0.11819452972438,30,9.26533126831055
"silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e2",0.136400949737857,0.0752705432791863,30,9.17242741584778
"BarraHome/zephyr-dpo-v2",-0.598610528729935,0.0787821822002999,30,9.33418607711792
"FelixChao/Scorpio-7B",1.24978640735962,0.0539730393425717,30,9.3049590587616
"euclaise/Ferret_7B",-0.675992361964583,0.0804756238148054,30,9.42813372612
"NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v2",-0.496987481300898,0.0800689848159393,30,9.30801033973694
"h2m/mhm-8x7B-FrankenMoE-v1.0",0.750016638660932,0.0502530528939502,30,9.16880321502686
"mistral-community/Mistral-7B-v0.2",-0.417867099035516,0.0852247158043627,30,9.16111207008362
"MaziyarPanahi/Calme-7B-Instruct-v0.9",2.05374895034455,0.139495820880922,30,9.47740793228149
"DiscoResearch/DiscoLM-70b",0.0922698882733084,0.108480177450444,30,9.38346648216248
"wenge-research/yayi-70b-llama2",-0.5021717128313,0.0795161957662661,30,9.31744194030762
"fhai50032/xLakeChat",-0.253809262735744,0.0811197783059298,30,8.86756896972656
"MaziyarPanahi/TheTop-5x7B-Instruct-S5-v0.1",1.00008489089513,0.0459832905953393,30,9.00537300109863
"statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA",-1.66638192052583,0.123426413203405,30,8.96212959289551
"Noodlz/WizardLaker-7B",0.493924212362568,0.0513137535884497,30,8.93529057502747
"jan-hq/supermario-slerp-v3",0.499488678673553,0.0471000734201163,30,9.03059029579163
"nlpguy/Hermes-low-tune-2",0.165351784450976,0.0696769193270095,30,8.90360879898071
"liminerity/e.star.7b",0.499953037728884,0.047601455946551,30,9.05606651306152
"AA051611/O0201",-0.759551423741697,0.0824011934674635,30,9.32797408103943
"fhai50032/RolePlayLake-7B-Toxic",0.00581095275764316,0.0776401137887183,30,8.92013335227966
"Gille/StrangeMerges_3-7B-slerp",0.995093655171394,0.047278196661459,30,8.98928618431091
"Kquant03/Medusa-7B-bf16",-0.750656833464628,0.0751781174973213,30,9.04900884628296
"NeuralNovel/Confinus-2x7B",1.25038823510435,0.0533262418800897,30,9.18425321578979
"amazingvince/where-llambo-7b",-0.536848705311165,0.0836908446300126,30,9.21019101142883
"AA051610/A12P",-1.05979573800145,0.108825054519527,30,9.20049619674683
