0,1,2,3,4
O=S1(=O)N[C@H](O)c2ccc(n3cc(CO[C@H](O)C(O)(C(O)(C(O)(C(O)(C(O)C(O)C(O))O)O)O)O)C3=O)n3)cc21,O=S1(=O)N[C@H](O)c2ccc(-n3cc(CO[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)nn3)cc21,O=S1(=O)N[C@H](O)c2ccc(n3cc(CO[C@H]4O[C@H](CO)[C@H](O)[C@H]4O)nn3)cc21,C1=O[S](=O)N[C@H](O)C2=CC=C(C3=C(C(=O)N4C(C(=O)O)C(C(=O)O)C(C(=O)O)C4)C3=CC=CC2)C=C1,C1=O[S+]1=O[NH]C2=CC=C3C(C(=O)O4)C[C@H]5O[C@H](O)[C@H](O)[C@H](O)[C@H]5O[C@H]4O3C2
C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24C,C1[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@]24C(F),C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24,C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24C,CC1=CC(F)=C(F)S[C@]2(C(=S)C1)CC(F)C2(C)C3[C@H]4C(C)S[C@]4(C)C3
C1=O(NC/C=C/C1c1c2c(NCCO)n3cnc3c2n1[C@@H](O)[C@H](O)c1ccc(cc1)C(F)c1ccc(cc1)O)c1ccc(cc1)O,C1=NO[C@H](C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NOCC1/C=C/C1O[C@H](O)C2=C(NC3=C(NCCO)C(=O)N3C2)N(C3=CC=CC=C3)C(C4=CC=CC=C4)C1=O,CC(=O)NCC/C=C/C1O[C@H](O)C2N3C=CC(=O)N(CCO)N3C2[C@H](O)C1O[C@@H]1C2C=CC(=O)N(CCO)C3=C2N=CC(=O)N3C1=CC=CC=C,C1=NC/C=C/C1O[C@H](O)C2C(NCCO)N3C(=O)N(C(C(C(=O)N3)C)O)C2=O[C@H](O)C1=CC=CC=C1C1=CC=CC=C1O[C@H](O)C2=C(C(=
OC1[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,C1OC(C(O)(O)[C@H](O)[C@H](O)[C@H](O)C2(C(O)(O)[C@H](O)[C@H](O)[C@H](O)C(O)O)C(O)O)C(O)[C@H](O)[C@H](O)C1O,C1OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)O[C@H](O)[C@H](O)[C@H]1CO,OC1C(O)C2OC3C(O)C(O)C(O)C(O)C3O2CO1,OC1[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@H](O)[C@H]1O
C1CCC(=O)C2CCC(C)C(=O)CC1CC2,C1CCC(=O)C2CC[C@H]1CC[C@H]1[C@H]2CC2(C)C(=O)CC1[C@H]2C1,C1[C@H]2CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C1CCC(=O)C2CCC(C)C(=O)CC1CC2,C1CC(=O)C[C@H]1CC[C@H]1C[C@]2(C)C(=O)CC[C@H]1C1CC
C1=CC=CC=C1C(=O)(Nc1cc2c(cc3c(cc(cc3)Nc2ccc4c(cc(cc4)C)C)C)cc1)S(=O)(=O)Nc1cc(-c2ccc3c(cc(cc3)n2)C)cc1ClC1=CC=CC=C1,O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1,C1=O=S1(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1,C1=O=S(=O)Nc1c2ccc3c(c2nccc3c1c2ccc(F)cc2)cnc3c(ccc(N4CCOCC4)c3)c1ccccc1Cl,C1=O=S(=O)(Nc1c(ccc2c(cc3c(N4CCCOCC4)c3c2)c1)c1c(ccc(N4CCOCC4)c1)c1ccc(F)cc1)c1ccc(cc1)Cl
C1=O[S+]1=O[NH]C[C@@H](O)c2ccc(-n3cc(CO[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)cc21,O=S1(=O)N[C@H](O)c2ccc(-n3cc(CO[C@H]4O[C@H](CO)[C@H](O)[C@H]4O)nn3)cc21,C1=O[S](=O)N[C@H]1c2ccc3c(c2)nc4c(cc3)C(=O)O[C@H]5O[C@H](C(O)O)[C@H](O)[C@H](O)[C@H]5O,C1=O[S]1(=O)N[C@@H](O)c2ccc(-n3cc(CO[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)cc21,O=S1(=O)N[C@H](O)c2ccc(-n3cc(CO[C@H]4O[C@H](CO)[C@H](O)[C@H]4O)nn3)cc21
C1=O[S]1(=O)N[C@@H](O)c2ccc(-n3cc(CO[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)cc21,O=S1(=O)N[C@H](O)c2ccc(-n3cc(CO[C@H](O)C(O)(C(O)(C(O)(C(O)(C(O)C(O)C3)O)O)O)C3)nn3)cc21,O=S1(=O)N[C@H](O)c2ccc(n3c1c(cc2)C(O[C@H]4O[C@H](CO)[C@H](O)[C@H]4O)nn3)c1,C1=O[S]1(=O)N[C@H]1c2ccc(c3c2nccn3[C@H](O)C4OC[C@H](O)C(O)C(O)C(O)C4)C1,C1=O[NH](C2=O)c3ccc(cc3)-n4c5c(CO[C]6(O[C]7(O)[C](O)[C](O)[C]7O)O[C]6)nn5)c2c(CO[C]8(O[C]9(O)[C](O)[C](O)[C]9O)
O=S1(=O)N[C@H](O)c2ccc(N3C=C4CO[C@H](O)C(O)(CN=N4)C(O)(O)C(O)(O)C(O)(O)C(O)C(O)C3)cc21,C1=O[NH](O)C2=CC(=O)N[C@H](O)C3=CC(=O)N[C@H](O)C(O)(CN=N3)C(O)(O)C(O)(O)C(O)(O)C(O)C3)CC2=C1,C1=O[S](=O)N[C@H](O)C2=CC=C(C3C=C(C4C(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O[S](=O)N[C@H](O)C2=CC3=C(C(=O)N4C=CC5=C(C(=O)O[C@H](O)C(O)(CN=C5)C(O)(O)C(O)(O)C(O)C(O)C4)C3)C2=C1,C1=O[S]1(=O)N[C@H](O)C2=CC=C(C3=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
C1=O[S](=O)N[C@H](O)C2=CC3=C(C(N4C=C5C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C5)C(N3)C(=O)O)C(=O)O)C(=O)O2,O=S1(=O)N[C@H](O)c2ccc(N3C=C4CO[C@H](O)C(O)(CN=N4)C(O)(O)C(O)(O)C(O)(O)C(O)C(O)C3)cc21,C1=O[S]1(=O)N[C@H](O)C2=CC=C(C3=C(C4=C(C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C4)C(N=C3)C(=O)O)C(=O)O)C(=O)N2)C,C1=O[S](=O)N[C@H](O)C2=CC=C(C(=O)N3C=C4CO[C@H](O)C(O)(CN=N4)C(O)(O)C(O)(O)C(O)(O)C(O)C3)CC2=C1,O=S1(=O)N[C@H](O)c2ccc(N3C=C4CO[C@H](O)C(O)(CN=N4)C(O)(O)C(O)(O)C(O)(O)C(O)C(O)C3)cc21
