0,1,2,3,4
C1=O(NC/C=C/C1Oc1c2c(NCCO)n3cncn32C(O)c1c(cc(-c2c(cc(F)c(cc2)c2ccccc2)c2ccccc2)c2ccccc1)c1OC(O)c1,C1=O[NH]C[C@H]1[C@H](O)[C@H](O)[C@H]1C(=O)N1[C@H](C2=CC=CC=C2)C(=O)N(C(C1=O)C(=O)N2C=CC(=O)N=C2N3C=CC,C1=NC(C(C(C(C1O)O)O)O)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C,C1=NC(C(C(C(=O)N2C(C(C(C(=O)N3C2c4ccc(cc4)C(=O)N3c5ccc(cc5)C(=O)N2c6ccc(cc6)C(=O)N2c7ccc(cc7)C(=O)N2c8ccc(cc8)C(=O,C1=NC(C(C(C(C(C(C1=O)N(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
C1=NO[C@@H](C(C(C(C(C(C1O)c1ccccc1)c1ccc(F)cc1)c1ccc(cc1)O)C(=O)Nc1ccc(cc1)Nc1cnc(NC)nc1)C(=O)Nc1ccc(cc1)Nc1cnc(NC)nc1),C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=Oc2c3c(N(Cc4ccc(F)cc4)C(=O)Nc5ccc(O)c5)ncn3c2[C@H](O)[C@H]1O[C@H](O)C1=Oc2ccc(O)c(C)c1Nc3ccc(C(C)C)cc3C(=O,C1=NO[C@@H]2[C@H]([C@H](O)C3=NC(C(C)C)Nc4c(NCCO)nc5c4Nc3N)C(C)(O)[C@H]2O)c1c(ccc1c1ccc(cc1)C(F)C(F))ccc1OC1,O=C(NC/C=C/[CH]1O[C@H](n2cnc3c(NCCO)ncnc32)[CH](O)[C@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O
C1=O[NH]C[C@H]/C=C/[C@H]1O[C@@H]2c3c(NCCO)c4c(NCCO)c5c(NCCO)n3n4n2[C@H](O)[C@H]1Oc1c(cccc1)c2ccc(cc2)Fc1c(cc(cc,C1=NC/C=C/[C@H]1O[C@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=NC(C(C(C1=O)C1=O)C1=O)C1=Oc1cc(-c2ccc(F)cc2)cc1Oc1ccc(cc1)C1=Oc1ccc(cc1)C1=Oc1ccc(cc1)C1=Oc1ccc(cc1)C1=O,C1=NC(C(C1=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=NC2=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C
CC1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24C,C1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]24C,C1=CC(=C(F)C1)C(F)C2[C@H]3[C@]4(C(=S)C3)S[C@]5(C(C(F)C5)C4)CC(F)=C(F)C2,C1=C(F)C(C(F)(F)S[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@H]1CC(F)=C(F)C2[C@@]34,C1=CC(F)C(F)C1[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@]24
OC1[C@H](O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@H](O)[C@H]1O)O,OC1[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H](O)O[C@H](O)[C@H](O)[C@H]OCO,C1CO[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@H](O)[C@H]1O,OC1CO[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,OC1[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@H](O)[C@H]1O
C1=NC(C(C(C(C1=O)C2=CC=CC=C2)C3=CC(=O)N(C(C(C(C3)N)N)O)C4=C(C(=O)N(C(C(C(C4)N)O)C)C)C)C5=C(C(=O)N(C(C(C(C5)N,C1=NC(C(C(C(C(C1O)O)O)O)C2=NC(C(C(N3C(C(C(C3O)O)O)O)C4=CC=C(C=C4)F)O)C5=C(C(C(C(C5O)O)O)O)O)C6=CC=CC=C6C7,C1=Oc2ccc(cc2)C3=CC(=O)Nc4ccc(cc4)C(=O)Nc5c1c(cc5)C6(C(=O)N7C(=O)N(C(C(=O)N7)C)C)C(=O)N8C(=O)N(C(C(=O)N8,C1=Oc2ccc(cc2)C(=O)Nc3ccc(cc3)C(=O)Nc4ccc(cc4)C1c5ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc8ccc(cc8)C(=O)Nc9,O=C(NC/C=C/C1O[C@@H](N2C3C(NCCO)C4C(NCCO)C34)C[C@H]1O)C1C2=C(C=C(C=C1)C(F)C(F))C(C(C(O)C1=CC=C(C=C1)C(O))C1=CC=CO
CC(=O)c1c(cc2c(cc3c(cc(c(c(c3n2)C(F)(F)F)C(F)(F)F)c2ccn1)C(F)(F)F)C(F)(F)F)nc1cc2c(cc3c(cc(cc3n2)C(F)(F)F)c2ccn1)C,C1=CC=CC2=C1C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1C(F)(F)F,"C1=CC=CC2=C1C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1C1=CC=CC=C1C(F)(F)F
C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1",C1c2ccccc2C(F)(F)Fc1nc1c(cc2c(ccc2n1)c2ccccc2)n1C(=O)O,CC(=O)C1=CC=CC2=C1N=C(C(F)(F)F)C=C2N1C=CC(=O)C2=CC=CC=C1N=C1C2=CC=CC=C2N1C=CC=C1
C1=CN(C(C(=O)O1)C2=C(C(=O)O)C3=C(C(=O)O)N(C(C3=O)C)C4=NC5=C(N=C(N(C(C5=O)C)C)C)C6=C(C(=O)O)C(N(C(C6=O)C)C,C1=NO[C@H](C(C(C(C(C(C2=O)C(=O)N3C=CC4=C3N(C(C(C(C(C4)C)O)C)O)C)C5=CC=CC=C5)C)C)C)C6=CC=CC=C6)C(=O)N7C=,C1=NC(C(C(C(C(C1=O)O)N2C3=C(C(NCCO)N(C(C(C3=O)N2)C)C)C)C)C1=O)C1=Oc2ccc(cc2)c3ccccc3Oc1c1ccccc1Oc1ccc(cc1)F,C1=NO[C@H]2[C@@H](N3C=CC=CC3)O[C@H](N4C=CC=CC4)O[C@H]2Oc5ccccc5[C@H](O)C6=NC(=O)N7C=CC(=O)N(C)C7C(=O)N8,C1=Oc2ccc(cc2)C(=O)Nc3ccc(cc3)C(=O)Nc4ccc(cc4)C(=O)Nc5ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc1c1ccc(cc1)C(=
C1CCC(=O)C1CC1CC1CC(=O)C1CCC(C)C(=O)C1CCC1,C1CCC(=O)C2CCC(C1)C(=O)C(C(C)C)C(C(C)C)C(=O)C2,C1CCC(=O)C2CCC1CC(C(=O)C1CC2)C(C)C(=O)C1CC2C(C)C(=O)CC12,C1CC(=O)C2CC(C1)CC(C)C(=O)CC(C1)C2,C1CCC(=O)C2CCC1CC1CC2CC2(C)C(=O)CC1CC2
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C1=Oc2ccc(cc2)C(=O)Nc3ccc(cc3)C(=O)Nc4ccc(cc4)C(=O)Nc5ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc8ccc(cc8)C(=O),C1=NO[C@H]2[C@@H](O[C@H]1[C@H]3C(=O)Nc4ccc(cc4)O)C(=O)Nc5c1c(cc(c1n2)N)Nc3c(c(c(n3)C)C)O)C(=O)Nc6ccccc6,C1=O[NH]C/C=C/C1O[C]1c2cnc3c(NCCO)cncn3c2[C]1O[C]1c2ccc(F)c(c2)C1OC1O,C1=O(NCC/C=C/C1OC1C2C3C(NCCO)N(C3C2O)C1OC1C(O)C1C(O)C2C3C(NCCO)N(C3C2O)C1OC1C(O)C1C(O)C2C3C(NCCO)N(C3
C1=Oc2ccc(cc2)Nc3ccc(cc3)N4C(=O)N(C)C(=O)N5C(=O)N(C)C(=O)N5c6ccc(cc6)Oc7ccc(cc7)Oc8ccc(cc8)Oc9ccc(cc9)Oc1Oc1ccc(cc,C1=O[NH]C/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=ONC/C=C/C1C1OC2C3C(NCCO)N(C3C2C1OC1)C1(O)C(C(O)C1)C1C2C3C(NCCO)N(C3C2C1OC1)C1(O)C(C(O)C1)C1C2C3C,C1=O/N(C/C=C/C1OC2=C3C(C(C(N=C3C2)C4=C(C(C(C(O4)C)O)N)C)O)C5=C(C(C(C(C(O5)C)O)C)N)C)C6=C(C(C(C(C(O6)C)O)C)C),C1=NO[C@H](C(C(=O)Nc2ccc(cc2)C(F)C(F))C(=O)N3C4C(N(C(C(C(O4)C)O)C)C)C5=C(C(=O)Nc6ccc(cc6)C(F)C(F))C(=O)N(C(C(C(O5
C1=Oc2c(Nc3c(C)c(C)c3C(=O)Nc4ccc(cc4)C(=O)Nc5c1ccc(cc5)C(=O)Nc6c1ccc(cc6)C(=O)Nc7c1ccc(cc7)C(=O)Nc8c1ccc(cc8)C,C1=O[NH]C/C=C/C1[C@H]1O[C@@H]2c3c(NCCO)c4c(NCCO)n3c2[C@H](O)[C@@H]1O)c1c(ccc1c2ccc(F)cc2)c1c(O)c(cc1)O,C1=O[NH]C/C=C/[C@H]1O[C@@H](n2cnc3c(NCCO)ncnc32)[C@H](O)[C@@H]1O)c1cc(-c2ccc(F)cc2)cc(O)c1O,C1=NC(C(C1=O)C2=C/C=C/C1O[C@H](O[C@@H]2[C@H](N3C=NC4=C5N(C(C(C(N4)C)C)C)N=C(N5)C3)O)[C@H]1O)c1cc(cc(c1)C(F)C,C1=O[NH]C(C=C/C1C1O[C]2C3=C(NCCO)C4=C(NCCO)C5=C(NCCO)C3=C2C4=C1O)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CO1OC1=CC=CC=C1
C1CCC(=O)C2CCC(C1)C(=O)C(C(C2)C)C,C1CCC(=O)C2CC(C)C(=O)C(C)C2C1,C1CCC(=O)C2CC[C@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC1[C@H]2CC[C@H]1C2,C1CCC(=O)C2CC[C@H]1CC[C@@H]1[C@H]2CC2(C)C(=O)CC1CC2,C1CCC(=O)C2CCC(C)C(=O)CC1CC2
CNc1ncc(Nc2ccc(NC(=O)C3[CH]ON=CC(O)C(c4ccccc4)C(c4ccc(F)cc4)C(c4ccc(O)cc4)C3C(=O)Nc3ccc(Nc4cnc(NC)nc4)cc3)cc2)cc1)nC,CNc1ncc(Nc2ccc(NC(=O)C3CCON=CC(O)C(c4ccccc4)C(c4ccc(F)cc4)C(c4ccc(O)cc4)C3C(=O)Nc3ccc(Nc4cnc(NC)nc4)cc3)cc2)ccn1,CNc1ncc(Nc2ccc(NC(=O)C3CCON=CC(O)C(c4ccccc4)C(c4ccc(F)cc4)C(c4ccc(O)cc4)C3C(=O)Nc3ccc(Nc4cnc(NC)nc4)cc3)cc2)cc1,Cn1cnc1c2ccc(cc2)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc,CNc1ncc(Nc2ccc(NC(=O)C3[CH]ON=CC(O)C(c4ccccc4)C(c4ccc(F)cc4)C(c4ccc(O)cc4)C3C(=O)Nc3ccc(Nc4cnc(NC)nc4)cc3)cc2)cc1)cn
C1=NO[C@H](C(C(=O)Nc2ccc(cc2)C(=O)O)C(=O)Nc3ccc(cc3)C(=O)O)C(=O)Nc4ccc(cc4)C(=O)O)C1(C(=O)Nc5ccc(cc5)C(=O)O)C,C1=O[NH]C/C=C/[C@H]1O[C@@H]2C3=C(NCCO)C4=C(NCCO)N4C3=C2[C@H](O)[C@@H]1O)C1=CC=CC=C1C2=CC=CC=C2OC1=CC=CC=C1O,C1=NC(C(C(=O)N(C(C(C(=O)N(C(C(C(=O)N1)C2=CC=CC=C2)C3=CC=C(C=C3)F)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC=C,C1=NC(C(C(C(C(C1=O)C(=O)Nc2ccccc2)C3=CC=CC=C3)C4=CC=C(C=C4)F)C5=CC=CC=C5)C6=CC=CC=C6C(=O)N7C(C(C(C(N(C(C7)C)C),C1=NC(C(C(C(C(O1)C2=NC(C(C(C(N2)C3=NC(C(C(C(N3)C4=NC(C(C(C(N4)C5=NC(C(C(C(N5)C6=NC(C(C(C(N6)C7=NC(C(C(C(N7)C8=NC(C(C(C(N8
C1=NC(C(C(=O)Nc2cnc3c(NCCO)ncc2n3)C(C(O)C1(O)C1c2ccc(cc2)C(F)C1OC1)c1ccc(cc1)C1OC1)c1ccc(cc1)C1OC1,C1=O(NC/C=C/C1OC1C2C3=NCC4=C(C(C(C(C(C4)C)O)C)N3)C5=C(C(C(C(C5)C)O)C)N2)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1OC1,CC(=O)NCC/C=C/C1O[C@H](O)[C@H](O)C2=C1Nc3c(NCCO)n4cnc3C2OC4c1cc(cc(-c2ccc(F)cc2)cc(O)c1O)C,C1=NC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O[NH]C/C=C/[CH]1O[C@H](n2c[nH]3c(NCCO)nccnc32)[CH](O)[CH]1Oc1c(cc(-c2ccc(F)cc2)c1O)C1=O
C1=NC2=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=O[NH]C/C=C/C1[C@H]1O[C@@H]2C1=NC=CC(=C1)N2[C@H](O)[C@@H]1O[C@H](O)C1=CC=C(C=C1)C1=CC=C(C=C1)O[C@H](O)C1,C1=NC(C(C(C2=C(C(=O)N3C4C(C(C(C(N(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C,C1=Oc2ccc(cc2)Nc3ccc(cc3)C(=O)Nc4ccc(cc4)C(=O)Nc5c1ccc(cc5)C(=O)Nc6ccc(cc6)C(=O)Nc7ccc(cc7)C(=O)Nc8ccc(cc8)C(=O)Nc,C1=O[NH]C[C@]12[C@H](O)[C@H]1[C@H]1[C@H]([C@H]([C@H]1c2c3c(n4cnc[nH]4)ncnc3O)O)c1ccc(cc1)C(=O)Nc1ccc(cc1)
